"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/Material Type","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","","KB-NEONR0-OMG","Packaging Material","0.0069444","Pc(s)"
"L-MLCU-OMG","1","L-MLCD-OMG","Finished Goods","1.0","Pc(s)"
"","","DUS-MKLCCOLR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BMKLCCOLSPPR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-VMKLCCOLSPPR0-OMG","Packaging Material","1.0","Pc(s)"
"","","IBOX-RRPMKLCCOLR0-OMG","Packaging Material","0.0833333","Pc(s)"
"","","KB-NEONR0-OMG","Packaging Material","0.0069444","Pc(s)"
"SRM-NFSSC-TA","1","SRM-SC-BULK","Semi Finished Goods","0.005","kg"
"","","BOTO-NFSSTV5-T","Packaging Material","1.0","Pc(s)"
"","","CAP-NFSSTV5-T","Packaging Material","1.0","Pc(s)"
"","","STIC-NFSVSCS5-T","Packaging Material","1.0","Pc(s)"
"","","ENV-NFSVSCS5-T","Packaging Material","1.0","Pc(s)"
"","","KB-PLUTOR0-T","Packaging Material","0.0714286","Pc(s)"
"P-RDA-OMG","1","L-MLCM-OMG","Finished Goods","1.0","Pc(s)"
"","","L-MLCL-OMG","Finished Goods","1.0","Pc(s)"
"","","TWC-OMGM-OMG","Finished Goods","1.0","Pc(s)"
"","","DUS-GTDPL-OMG","Packaging Material","1.0","Pc(s)"
"","","PART-GTDPL-OMG","Packaging Material","1.0","Pc(s)"
"","","KB-PBCR1-W","Packaging Material","0.0833333","Pc(s)"
"L-MLCW-OMG","1","L-MLCH-OMG","Finished Goods","1.0","Pc(s)"
"","","DUS-MKLCCOLR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BMKLCCOLSPAR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-VMKLCCOLSPAR0-OMG","Packaging Material","1.0","Pc(s)"
"","","IBOX-RRPMKLCCOLR0-OMG","Packaging Material","0.0833333","Pc(s)"
"","","KB-NEONR0-OMG","Packaging Material","0.0069444","Pc(s)"
"HBW-BWN5A-BD","1","HBW-BW-BULK","Semi Finished Goods","0.55","kg"
"","","PU-BW550G2-BD","Packaging Material","1.0","Pc(s)"
"","","BOTO-BWSS550-BD","Packaging Material","1.0","Pc(s)"
"","","STIC-FBWSS550-BD","Packaging Material","1.0","Pc(s)"
"","","STIC-BBWSS550-BD","Packaging Material","1.0","Pc(s)"
"","","KB-WBETAR1-W","Packaging Material","0.0833333","Pc(s)"
"","","STIC-PKBB-BD","Packaging Material","0.1666667","Pc(s)"
"L-MLCT-OMG","1","L-MLCB-OMG","Finished Goods","1.0","Pc(s)"
"","","DUS-MKLCCOLR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BMKLCCOLSPLR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-VMKLCCOLSPLR0-OMG","Packaging Material","1.0","Pc(s)"
"","","IBOX-RRPMKLCCOLR0-OMG","Packaging Material","0.0833333","Pc(s)"
"","","KB-NEONR0-OMG","Packaging Material","0.0069444","Pc(s)"
"L-RGS02-EM","1","L-RGS02-BULK","Semi Finished Goods","0.003","kg"
"","","BOTO-WGSRV02R0-E","Packaging Material","1.0","Pc(s)"
"","","CAPA-GSRV02R0-E","Packaging Material","1.0","Pc(s)"
"","","DUS-GSRV02R0-E","Packaging Material","1.0","Pc(s)"
"","","STIC-BGSRV02R0-E","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EDR1-WD31","Packaging Material","0.0833333","Pc(s)"
"","","KB-EAR0-KMM125","Packaging Material","0.0104167","Pc(s)"
"L-GS07-EM","1","L-GS07-BULK","Semi Finished Goods","0.003","kg"
"","","BOTO-WGSRV07R0-E","Packaging Material","1.0","Pc(s)"
"","","CAPA-GSRV07R0-E","Packaging Material","1.0","Pc(s)"
"","","DUS-GSRV07R0-E","Packaging Material","1.0","Pc(s)"
"","","STIC-BGSRV07R0-E","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EDR1-WD31","Packaging Material","0.0833333","Pc(s)"
"","","KB-EAR0-KMM125","Packaging Material","0.0104167","Pc(s)"
"P-RDB-OMG","1","L-MLCK-OMG","Finished Goods","1.0","Pc(s)"
"","","L-MLCL-OMG","Finished Goods","1.0","Pc(s)"
"","","DUS-GEDPL-OMG","Packaging Material","1.0","Pc(s)"
"","","PART-GEDPL-OMG","Packaging Material","1.0","Pc(s)"
"","","KB-NEONR0-OMG","Packaging Material","0.0833333","Pc(s)"
"L-GS08-EM","1","L-GS08-BULK","Semi Finished Goods","0.003","kg"
"","","BOTO-WGSRV08R0-E","Packaging Material","1.0","Pc(s)"
"","","CAPA-GSRV08R0-E","Packaging Material","1.0","Pc(s)"
"","","DUS-GSRV08R0-E","Packaging Material","1.0","Pc(s)"
"","","STIC-BGSRV08R0-E","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EDR1-WD31","Packaging Material","0.0833333","Pc(s)"
"","","KB-EAR0-KMM125","Packaging Material","0.0104167","Pc(s)"
"L-RGS04-EM","1","L-RGS04-BULK","Semi Finished Goods","0.003","kg"
"","","BOTO-WGSRV04R0-E","Packaging Material","1.0","Pc(s)"
"","","CAPA-GSRV04R0-E","Packaging Material","1.0","Pc(s)"
"","","DUS-GSRV04R0-E","Packaging Material","1.0","Pc(s)"
"","","STIC-BGSRV04R0-E","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EDR1-WD31","Packaging Material","0.0833333","Pc(s)"
"","","KB-EAR0-KMM125","Packaging Material","0.0104167","Pc(s)"
"L-GS06-EM","1","L-GS06-BULK","Semi Finished Goods","0.003","kg"
"","","BOTO-WGSRV06R0-E","Packaging Material","1.0","Pc(s)"
"","","CAPA-GSRV06R0-E","Packaging Material","1.0","Pc(s)"
"","","DUS-GSRV06R0-E","Packaging Material","1.0","Pc(s)"
"","","STIC-BGSRV06R0-E","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EDR1-WD31","Packaging Material","0.0833333","Pc(s)"
"","","KB-EAR0-KMM125","Packaging Material","0.0104167","Pc(s)"
"L-RGS01-EM","1","L-RGS01-BULK","Semi Finished Goods","0.003","kg"
"","","BOTO-WGSRV01R0-E","Packaging Material","1.0","Pc(s)"
"","","CAPA-GSRV01R0-E","Packaging Material","1.0","Pc(s)"
"","","DUS-GSRV01R0-E","Packaging Material","1.0","Pc(s)"
"","","STIC-BGSRV01R0-E","Packaging Material","1.0","Pc(s)"
"","","IBOX-12EDR1-WD31","Packaging Material","0.0833333","Pc(s)"
"","","KB-EAR0-KMM125","Packaging Material","0.0104167","Pc(s)"
"P-RPB04-W","1","TWC-CLFTD-W","Finished Goods","1.0","Pc(s)"
"","","L-CLADC04-W","Finished Goods","1.0","Pc(s)"
"","","BOX-RPC23-W","Packaging Material","1.0","Pc(s)"
"","","BOX-SRPC23-W","Packaging Material","1.0","Pc(s)"
"","","LEAF-RP23-W","Packaging Material","1.0","Pc(s)"
"","","STIC-DIYRP23-W","Packaging Material","1.0","Pc(s)"
"","","KB-PBCR1-W","Packaging Material","0.1666667","Pc(s)"
"M-PSWC-MO","4","M-PSWC-BULK","Semi Finished Goods","0.042","kg"
"","","PART-DPWCM-MO","Packaging Material","1.0","Pc(s)"
"","","CAP-PLA1302-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Packaging Material","0.04","Pc(s)"
"","","STIC-TUBNFPM-MO","Packaging Material","1.0","Pc(s)"
"","","PU-LMOA1302-CBT","Packaging Material","1.0","Pc(s)"
"","","BOTS-PWCM42R1-MO","Intermediate","1.0","Pc(s)"
"","","DUS-PWCMR2-MO","Packaging Material","1.0","Pc(s)"
"HBW-BWN5C-BD","1","HBW-BWC-BULK","Semi Finished Goods","0.55","kg"
"","","PU-BW550G2-BD","Packaging Material","1.0","Pc(s)"
"","","BOTO-BWGT550-BD","Packaging Material","1.0","Pc(s)"
"","","STIC-FBWGT550-BD","Packaging Material","1.0","Pc(s)"
"","","STIC-BBWGT550-BD","Packaging Material","1.0","Pc(s)"
"","","KB-WBETAR1-W","Packaging Material","0.0833333","Pc(s)"
"","","STIC-PKBB-BD","Packaging Material","0.1666667","Pc(s)"
"HBW-BWN5D-BD","1","HBW-BWD-BULK","Semi Finished Goods","0.55","kg"
"","","PU-BW550G2-BD","Packaging Material","1.0","Pc(s)"
"","","BOTO-BWYZ550-BD","Packaging Material","1.0","Pc(s)"
"","","STIC-FBWYZ550-BD","Packaging Material","1.0","Pc(s)"
"","","STIC-BBWYZ550-BD","Packaging Material","1.0","Pc(s)"
"","","KB-WBETAR1-W","Packaging Material","0.0833333","Pc(s)"
"","","STIC-PKBB-BD","Packaging Material","0.1666667","Pc(s)"
"P-HBLN2-WL","1","HBL-NFSV1N2-WL","Finished Goods","10.0","Pc(s)"
"","","HBL-NFSV2N2-WL","Finished Goods","10.0","Pc(s)"
"","","HBL-NFSV3N2-WL","Finished Goods","10.0","Pc(s)"
"","","HBL-NFSV4N2-WL","Finished Goods","10.0","Pc(s)"
"","","HBL-NFSV5N2-WL","Finished Goods","10.0","Pc(s)"
"","","KB-WONIIR0-WL","Packaging Material","0.02","Pc(s)"
"P-FC-KA","1","M-SM01-KA","Finished Goods","1.0","Pc(s)"
"","","SRM-FS-KA","Finished Goods","1.0","Pc(s)"
"","","FT-KFT-KA","Finished Goods","1.0","Pc(s)"
"","","POUC-HFCP23-K","Packaging Material","1.0","Pc(s)"
"","","GWP-EMRP23-K","Packaging Material","1.0","Pc(s)"
"","","LEAF-GCIW-K","Packaging Material","1.0","Pc(s)"
"","","KB-WPHR2-W","Packaging Material","0.0434783","Pc(s)"
"","","DUS-SHFC23-K","Packaging Material","1.0","Pc(s)"
"P-RHLM-BD","1","HBW-BWN1C-BD","Finished Goods","1.0","Pc(s)"
"","","HBW-HWN2B-BD","Finished Goods","1.0","Pc(s)"
"","","HBW-BWN2A-BD","Finished Goods","1.0","Pc(s)"
"","","GWP-BRP23-BD","Packaging Material","1.0","Pc(s)"
"","","GWP-TBRP23-BD","Packaging Material","1.0","Pc(s)"
"","","GWP-SPRP23-BD","Packaging Material","1.0","Pc(s)"
"","","GWP-SKC23-BD","Packaging Material","1.0","Pc(s)"
"","","KB-POLR1525-K150CB","Packaging Material","0.25","Pc(s)"
"","","DUS-SRP23-BD","Packaging Material","1.0","Pc(s)"
"P-SCPHF-KA","1","FW-PCSAC-KA","Finished Goods","1.0","Pc(s)"
"","","HBW-R-KA","Finished Goods","1.0","Pc(s)"
"","","BP-HREDT-KA","Finished Goods","1.0","Pc(s)"
"","","POUC-EP23-K","Packaging Material","1.0","Pc(s)"
"","","GWP-EMRP23-K","Packaging Material","1.0","Pc(s)"
"","","LEAF-GCHF-K","Packaging Material","1.0","Pc(s)"
"","","KB-WPHR2-W","Packaging Material","0.0434783","Pc(s)"
"","","DUS-SHF23-K","Packaging Material","1.0","Pc(s)"
"MY-ECRRYAG-W","1","STIC-PACESR1-WM","Packaging Material","1.0","Pc(s)"
"","","EC-RRYAG-W","Finished Goods","1.0","Pc(s)"
"","","KB-WSPA150221-KMM125","Packaging Material","0.02083","Pc(s)"
"P-ROUM-BD","1","HBW-BWN1A-BD","Finished Goods","1.0","Pc(s)"
"","","HBW-BWN2D-BD","Finished Goods","1.0","Pc(s)"
"","","HBW-HWN1-BD","Finished Goods","1.0","Pc(s)"
"","","GWP-BRP23-BD","Packaging Material","1.0","Pc(s)"
"","","GWP-TBRP23-BD","Packaging Material","1.0","Pc(s)"
"","","GWP-CCCRP23-BD","Packaging Material","1.0","Pc(s)"
"","","GWP-SKC23-BD","Packaging Material","1.0","Pc(s)"
"","","KB-POLR1525-K150CB","Packaging Material","0.25","Pc(s)"
"","","DUS-SRP23-BD","Packaging Material","1.0","Pc(s)"
"P-SCPRO-KA","1","FW-3IN1PC-KA","Finished Goods","1.0","Pc(s)"
"","","HBW-EB-KA","Finished Goods","1.0","Pc(s)"
"","","BP-RHEDT-KA","Finished Goods","1.0","Pc(s)"
"","","POUC-EP23-K","Packaging Material","1.0","Pc(s)"
"","","GWP-EMRP23-K","Packaging Material","1.0","Pc(s)"
"","","LEAF-GCRO-K","Packaging Material","1.0","Pc(s)"
"","","KB-WPHR2-W","Packaging Material","0.0434783","Pc(s)"
"","","DUS-SRO23-K","Packaging Material","1.0","Pc(s)"
"P-RPB01-W","1","TC-R2E02-W","Finished Goods","1.0","Pc(s)"
"","","L-EMC07DP-W","Finished Goods","1.0","Pc(s)"
"","","BOX-RPE23-W","Packaging Material","1.0","Pc(s)"
"","","LEAF-RP23-W","Packaging Material","1.0","Pc(s)"
"","","BOX-SRPE23-W","Packaging Material","1.0","Pc(s)"
"","","STIC-DIYRP23-W","Packaging Material","1.0","Pc(s)"
"","","KB-PBCR1-W","Packaging Material","0.1666667","Pc(s)"
"M-MN1-OMG","1","PLAS-FPGM75-OMG","Packaging Material","0.00017","Roll"
"","","M-M-BULK","Semi Finished Goods","0.0075","kg"
"","","SACH-PGM75-OMG","Packaging Material","1.0","Pc(s)"
"","","KB-BERYLR0-OMG","Packaging Material","0.00833","Pc(s)"
"","","CAP-SPGM75-OMG","Packaging Material","1.0","Pc(s)"
"FW-FWN1-OMG","1","FW-FW-BULK","Semi Finished Goods","0.009","kg"
"","","PLAS-FPGFW9-OMG","Packaging Material","0.00017","Roll"
"","","CAP-SPGFW9-OMG","Packaging Material","1.0","Pc(s)"
"","","SACH-PGFW9-OMG","Packaging Material","1.0","Pc(s)"
"","","KB-BERYLR0-OMG","Packaging Material","0.08333","Pc(s)"
"L-CVM08-W","7","CAPA-WCVMLM8R0-W","Packaging Material","1.0","Pc(s)"
"","","L-CVM08-BULK","Semi Finished Goods","0.004","kg"
"","","STIC-BCVMLM8R1-W","Packaging Material","1.0","Pc(s)"
"","","STIC-VCVMLM8R1-W","Packaging Material","1.0","Pc(s)"
"","","BOTO-CVMLM8R0-W","Packaging Material","1.0","Pc(s)"
"","","KB-WIOTAR1-W","Packaging Material","0.00521","Pc(s)"
"","","PS-CVMLMR1-W","Packaging Material","1.0","Pc(s)"
"","","IBOX-AR0-W","Packaging Material","0.0625","Pc(s)"
"L-MLCS-OMG","1","L-MLCA-OMG","Finished Goods","1.0","Pc(s)"
"","","DUS-MKLCCOLR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BMKLCCOLSPBR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-VMKLCCOLSPBR0-OMG","Packaging Material","1.0","Pc(s)"
"","","IBOX-RRPMKLCCOLR0-OMG","Packaging Material","0.0833333","Pc(s)"
"","","KB-NEONR0-OMG","Packaging Material","0.0069444","Pc(s)"
"M-LNCN2-W","5","DUS-LNC30RLR1-W","Packaging Material","1.0","Pc(s)"
"","","M-LNCN-BULK","Semi Finished Goods","0.03","kg"
"","","POT-LNC30RLTM-W","Packaging Material","1.0","Pc(s)"
"","","KB-WW2430R2-W","Packaging Material","0.04167","Pc(s)"
"","","PLU-LNC30RLTM-W","Packaging Material","1.0","Pc(s)"
"","","CAPP-LNC30RLTM-W","Packaging Material","1.0","Pc(s)"
"HBW-BWN6A-BD","1","HBW-BW-BULK","Semi Finished Goods","0.8","kg"
"","","POUC-BWSS800-BD","Packaging Material","1.0","Pc(s)"
"","","KB-BIOGR0-B","Packaging Material","0.0833333","Pc(s)"
"HBW-BWN6D-BD","1","HBW-BWD-BULK","Semi Finished Goods","0.8","kg"
"","","POUC-BWYZ800-BD","Packaging Material","1.0","Pc(s)"
"","","KB-BIOGR0-B","Packaging Material","0.0833333","Pc(s)"
"SS-UVSDS-W","4","SS-UVSDS-BULK","Semi Finished Goods","0.04","kg"
"","","TUBE-UVSGMR0-W","Packaging Material","1.0","Pc(s)"
"","","PLAS-VCUVSTR0-W","Packaging Material","1.0","Pc(s)"
"","","PAP-UVSESGR2-W","Packaging Material","1.0","Pc(s)"
"","","KB-W200R1-W","Packaging Material","0.03571","Pc(s)"
"F-L05VC-OMG","1","CAP-BCLFR0-OMG","Packaging Material","1.0","Pc(s)"
"","","F-L05-BULK","Semi Finished Goods","0.025","kg"
"","","BOTO-CLFR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-FCLF41WSR0-OMG","Packaging Material","1.0","Pc(s)"
"","","PLU-BCLFR0-OMG","Packaging Material","1.0","Pc(s)"
"","","STIC-BCLF41WSR0-OMG","Packaging Material","1.0","Pc(s)"
"","","KB-XENONR0-OMG","Packaging Material","0.02273","Pc(s)"
"","","PS-CLFR0-OMG","Packaging Material","1.0","Pc(s)"
"F-RELF01-W","7","PU-LBGELFR0-WRL","Packaging Material","1.0","Pc(s)"
"","","CAP-PLBGELFR0-WRL","Packaging Material","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","Packaging Material","2.0","Pc(s)"
"","","BOTO-GELFRLR0-W","Packaging Material","1.0","Pc(s)"
"","","F-RELF01-BULK","Semi Finished Goods","0.02","kg"
"","","KB-W6040R2-W","Packaging Material","0.03571","Pc(s)"
"","","DUS-ELF01LBR1-WVG","Packaging Material","1.0","Pc(s)"
"","","STIC-BOELF01R1-WRL","Packaging Material","1.0","Pc(s)"
"DDC-CDL-W20ML","8","KB-WLS20R2-KMK125CF","Packaging Material","0.02778","Pc(s)"
"","","TUBE-CDDDCL20R2-W2L","Packaging Material","1.0","Pc(s)"
"","","DDC-CDL-BULK","Semi Finished Goods","0.02","kg"
"","","DUS-CDDDCL20R2-W","Packaging Material","1.0","Pc(s)"
"F-LPWFC31-MO","1","F-LPWFC31-BULK","Semi Finished Goods","0.033","kg"
"","","STIC-BCPWLFC31R0-MO","Packaging Material","1.0","Pc(s)"
"","","PART-DWLFR1-MO","Packaging Material","1.0","Pc(s)"
"","","PU-LMOA1302-CBT","Packaging Material","1.0","Pc(s)"
"","","CAP-PLA1302-MO","Packaging Material","1.0","Pc(s)"
"","","BOTO-GA1302R1-MOF","Packaging Material","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","Packaging Material","2.0","Pc(s)"
"","","STIC-BPWLFC31R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-PWLFR1-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Packaging Material","0.04","Pc(s)"
"","","STIC-VPWLFC31R0-MO","Packaging Material","1.0","Pc(s)"
"F-LPWC41-MO","1","PART-DWLFR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BPWLFC41R0-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BCPWLFC41R0-MO","Packaging Material","1.0","Pc(s)"
"","","DUS-PWLFR1-MO","Packaging Material","1.0","Pc(s)"
"","","PU-LMOA1302-CBT","Packaging Material","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","Packaging Material","2.0","Pc(s)"
"","","STIC-VPWLFC41R0-MO","Packaging Material","1.0","Pc(s)"
"","","BOTO-GA1302R1-MOF","Packaging Material","1.0","Pc(s)"
"","","F-LPWC41-BULK","Semi Finished Goods","0.033","kg"
"","","CAP-PLA1302-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Packaging Material","0.04","Pc(s)"
"F-LPWW60-MO","1","PU-LMOA1302-CBT","Packaging Material","1.0","Pc(s)"
"","","F-LPWW60-BULK","Semi Finished Goods","0.033","kg"
"","","STIC-VPWLFW60R0-MO","Packaging Material","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","Packaging Material","2.0","Pc(s)"
"","","BOTO-GA1302R1-MOF","Packaging Material","1.0","Pc(s)"
"","","CAP-PLA1302-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BPWLFW60R0-MO","Packaging Material","1.0","Pc(s)"
"","","PART-DWLFR1-MO","Packaging Material","1.0","Pc(s)"
"","","STIC-BCPWLFW60R0-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Packaging Material","0.04","Pc(s)"
"","","DUS-PWLFR1-MO","Packaging Material","1.0","Pc(s)"
"EB-EK-W3G","5","STIC-BOTEXEBK-WPSM","Packaging Material","1.0","Pc(s)"
"","","PLAS-DMEXEBK-WPVC","Packaging Material","1.0","Pc(s)"
"","","BRUS-DESAEXEBKR1-W","Packaging Material","1.0","Pc(s)"
"","","GODE-ESSWA33-178538","Packaging Material","1.0","Pc(s)"
"","","CONT-ESEW-SAN","Packaging Material","1.0","Pc(s)"
"","","EB-EKC-BULK","Semi Finished Goods","0.0009","kg"
"","","EB-EK-LB-RP-W1GR","Semi Finished Goods","1.0","Pc(s)"
"","","KB-W6040R2-W","Packaging Material","0.01041","Pc(s)"
"","","DUS-EXEBK-WILG","Packaging Material","1.0","Pc(s)"
"","","EB-EK-DB-RP-W1.1GR","Semi Finished Goods","1.0","Pc(s)"
"F-L05-OMG","1","F-L05VC-OMG","Finished Goods","1.0","Pc(s)"
"M-CDMM-W","1","SPT-CDMM30R0-W","Packaging Material","1.0","Pc(s)"
"","","PLU-CDMM30R0-W","Packaging Material","1.0","Pc(s)"
"","","CAP-CDMM30R0-W","Packaging Material","1.0","Pc(s)"
"","","M-CDMM-BULK","Semi Finished Goods","0.03","kg"
"","","POT-CDMM30R0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-CDMM30-W","Packaging Material","1.0","Pc(s)"
"","","KB-WW2430R2-W","Packaging Material","0.04167","Pc(s)"
"M-RPBNS-W20ML","8","M-RPBNS-BULK","Semi Finished Goods","0.02","kg"
"","","DUS-PBMNS20R1-WILG","Packaging Material","1.0","Pc(s)"
"","","TUBE-PBMNS20-WPBL","Packaging Material","1.0","Pc(s)"
"","","KB-WLS20R2-KMK125CF","Packaging Material","0.02778","Pc(s)"
"M-AGNC-W17ML","12","M-AGNC-BULK","Semi Finished Goods","0.017","kg"
"","","DUS-RYAANC17CR3-WICV","Packaging Material","1.0","Pc(s)"
"","","TUBE-RYAANC17R2-W","Packaging Material","1.0","Pc(s)"
"","","KB-WALPHAR1-W","Packaging Material","0.02778","Pc(s)"
"FW-PHAS-EM50ML","2","FW-PHAS-BULK","Semi Finished Goods","0.05","kg"
"","","TUBE-MPASFWR1-EOVG","Packaging Material","1.0","Pc(s)"
"","","KB-EAR0-KMM125","Packaging Material","0.02","Pc(s)"
"FW-BSACNEN2-EM","2","KB-EAR0-KMM125","Packaging Material","0.02","Pc(s)"
"","","FW-BSACNE-BULK","Semi Finished Goods","0.05","kg"
"","","TUBE-BSAPFW50R1-EPBL","Packaging Material","1.0","Pc(s)"
"BBC-HSBBL-EM","1","DUS-DMBC01R0-E","Packaging Material","1.0","Pc(s)"
"","","BBC-HSBBL-BULK","Semi Finished Goods","0.016","kg"
"","","KB-ECR1-KMK125CF","Packaging Material","0.01667","Pc(s)"
"","","TUBE-DMBC01R0-E","Packaging Material","1.0","Pc(s)"
"L-IPCS01-W","1","KB-WIPSKMMR1-W","Packaging Material","0.00758","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","Packaging Material","0.08333","Pc(s)"
"","","CAPA-ILSLSR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-VILSLS03R0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-ILSLSR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BILSLS03R0-W","Packaging Material","1.0","Pc(s)"
"","","BOTP-ILSLS03R0-W","Intermediate","1.0","Pc(s)"
"","","L-IPCS01-BULK","Semi Finished Goods","0.0042","kg"
"L-IPCS02-W","1","STIC-VILSLS04R0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-ILSLSR0-W","Packaging Material","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","Packaging Material","0.08333","Pc(s)"
"","","CAPA-ILSLSR0-W","Packaging Material","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","Packaging Material","0.00758","Pc(s)"
"","","STIC-BILSLS04R0-W","Packaging Material","1.0","Pc(s)"
"","","BOTP-ILSLS04R0-W","Intermediate","1.0","Pc(s)"
"","","L-IPCS02-BULK","Semi Finished Goods","0.0042","kg"
"L-IPCS04-W","1","BOTP-ILSLS01R0-W","Intermediate","1.0","Pc(s)"
"","","CAPA-ILSLSR0-W","Packaging Material","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","Packaging Material","0.00758","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","Packaging Material","0.08333","Pc(s)"
"","","STIC-VILSLS01R0-W","Packaging Material","1.0","Pc(s)"
"","","DUS-ILSLSR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BILSLS01R0-W","Packaging Material","1.0","Pc(s)"
"","","L-IPCS04-BULK","Semi Finished Goods","0.0042","kg"
"L-IPCS06-W","1","IBOX-12IMLPR1-WDNF","Packaging Material","0.08333","Pc(s)"
"","","DUS-ILSLSR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-VILSLS06R0-W","Packaging Material","1.0","Pc(s)"
"","","L-IPCS06-BULK","Semi Finished Goods","0.0042","kg"
"","","KB-WIPSKMMR1-W","Packaging Material","0.00758","Pc(s)"
"","","BOTP-ILSLS06R0-W","Intermediate","1.0","Pc(s)"
"","","CAPA-ILSLSR0-W","Packaging Material","1.0","Pc(s)"
"","","STIC-BILSLS06R0-W","Packaging Material","1.0","Pc(s)"
"FW-CFW-W","1","PS-SABER0-WBOPP","Packaging Material","0.00107","kg"
"","","TUBE-CLMRCF100-W","Packaging Material","1.0","Pc(s)"
"","","FW-CFW-BULK","Semi Finished Goods","0.1","kg"
"","","KB-WT100R1-KMM125BF","Packaging Material","0.05","Pc(s)"
"","","DUS-CLMRC100-W","Packaging Material","1.0","Pc(s)"
"MY-FWPHASN2-EM","4","KB-EAR0-KMM125","Packaging Material","0.02","Pc(s)"
"","","FW-PHAS-EM50ML","Finished Goods","1.0","Pc(s)"
"","","STIC-PAHR1-EM","Packaging Material","1.0","Pc(s)"
"MY-FSAJ-EM","3","KB-EAR0-KMM125","Packaging Material","0.02778","Pc(s)"
"","","STIC-PAER1-EM","Packaging Material","1.0","Pc(s)"
"","","FS-AJ-EM60ML","Finished Goods","1.0","Pc(s)"
"MY-HBLAVG-EM","4","KB-EAR0-KMM125","Packaging Material","0.02778","Pc(s)"
"","","HBL-AVG-EM","Finished Goods","1.0","Pc(s)"
"","","STIC-PAHR1-EM","Packaging Material","1.0","Pc(s)"
"SS-SBAT30-EM","1","SS-SBAT30-BULK","Semi Finished Goods","0.06","kg"
"","","TUBE-ESBSPFR0-E","Packaging Material","1.0","Pc(s)"
"","","KB-EAR0-KMM125","Packaging Material","0.02778","Pc(s)"
"EB-PBE-MO1,14G","5","STIC-BCEBPBTEMO-PW1W","Packaging Material","1.0","Pc(s)"
"","","EBP-BTEMOIBR9-CTP2WI","Packaging Material","1.0","Pc(s)"
"","","DUS-EBPMOR2-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOEBPR1-MO","Packaging Material","0.00416","Pc(s)"
"EB-PBL-MO1,14G","5","DUS-EBPMOR2-MO","Packaging Material","1.0","Pc(s)"
"","","KB-MOEBPR1-MO","Packaging Material","0.00416","Pc(s)"
"","","EBP-BLMOIS91-CTP2WIJ","Packaging Material","1.0","Set"
"","","STIC-BCEBPBLMO-PW1W3","Packaging Material","1.0","Pc(s)"
"MY-FMPBTUWC-W","4","KB-WW2430R2-W","Packaging Material","0.04167","Pc(s)"
"","","FM-PBTUWC-W","Finished Goods","1.0","Pc(s)"
"","","STIC-PALLCR1-WM","Packaging Material","1.0","Pc(s)"
"MY-FMCDS-W","6 (INLINE)","STIC-PALCDSMR1-WM","Packaging Material","1.0","Pc(s)"
"","","FM-CDS-BULK","Semi Finished Goods","0.03","kg"
"","","PLU-PCDSM30R1-WNP","Packaging Material","1.0","Pc(s)"
