"Korporat Code","Variant Seller/Vendor/Reference","Variant Seller/Delivery Lead Time","Variant Seller/QC Leadtime in days","Variant Seller/Incoterms"
"","2200103","12","2","FREE ON BOARD"
"BOTO-CDFMR0-WPET","2200103","10","2","FREE ON BOARD"
"BOTO-CADLPR0-W","2200089","9","2","DELIVERED DUTY PAID"
"","2200089","9","2","DELIVERED DUTY PAID"
"","2200089","9","2","DELIVERED DUTY PAID"
"","2200089","9","2","DELIVERED DUTY PAID"
"BOTO-CSET125R1-W","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"BOTO-CSET125R0-W","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM1R1-W","2200044","6","2","DELIVERED DUTY PAID"
"BOTO-CVMLM1R2-W","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM1R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM2R2-W","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM2R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM3R1-W","2200044","6","2","DELIVERED DUTY PAID"
"BOTO-CVMLM3R2-W","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM3R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM4R1-W","2200044","6","2","DELIVERED DUTY PAID"
"BOTO-CVMLM4R2-W","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM4R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM5R1-W","2200044","6","2","DELIVERED DUTY PAID"
"BOTO-CVMLM5R2-W","2200089","1","2","DELIVERED DUTY PAID"
"BOTO-CVMLM5R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM6R2-W","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM6R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM7R1-W","2200044","6","2","DELIVERED DUTY PAID"
"BOTO-CVMLM7R2-W","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM7R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVMLM8R1-W","2200044","6","2","DELIVERED DUTY PAID"
"BOTO-CVMLM8R2-W","2200089","1","2","DELIVERED DUTY PAID"
"BOTO-CVMLM8R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVML9R1-W","2200089","1","2","DELIVERED DUTY PAID"
"BOTO-CVML9R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVML10R1-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVML10R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVML11R1-W","2200089","1","2","DELIVERED DUTY PAID"
"BOTO-CVML11R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVML12R1-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVML12R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVML13R1-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVML13R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVML14R1-W","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CVML14R0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CMLCR0-W","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-CLVMR0-E","2200120","15","2","FREE ON BOARD"
"","2200120","15","2","FREE ON BOARD"
"","2200120","15","2","FREE ON BOARD"
"","2200120","15","2","FREE ON BOARD"
"","2200120","15","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-CMR0-EM","2200120","14","2","FREE ON BOARD"
"BOTO-CMSR1-ELM","2200108","11","2","FREE ON BOARD"
"BOTO-CTR0-E","2306377","11","2","FREE ON BOARD"
"","2306377","11","2","FREE ON BOARD"
"","2306377","11","2","FREE ON BOARD"
"BOTO-CSPTE50R0-W","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"BOTO-CDAMGR0-W","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"BOTO-COS10-W","2200151","9","2","FREE ON BOARD"
"","2200151","9","2","FREE ON BOARD"
"BOTO-CPRLR0-W","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-DFS170-WHDPE","2200019","8","2","DELIVERED DUTY PAID"
"BOTO-DFS170R1-WHDPE","2200019","8","2","DELIVERED DUTY PAID"
"","2200028","8","2","DELIVERED DUTY PAID"
"","2200028","8","2","DELIVERED DUTY PAID"
"BOTO-EDTP2-K","2302356","11","2","FREE ON BOARD"
"BOTO-EMLCAC-W","2200044","4","2","DELIVERED DUTY PAID"
"BOTO-EHBW-K","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"BOTO-EAHS5-WHDPE","2200014","4","2","DELIVERED DUTY PAID"
"BOTO-EHYDRAR0-WHDPE","2200014","4","2","DELIVERED DUTY PAID"
"BOTO-ELSAR1-W","2200014","4","2","DELIVERED DUTY PAID"
"","2200014","4","2","DELIVERED DUTY PAID"
"BOTO-ELSAR0-W","2200014","4","2","DELIVERED DUTY PAID"
"BOTO-ELIG5RC-WLDHD","2200014","4","2","DELIVERED DUTY PAID"
"BOTO-ELFSRCS-WLDHD","2200014","4","2","DELIVERED DUTY PAID"
"BOTO-EWHPS5-WHDPE","2200014","4","2","DELIVERED DUTY PAID"
"BOTO-ECLT01R1-WPETM","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-ECLT01R0-WPETM","2200120","14","2","FREE ON BOARD"
"BOTO-ECLT02R1-WPETM","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-ECLT02R0-WPETM","2200120","14","2","FREE ON BOARD"
"BOTO-ECLT03R1-WPETM","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-ECLT03R0-WPETM","2200120","14","2","FREE ON BOARD"
"BOTO-EMLSR0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-EMLNSR0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-EMLCR1-W","2200044","6","2","DELIVERED DUTY PAID"
"","2200044","6","2","DELIVERED DUTY PAID"
"BOTO-EMLCR0-W","2200044","6","2","DELIVERED DUTY PAID"
"BOTO-EXBLSR0-W","2200163","10","2","FREE ON BOARD"
"","2200163","10","2","FREE ON BOARD"
"","2200163","10","2","FREE ON BOARD"
"","2200163","10","2","FREE ON BOARD"
"BOTO-EXLWMR0-W","2200120","11","2","FREE ON BOARD"
"","2200120","11","2","FREE ON BOARD"
"","2200120","11","2","FREE ON BOARD"
"BOTO-GBMC100-L","2200008","4","2","DELIVERED DUTY PAID"
"BOTO-GBMC225-X","2200001","10","2","FREE ON BOARD"
"","2200001","10","2","FREE ON BOARD"
"","2200001","10","2","FREE ON BOARD"
"","2200001","10","2","FREE ON BOARD"
"","2200001","10","2","FREE ON BOARD"
"","2200001","10","2","FREE ON BOARD"
"BOTO-GABSR0-K","2200025","15","2","FREE ON BOARD"
"","2200113","15","2","FREE ON BOARD"
"BOTO-GNBO5-K","2306553","3","2","DELIVERED DUTY PAID"
"BOTO-GCBE6R0-W","2200151","15","2","FREE ON BOARD"
"","2200119","15","2","FREE ON BOARD"
"BOTO-CTKBE10-W","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200151","15","2","FREE ON BOARD"
"","2200119","15","2","FREE ON BOARD"
"BOTO-GCSROSR0-W","2200113","15","2","FREE ON BOARD"
"","2200025","15","2","FREE ON BOARD"
"","2200025","15","2","FREE ON BOARD"
"","2200113","15","2","FREE ON BOARD"
"BOTO-GEDTHF-K","2306553","6","2","DELIVERED DUTY PAID"
"","2306553","6","2","DELIVERED DUTY PAID"
"BOTO-GEDTIW-K","2306553","6","2","DELIVERED DUTY PAID"
"","2306553","17","2","DELIVERED DUTY PAID"
"","2306553","6","2","DELIVERED DUTY PAID"
"BOTO-GEDTRO-K","2306553","17","2","DELIVERED DUTY PAID"
"","2306553","6","2","DELIVERED DUTY PAID"
"","2306553","6","2","DELIVERED DUTY PAID"
"BOTO-GEDTTB-K","2306553","17","2","DELIVERED DUTY PAID"
"","2306553","6","2","DELIVERED DUTY PAID"
"BOTO-GFSBA15R0-GG","2200151","14","2","FREE ON BOARD"
"","2200151","18","2","FREE ON BOARD"
"","2200151","16","2","FREE ON BOARD"
"","2200151","16","2","FREE ON BOARD"
"","2200151","18","2","FREE ON BOARD"
"","2200151","14","2","FREE ON BOARD"
"","2200151","16","2","FREE ON BOARD"
"","2200151","18","2","FREE ON BOARD"
"","2200151","14","2","FREE ON BOARD"
"BOTO-GFSDB15R0-GG","2200151","14","2","FREE ON BOARD"
"","2200151","19","2","FREE ON BOARD"
"","2200151","21","2","FREE ON BOARD"
"","2200151","19","2","FREE ON BOARD"
"","2200151","21","2","FREE ON BOARD"
"","2200151","14","2","FREE ON BOARD"
"","2200151","21","2","FREE ON BOARD"
"","2200151","19","2","FREE ON BOARD"
"","2200151","14","2","FREE ON BOARD"
"BOTO-GMUCLT-W","2306553","15","2","DELIVERED DUTY PAID"
"","2306553","15","2","DELIVERED DUTY PAID"
"BOTO-GSC15-GG","2200151","15","2","EX WORKS"
"BOTO-GSF15-GG","2200151","15","2","EX WORKS"
"BOTO-GMUSQB20R0-B","2308295","10","2","EX WORKS"
"BOTO-GNBOR0-K","2200113","15","2","FREE ON BOARD"
"","2200025","15","2","FREE ON BOARD"
"BOTO-GPLMR0-MO","2200025","15","2","FREE ON BOARD"
"","2200025","15","2","FREE ON BOARD"
"","2200025","15","2","FREE ON BOARD"
"","2200113","15","2","FREE ON BOARD"
"","2200113","15","2","FREE ON BOARD"
"","2200113","15","2","FREE ON BOARD"
"BOTO-GPRTMR0-MO","2200113","15","2","FREE ON BOARD"
"BOTO-GSCSFR0-W","2308295","14","2","FREE ON BOARD"
"BOTO-GS01ABR0-E","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"BOTO-GS01ABR1-E","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"BOTO-GS02ASR0-E","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"BOTO-GS02ASR1-E","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"BOTO-GS03CRR0-E","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"BOTO-GS03CRR1-E","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"BOTO-GS04PSR0-E","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"BOTO-GS04PSR1-E","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"BOTO-GS05SDR0-E","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"BOTO-GS05SDR1-E","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"","2200131","10","2","FREE ON BOARD"
"BOTO-AHRMS30R0-W","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-HRIT100R0-W","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"BOTO-HRIT100R1-WKIM","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"","2200042","8","2","DELIVERED DUTY PAID"
"BOTO-HFTS170-WHDPE","2200019","8","2","DELIVERED DUTY PAID"
"BOTO-HFTS1702R3-W","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"BOTO-HFTS1702RX-W","2200028","4","2","DELIVERED DUTY PAID"
"BOTO-HFTS1702R0-W","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"BOTO-HFTS170R1-WHDPE","2200019","8","2","DELIVERED DUTY PAID"
"BOTO-HFTS170R3-W","2200028","4","2","DELIVERED DUTY PAID"
"BOTO-HFTS170R4-W","2200019","4","2","DELIVERED DUTY PAID"
"BOTO-ICABER0-W","2200060","9","2","DELIVERED DUTY PAID"
"","2200060","9","2","DELIVERED DUTY PAID"
"","2200060","9","2","DELIVERED DUTY PAID"
"BOTO-IBBM1R0-WPETG","2200032","17","2","FREE ON BOARD"
"","2200032","16","2","FREE ON BOARD"
"BOTO-IBBM2R0-WPETG","2200032","16","2","FREE ON BOARD"
"","2200032","17","2","FREE ON BOARD"
"","2200032","16","2","FREE ON BOARD"
"BOTO-IEIMLR0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-IMLMPR0-W","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-IMLCR0-MO","2200120","14","2","FREE ON BOARD"
"BOTO-JKLTSR0-OMG","","","",""
"BOTO-LIWMR0-MO","2200034","14","2","FREE ON BOARD"
"","2307799","8","2","FREE ON BOARD"
"","2200034","14","2","FREE ON BOARD"
"","2307799","8","2","FREE ON BOARD"
"BOTO-LFT125R1-W","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"BOTO-LFT125R2-W","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"BOTO-LFT125R0-W","2305884","4","2","DELIVERED DUTY PAID"
"","2305884","4","2","DELIVERED DUTY PAID"
"BOTO-LLC01LR0-W","2200120","1","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-LLC02BR0-W","2200120","8","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-MMSR1-ELM","2200108","11","2","FREE ON BOARD"
"BOTO-MPR1-EM","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-MKLCCEKIMR0-OMG","","","",""
"BOTO-MKLCKIMR0-OMG","","","",""
"BOTO-MKLCR0-OMG","2200089","6","2","DELIVERED DUTY PAID"
"","2200089","6","2","DELIVERED DUTY PAID"
"","2200089","6","2","DELIVERED DUTY PAID"
"","2200089","6","2","DELIVERED DUTY PAID"
"BOTO-MUCHS2-T","2200025","4","2","EX WORKS"
"BOTO-MUD3S-X","2302356","5","2","EX WORKS"
"BOTO-MUFMOR0-WPET","2200103","4","2","EX WORKS"
"BOTO-MURYUMS30-W","2200025","4","2","EX WORKS"
"","2200025","4","2","EX WORKS"
"BOTO-MU2RYUMS30-W","2200025","4","2","EX WORKS"
"BOTO-NPM01R0-E","2309980","10","2","FREE ON BOARD"
"","2309980","10","2","FREE ON BOARD"
"","2309980","10","2","FREE ON BOARD"
"","2309980","10","2","FREE ON BOARD"
"","2309980","10","2","FREE ON BOARD"
"","2309980","10","2","FREE ON BOARD"
"BOTO-NPM02R0-E","2309980","10","2","FREE ON BOARD"
"","2309980","10","2","FREE ON BOARD"
"","2309980","10","2","FREE ON BOARD"
"","2309980","10","2","FREE ON BOARD"
"","2309980","10","2","FREE ON BOARD"
"","2309980","10","2","FREE ON BOARD"
"BOTO-NSS170-WHDPE","2200019","8","2","DELIVERED DUTY PAID"
"","2200019","8","2","DELIVERED DUTY PAID"
"","2200019","8","2","DELIVERED DUTY PAID"
"","2200019","8","2","DELIVERED DUTY PAID"
"BOTO-NSS1702R1-W","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"","2200028","4","2","DELIVERED DUTY PAID"
"BOTO-NSS1702R0-W","2200028","4","2","DELIVERED DUTY PAID"
"BOTO-NSS170R2-WHDPE","2200019","4","2","DELIVERED DUTY PAID"
"BOTO-OCABER0-W","2200060","9","2","DELIVERED DUTY PAID"
"","2200060","9","2","DELIVERED DUTY PAID"
"","2200060","9","2","DELIVERED DUTY PAID"
"","2200060","9","2","DELIVERED DUTY PAID"
"BOTO-PET5024-W","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"BOTO-PETBMR0-EPET","2200103","12","2","FREE ON BOARD"
"BOTO-PETBR200NR-WPET","2200085","5","2","DELIVERED DUTY PAID"
"BOTO-PPBM10R0-E","2302356","11","2","FREE ON BOARD"
"","2302356","11","2","FREE ON BOARD"
"","2302356","11","2","FREE ON BOARD"
"","2302356","11","2","FREE ON BOARD"
"BOTO-PSLTR0-MO","2306377","11","2","FREE ON BOARD"
"","2306377","11","2","FREE ON BOARD"
"BOTO-PLTCR0-MO","2306377","11","2","FREE ON BOARD"
"BOTO-PLPRR0-MO","2306377","11","2","FREE ON BOARD"
"BOTO-PEPR0-MO","2200108","11","2","FREE ON BOARD"
"","2200108","11","2","FREE ON BOARD"
"BOTO-PFMMSP-MOPET","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"BOTO-PPLLCBR0-MO","2200032","15","2","FREE ON BOARD"
"","2200032","17","2","FREE ON BOARD"
"BOTO-PPLLR0-MO","2200032","15","2","FREE ON BOARD"
"","2200032","17","2","FREE ON BOARD"
"","2200032","15","2","FREE ON BOARD"
"","2200032","15","2","FREE ON BOARD"
"BOTO-PTMLCR0-MO","2306377","11","2","FREE ON BOARD"
"BOTO-PTMLCR1-MO","2306377","11","2","FREE ON BOARD"
"","2306377","11","2","FREE ON BOARD"
"BOTO-PVLSR0-MO","2306377","11","2","FREE ON BOARD"
"","2306377","11","2","FREE ON BOARD"
"BOTO-PWLF24H-MO","2200025","16","2","FREE ON BOARD"
"BOTO-PWLFR-MO","2200025","11","2","FREE ON BOARD"
"BOTO-RYTERV100-W","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"","2200042","4","2","DELIVERED DUTY PAID"
"BOTO-RYTE50R0-W","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"BOTO-RHBW-K","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"","2200036","4","2","DELIVERED DUTY PAID"
"BOTO-RYTE50R0-WPET","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"BOTO-RYTER0-WPET","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"BOTO-RCABER0-W","2200060","9","2","DELIVERED DUTY PAID"
"","2200060","9","2","DELIVERED DUTY PAID"
"","2200060","9","2","DELIVERED DUTY PAID"
"","2200060","9","2","DELIVERED DUTY PAID"
"BOTO-ADS170-WHDPE","2200019","4","2","DELIVERED DUTY PAID"
"","2200019","4","2","DELIVERED DUTY PAID"
"","2200019","4","2","DELIVERED DUTY PAID"
"BOTO-ADS170R2-WHDPE","2200019","4","2","DELIVERED DUTY PAID"
"","2200019","4","2","DELIVERED DUTY PAID"
"BOTO-SO10R0-B","2308295","10","2","FREE ON BOARD"
"BOTO-TIMLCFPR0-MO","2200120","14","2","FREE ON BOARD"
"BOTO-TIMLCMVR0-MO","2200120","14","2","FREE ON BOARD"
"BOTO-TVEMR1-WAL","2200032","19","2","FREE ON BOARD"
"","2200032","16","2","FREE ON BOARD"
"BOTO-TVEMR2-WAL","2200032","16","2","FREE ON BOARD"
"","2200032","16","2","FREE ON BOARD"
"","2200032","19","2","FREE ON BOARD"
"","2200032","16","2","FREE ON BOARD"
"BOTO-WLSR0-E","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-WSPTE50R0-WPET","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"BOTO-WSPTER0-WPET","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"","2200001","14","2","FREE ON BOARD"
"BOTO-PCMR1-E","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-PIMLMPR0-W","2200120","14","2","FREE ON BOARD"
"BOTO-PIMLCR1-MO","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-PTCLCR0-MO","2200120","14","2","FREE ON BOARD"
"","2200120","14","2","FREE ON BOARD"
"BOTO-HSLWR0-MO","2200120","14","2","FREE ON BOARD"
"BOTO-HSLWR1-MO","2200120","14","2","FREE ON BOARD"
"BOTO-WCMSR0-ELM","2200032","17","2","FREE ON BOARD"
"","2200032","16","2","FREE ON BOARD"
"BOTO-WGLHTR0-MO","2309284","11","2","FREE ON BOARD"
"","2309284","11","2","FREE ON BOARD"
"BOTO-WHGFHLR0-IP","2309284","12","2","FREE ON BOARD"
"","2309284","12","2","FREE ON BOARD"
"","2309284","12","2","FREE ON BOARD"
"","2309284","12","2","FREE ON BOARD"
"BOTO-WILSLSR0-W","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"","2200089","4","2","DELIVERED DUTY PAID"
"BOTO-WJKLTSR1-OMG","","","",""
"BOTO-WMMSR0-ELM","2200032","16","2","FREE ON BOARD"
"BOTO-WPM01R0-E","2309284","14","2","FREE ON BOARD"
"","2309284","14","2","FREE ON BOARD"
"","2309284","14","2","FREE ON BOARD"
"","2309284","14","2","FREE ON BOARD"
