SKU code;SKU Description;COGS Currency;COGS;Uom1;Coef Uom2;Uom2;Coef Uom3;Uom3;Coef Uo4;Uom4;Coef Uom5;Uom5;Coef Uom6;Uom6;Coef Uom7;Uom7;Attribute 1;Attribute 2;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8;Attribute 9;Attribute 10;Attribute 11;Attribute 12;Attribute 13;Attribute 14;Attribute 15;Attribute 16;Attribute 17;Attribute 18;Attribute 19;Attribute 20;Attribute 21;Attribute 22;Attribute 23;Attribute 24;Attribute 25;Attribute 26;Attribute 27;Attribute 28;Attribute 29;Attribute 30
PARF-YL0313-X;PRF1-AHC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;PARF-YL0313-X;;;;;;;;;;;;;;;;PARFUM;kg;;;irregular
PARF-YL1259-X;PRF1-AFH;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;PARF-YL1259-X;;;;;;;;;;;;;;;;PARFUM;kg;;;irregular
PARS--RUVBF-K;SCR1-AAE;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PARS--RUVBF-K;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PARS-1789-;SCR3-AAB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PARS-1789-;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PARS-5000-DSM;SCR3-AAD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PARS-5000-DSM;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PAS--;OBW1-AAD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PAS--;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PBS---K;AAG2-AAB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PBS---K;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PEAR-CTNAGS-X;VES3-CFAHC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;;;;;;PEAR-CTNAGS-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PEAR-EPK771-X;VES1-CEAHA;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;PEAR-EPK771-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PEAR-GNPPMS-X;VES3-BJBDH;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;PEAR-GNPPMS-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PEM-ARBKM-X;WHT3-AAD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PEM-ARBKM-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PEN-111A-X;PRV3-ABD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PEN-111A-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PEN-EUXK900-X;PRV1-ABC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PEN-EUXK900-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PEN-PRSVPE-X;PRV1-AAF;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PEN-PRSVPE-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PEN-RCCB-X;PRV3-AAJ;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PEN-RCCB-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PEN-SENSC50-X;PRV1-ABB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PEN-SENSC50-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PEN-SYMH-X;PRB3-AAB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PEN-SYMH-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PENG-CLRP-X;PRV3-AAI;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-CLRP-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PENG-DDG226-X;PRV1-AAI;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;PENG-DDG226-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PENG-GEO11S-X;PRV3-ABC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-GEO11S-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PENG-GL-LON;PRV1-AAB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-GL-LON;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PENG-HDPOEA-X;PRV1-BAAAH;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-HDPOEA-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PENG-IPEG-X;PRV1-AAJ;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-IPEG-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PENG-ISCGPHG-X;PRV1-BCABJ;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-ISCGPHG-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PENG-NPGEHP-X;PRV1-BBABG;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-NPGEHP-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PENG-PHC-X;PRV1-ABD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-PHC-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PENG-PNX-X;PRV1-ABA;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-PNX-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PENG-RCSBZ-X;PRV3-ALACE;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-RCSBZ-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PENG-SPCCB-X;Pengawet SCB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-SPCCB-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PENG-STPHL-X;PRV1-ABG;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-STPHL-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PENG-SYM68-X;MST1-ABC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PENG-SYM68-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PEPE-850021-X;ESO1-CCAFD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;PEPE-850021-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PERF-PF40-X;WAX3-AEI;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PERF-PF40-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PERF-PL-;WAX3-ABB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PERF-PL-;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PLAS-P-D400-K;PWD3-ABD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PLAS-P-D400-K;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POL-ESTD4-X;FFM3-AAB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POL-ESTD4-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POL-N61-X;RHM3-AFE;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POL-N61-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POL-TRTRY-X;PWD3-BIBCA;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POL-TRTRY-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POL-U151-X;FFM1-ABA;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POL-U151-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POLA--GP2-K;EMS3-AAC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POLA--GP2-K;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POLY-E-2/032451-K;HRC1-AAB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POLY-E-2/032451-K;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POLY-M-MP27-K;PWD3-ADA;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POLY-M-MP27-K;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POLY-MICOJ400-;HRC3-AAB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POLY-MICOJ400-;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POW-SP50S-X;PWD3-BJBDD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POW-SP50S-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-9701-;SLC3-AAB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-9701-;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-GH52-X;PWD3-AGC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-GH52-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-GHDS-X;PWD3-BAAAE;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-GHDS-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-GHHDI-X;PWD3-BAAAD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-GHHDI-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-H53-X;RHM3-AFF;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-H53-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-HTTS-X;PWD3-AHD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-HTTS-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
POWD-MCSLKDB-X;PWD3-BAAAI;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-MCSLKDB-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
POWD-MDMS-;PWD3-AAF;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-MDMS-;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-OMSS-X;PWD3-AHH;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-OMSS-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
POWD-SBK-X;PWD3-AGF;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-SBK-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-SH219-X;PWD3-AID;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-SH219-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
POWD-TDMS-;PWD3-ABJ;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-TDMS-;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-TGDS-X;PWD3-BAAAF;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-TGDS-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-TGHD-X;PWD3-AHF;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-TGHD-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
POWD-TKLTS-X;PWD3-AHE;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-TKLTS-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
POWD-TLCER2-X;PWD3-BFACC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;POWD-TLCER2-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PR-ZPRDL-X;MST1-ABH;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PR-ZPRDL-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PRE-ISCGBA-X;PRV1-BIAJI;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PRE-ISCGBA-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PRE-VLEHG-X;PRV1-BFACB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PRE-VLEHG-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PROP-PGESK-X;MST1-ACA;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PROP-PGESK-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PROP-PPGULD-X;MST1-ABJ;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PROP-PPGULD-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PTL-RGCPTPLP-X;VES3-AAB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PTL-RGCPTPLP-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PURA--PH90-K;MST1-AAH;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PURA--PH90-K;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PURO-IDD-X;SLV1-AAE;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PURO-IDD-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PWD-BNTNT-X;RHM3-BFACE;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;PWD-BNTNT-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PWD-KALNPD-X;PWD3-BKBEC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;PWD-KALNPD-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
PWD-MNLGZN-X;SBA3-BFACD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PWD-MNLGZN-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
PWD-SYS-X;PWD3-AHI;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;PWD-SYS-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
REGU-FD-X;WHT3-AAG;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;REGU-FD-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
REW-PIB-;EMO1-AAI;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;REW-PIB-;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
REWD-LIS80-X;RHM1-AAH;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;REWD-LIS80-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
REWM-DC21-;RHM1-AAE;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;REWM-DC21-;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
RHEO-PRKL2-X;RHM3-AEA;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;RHEO-PRKL2-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
RHEO-PRTT2-X;PWD3-ADJ;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;RHEO-PRTT2-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
RHM-BB61-X;RHM1-AJAAG;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;RHM-BB61-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
RHM-DREAQA-X;RHM2-BBABD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;RHM-DREAQA-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
RHM-DREIA-X;RHM3-BBABC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;RHM-DREIA-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
RHM-MKMSS-X;RHM3-BIBAF;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;RHM-MKMSS-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
RHM-PLMCMA-X;RHM3-BEAAD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;RHM-PLMCMA-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
RHM-VLVABE-X;RHM2-BIBCB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;RHM-VLVABE-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
RHOD--SLES-K;Texapon B;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;RHOD--SLES-K;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
SAC1-SODSACH-X;SLT3-AAC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAC1-SODSACH-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
SALA-99--K;EMO1-ABJ;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SALA-99--K;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
SALA-WO6-X;DSP1-AAF;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SALA-WO6-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;regular
SALT-TSCD-X;GRM3-BGACJ;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SALT-TSCD-X;;;;;;;;;;;;;;;;BAHAN BAKU UMUM;kg;;;irregular
SAMP-8HTS-X;Sampel 8HT-TS;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-8HTS-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-AA2G-X;SAM3P-CBADF;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-AA2G-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-ACE06-X;Sampel Actosome Inoceramide E06;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-ACE06-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-ACEX-X;Sampel Aculyn Excel;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-ACEX-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-AER972-X;SAM3P-BIBAD;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-AER972-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-ALCMOD-X;Sampel Parfum Alice MOD EXC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;SAMP-ALCMOD-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-ALCMOD7-X;SAM1P-BGADG;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;SAMP-ALCMOD7-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-ALGVPLF-X;SAM3P-BLBID;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-ALGVPLF-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-ALPBTN-X;Sampel Alpha-Arbutin;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-ALPBTN-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-AMGM-X;Sampel Amigum;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-AMGM-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-AMPR4910-X;SAM3P-BDAAC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-AMPR4910-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-AMZGRC-X;SAM1P-BIBBC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;SAMP-AMZGRC-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-APCAPGA-X;SAM1P-CAAAE;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-APCAPGA-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-AQXY-X;Sampel Aquaxyl;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-AQXY-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-AS1-BL100P-X;SAM3P-BHAEI;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-AS1-BL100P-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-AS1-LL100P-X;SAM3P-BHAEH;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-AS1-LL100P-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-AS1-R516P-X;SAM3P-BHAEG;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-AS1-R516P-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-ASCOAS-X;SAM1P-CCAEC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-ASCOAS-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-AZCLR-X;Sampel Azeclair;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-AZCLR-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BB61-X;Sampel SmarTflow BB61;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-BB61-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BBO12-X;SAM3P-BLBJH;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-BBO12-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BBRSAR-X;SAM3P-CCADI;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-BBRSAR-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BGFAC-X;SAM1P-CCAEA;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-BGFAC-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BGWCTCS2A-X;Sampel BioGenic WetCapsule Bead(TCS02)-A100;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-BGWCTCS2A-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BMBEPB-X;Sampel Bamboo Extract PB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-BMBEPB-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BMBEX-X;SAM1P-BIAJE;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;SAMP-BMBEX-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BMBTEC-X;Sampel Bamboo Tea EC;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-BMBTEC-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BMGBEAD-X;SAM3P-CAAAI;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-BMGBEAD-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BPGASHB-X;SAM1P-CCAFB;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;import;;;;;SAMP-BPGASHB-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
SAMP-BRCE-X;Sampel Parfum Brightfull Calendula E19D1373;;;g;;g;;g;0.001;kg;;KOLI;;PLT;;TRL;RM;;;;local;;;;;SAMP-BRCE-X;;;;;;;;;;;;;;;;SAMPEL;kg;;;irregular
