SKU code;Supplier code;Percentage;Supplier lead time;QC lead time;MOQ;Lot size;Supplier description;No;Material start date;Material end date
STIC-BCIMLP9R1-WPWG;2200066;1;3;2;30000;100;Pelita Abadi Jaya, CV;4025;202104;
STIC-BCIMPF1R0-WPWG;2200066;1;3;2;21000;100;Pelita Abadi Jaya, CV;4026;202104;
STIC-BCIMPF2R0-WPWG;2200066;1;3;2;21000;100;Pelita Abadi Jaya, CV;4027;202104;
STIC-BCIMPF3R0-WPWG;2200066;1;3;2;21000;100;Pelita Abadi Jaya, CV;4028;202104;
STIC-BCIMPF4R0-WPWG;2200066;1;3;2;21000;100;Pelita Abadi Jaya, CV;4029;202104;
STIC-BCIMSL1R0-WPWG;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4030;202104;
STIC-BCIMSL2R0-WPWG;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4031;202104;
STIC-BCIMSL3R0-WPWG;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4032;202104;
STIC-BCIMSL4R0-WPWG;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4033;202104;
STIC-BCIMSL5R0-WPWG;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4034;202104;
STIC-BCL01CLMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4035;202104;
STIC-BCL01USMO-PPW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4036;202104;
STIC-BCL04CLMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4037;202104;
STIC-BCL05CLMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4038;202104;
STIC-BCL05USMO-PPW1W;2200055;1;2;2;2500;100;Mitra Abadi Printing;4039;202104;
STIC-BCL06CLMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4040;202104;
STIC-BCL06USMO-PPW1W;2200055;1;2;2;2500;100;Mitra Abadi Printing;4041;202104;
STIC-BCL07CLMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4042;202104;
STIC-BCL07USMO-PPW1W;2200055;1;2;2;2500;100;Mitra Abadi Printing;4043;202104;
STIC-BCL08USMO-PPW1W;2200055;1;2;2;2500;100;Mitra Abadi Printing;4044;202104;
STIC-BCL09CLMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4045;202104;
STIC-BCL10CLMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4046;202104;
STIC-BCL10USMO-PPW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4047;202104;
STIC-BCL11CLMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4048;202104;
STIC-BCL12CLMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4049;202104;
STIC-BCL13USMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4050;202104;
STIC-BCLBLNMCMO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4051;202104;
STIC-BCLBLNOCMO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4052;202104;
STIC-BCLBLNVLMO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4053;202104;
STIC-BCLBPER0-E;2200055;1;2;2;10000;100;Mitra Abadi Printing;4054;202104;
STIC-BCLBPIR0-E;2200055;1;2;2;10000;100;Mitra Abadi Printing;4055;202104;
STIC-BCLCPPPC-MOPPW;2200055;1;2;2;5000;100;Mitra Abadi Printing;4056;202104;
STIC-BCLCPPPK-MOPPW;2200055;1;2;2;5000;100;Mitra Abadi Printing;4057;202104;
STIC-BCLCPRR-MOPPW;2200055;1;2;2;5000;100;Mitra Abadi Printing;4058;202104;
STIC-BCLF13CIR0-OMG;2200015;1;3;2;15000;100;Best Label, PT;4059;202145;
STIC-BCLF31WBR0-OMG;2200015;1;3;2;15000;100;Best Label, PT;4060;202145;
STIC-BCLF32NNR0-OMG;2200015;1;3;2;15000;100;Best Label, PT;4061;202145;
STIC-BCLF41WSR0-OMG;2200015;1;3;2;15000;100;Best Label, PT;4062;202145;
STIC-BCLF52NCR0-OMG;2200015;1;3;2;15000;100;Best Label, PT;4063;202145;
STIC-BCLGWSC-1W315P;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4064;202104;
STIC-BCLHNTR0-E;2200055;1;2;2;10000;100;Mitra Abadi Printing;4065;202104;
STIC-BCLHPNSR0-E;2200055;1;2;2;5000;100;Mitra Abadi Printing;4066;202104;
STIC-BCLL19R0-WSCNF;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4067;;
STIC-BCLLCDDPMO-PPW1;2200055;1;2;2;5000;100;Mitra Abadi Printing;4068;202104;
STIC-BCLLCFPMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4069;202104;
STIC-BCLLCHAZMO-PW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4070;202104;
STIC-BCLLCMMO-PPW1W3;2200055;1;2;2;5000;100;Mitra Abadi Printing;4071;202104;
STIC-BCLLCMORR0-MOPP;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4072;202104;
STIC-BCLLCPPKR0-MOPP;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4073;202104;
STIC-BCLLCRBDR0-MOPP;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4074;202104;
STIC-BCLLCRTMO-PPW1W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4075;202104;
STIC-BCLLCSPHR0-MOPP;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4076;202104;
STIC-BCLM01-WSC1W315;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4077;202104;
STIC-BCLM02-WSC1W315;2200055;1;2;2;5000;100;Mitra Abadi Printing;4078;202104;
STIC-BCLM03-WSC1W315;2200055;1;2;2;5000;100;Mitra Abadi Printing;4079;202104;
STIC-BCLM04-WSC1W315;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4080;202104;
STIC-BCLM05-WSC1W315;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4081;202104;
STIC-BCLM06-WSC1W315;2200055;1;2;2;5000;100;Mitra Abadi Printing;4082;202104;
STIC-BCLM07-WSC1W315;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4083;202104;
STIC-BCLM08-WSC1W315;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4084;202104;
STIC-BCLM09-WSC1W315;2200055;1;2;2;5000;100;Mitra Abadi Printing;4085;202104;
STIC-BCLM10-WSC1W315;2200055;1;2;2;5000;100;Mitra Abadi Printing;4086;202104;
STIC-BCLM11SR-WSC1W3;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4087;202104;
STIC-BCLM12M-WSC1W31;2200055;1;2;2;5000;100;Mitra Abadi Printing;4088;202104;
STIC-BCLM13-WSC1W315;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4089;202104;
STIC-BCLM14-WSC1W315;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4090;202104;
STIC-BCLM15-WSC1W315;2200055;1;2;2;5000;100;Mitra Abadi Printing;4091;202104;
STIC-BCLM16-WSC1W315;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4092;202104;
STIC-BCLM17-WSC1W315;2200055;1;2;2;5000;100;Mitra Abadi Printing;4093;202104;
STIC-BCLM18-WSC1W315;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4094;202104;
STIC-BCLM19-WSC1W315;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4095;202104;
STIC-BCLM20-WSC1W315;2200055;1;2;2;5000;100;Mitra Abadi Printing;4096;202104;
STIC-BCLPA-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;4097;202104;
STIC-BCLPE-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;4098;202104;
STIC-BCLPF-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;4099;202104;
STIC-BCLPL-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;4100;202104;
STIC-BCLUHM001-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4101;202104;
STIC-BCLUHM002-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4102;202104;
STIC-BCLUHM003-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4103;202104;
STIC-BCLUHM004-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4104;202104;
STIC-BCLUHM005-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4105;202104;
STIC-BCLUHM006-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4106;202104;
STIC-BCLUHM007-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4107;202104;
STIC-BCLUHM008-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4108;202104;
STIC-BCLUHM009-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4109;202104;
STIC-BCLUHM010-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4110;202104;
STIC-BCLUHM011-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4111;202104;
STIC-BCLUHM012-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4112;202104;
STIC-BCLUHM013-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4113;202104;
STIC-BCLUHM014-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4114;202104;
STIC-BCLUHM015-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4115;202104;
STIC-BCLUHM016-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4116;202104;
STIC-BCLUHM017-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4117;202104;
STIC-BCLUHM018-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4118;202104;
STIC-BCLUHM019-MOPP;2303747;1;3;2;5000;100;Satyamitra Labeljaya P., PT;4119;202104;
STIC-BCM16R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4120;202104;
STIC-BCM16R1-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4121;202142;
STIC-BCM17R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4122;202104;
STIC-BCM17R1-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4123;202142;
STIC-BCM18R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4124;202104;
STIC-BCM18R1-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4125;202142;
STIC-BCM19R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4126;202104;
STIC-BCM19R1-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4127;202142;
STIC-BCMP22NR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4128;202104;
STIC-BCMP23WR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4129;202104;
STIC-BCMP32NR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4130;202104;
STIC-BCMP43WR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4131;202104;
STIC-BCNDGWP-WMC;2200066;1;3;2;1000;100;Pelita Abadi Jaya, CV;4132;202104;
STIC-BCPCTWC01-MOPPW;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4133;202124;
STIC-BCPCTWC02-MOPPW;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4134;202124;
STIC-BCPCTWC03-MOPPW;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4135;202124;
STIC-BCPCTWC04-MOPPW;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4136;202124;
STIC-BCPCTWC05-MOPPW;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4137;202104;
STIC-BCPCTWC06-MOPPW;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4138;202124;
STIC-BCPCTWC07-MOPPW;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4139;202124;
STIC-BCPCTWC08-MOPPW;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4140;202124;
STIC-BCPCTWCR1-MO;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4141;202124;
STIC-BCPCTWCR2-MO;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4142;202124;
STIC-BCPCTWCR3-MO;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4143;202124;
STIC-BCPCTWCR4-MO;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4144;202124;
STIC-BCPCTWCR5-MO;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4145;202124;
STIC-BCPCTWCR6-MO;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4146;202124;
STIC-BCPCTWCR7-MO;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4147;202124;
STIC-BCPCTWCR8-MO;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4148;202124;
STIC-BCPESFPMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4149;202104;
STIC-BCPESGAMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4150;202104;
STIC-BCPESGKMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4151;202104;
STIC-BCPESHIMO-PW1W3;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4152;202104;
STIC-BCPGC11CR0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;4153;202115;
STIC-BCPGC22NR0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;4154;202115;
STIC-BCPGC23WR0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;4155;202115;
STIC-BCPGC32NR0-W;2200055;1;2;2;10000;100;Mitra Abadi Printing;4156;202115;
STIC-BCPGC33WR0-W;2200055;1;2;2;3000;100;Mitra Abadi Printing;4157;202115;
STIC-BCPGC42NR0-W;2200055;1;2;2;3000;100;Mitra Abadi Printing;4158;202115;
STIC-BCPGC43WR0-W;2200055;1;2;2;3000;100;Mitra Abadi Printing;4159;202115;
STIC-BCPGC52NR0-W;2200055;1;2;2;3000;100;Mitra Abadi Printing;4160;202115;
STIC-BCPLPBR0-W;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4161;202104;
STIC-BCPLPRR0-MO;2200055;1;2;2;3000;100;Mitra Abadi Printing;4162;202104;
STIC-BCPLTCR0-MO;2200055;1;2;2;3000;100;Mitra Abadi Printing;4163;202104;
STIC-BCPMESCOCR-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4164;202104;
STIC-BCPMP02R0-WCNF;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4165;202104;
STIC-BCPMP03R0-WCNF;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4166;202104;
STIC-BCPPFC21R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4167;202128;
STIC-BCPPFC31R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4168;202128;
STIC-BCPPFC41R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4169;202128;
STIC-BCPPFC51R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4170;202128;
STIC-BCPPFC62R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4171;202128;
STIC-BCPPFN10R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4172;202128;
STIC-BCPPFN20R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4173;202128;
STIC-BCPPFN30R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4174;202128;
STIC-BCPPFN40R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4175;202128;
STIC-BCPPFN50R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4176;202128;
STIC-BCPPFW12R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4177;202128;
STIC-BCPPFW21R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4178;202128;
STIC-BCPPFW22R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4179;202128;
STIC-BCPPFW30R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4180;202128;
STIC-BCPPFW32R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4181;202128;
STIC-BCPPFW33R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4182;202128;
STIC-BCPPFW41R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4183;202128;
STIC-BCPPFW42R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4184;202128;
STIC-BCPPFW50R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4185;202128;
STIC-BCPPFW60R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4186;202128;
STIC-BCPPLLCBR0-MOPP;2200055;1;2;2;5000;100;Mitra Abadi Printing;4187;202104;
STIC-BCPPLLJBR0-MOPP;2200066;1;3;2;10000;100;Pelita Abadi Jaya, CV;4188;202104;
STIC-BCPSPF11R0-W;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4189;202104;
STIC-BCPSPF12R0-W;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4190;202104;
STIC-BCPSPF13R0-W;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4191;202104;
STIC-BCPSPF14R0-W;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4192;202104;
STIC-BCPWLFC21R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4193;202134;
STIC-BCPWLFC31R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4194;202204;
STIC-BCPWLFC32R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4195;;
STIC-BCPWLFC41R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4196;202110;
STIC-BCPWLFC51R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4197;202110;
STIC-BCPWLFC62R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4198;202138;
STIC-BCPWLFN10R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4199;202134;
STIC-BCPWLFN20R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4200;202134;
STIC-BCPWLFN30R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4201;202134;
STIC-BCPWLFN40R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4202;202138;
STIC-BCPWLFN50R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4203;202138;
STIC-BCPWLFW12R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4204;202116;
STIC-BCPWLFW21R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4205;202116;
STIC-BCPWLFW22R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4206;202134;
STIC-BCPWLFW30R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4207;202134;
STIC-BCPWLFW32R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4208;202116;
STIC-BCPWLFW33R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4209;202138;
STIC-BCPWLFW40R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4210;;
STIC-BCPWLFW41R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4211;202138;
STIC-BCPWLFW42R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4212;202138;
STIC-BCPWLFW50R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4213;202116;
STIC-BCPWLFW53R0-MO;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4214;;
STIC-BCPWLFW60R0-MO;2200066;1;2;2;3000;100;Pelita Abadi Jaya, CV;4215;202116;
STIC-BCRCVP11CR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4216;202108;
STIC-BCRCVP22NR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4217;202108;
STIC-BCRCVP23WR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4218;202108;
STIC-BCRCVP32NR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4219;202108;
STIC-BCRCVP33WR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4220;202108;
STIC-BCRCVP42NR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4221;202108;
STIC-BCRCVP43WR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4222;202108;
STIC-BCRCVP52NR0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4223;202108;
STIC-BCRIPF1R0-WIP;2200055;1;2;2;10000;100;Mitra Abadi Printing;4224;202104;
STIC-BCRIPF2R0-WIP;2200055;1;2;2;10000;100;Mitra Abadi Printing;4225;202104;
STIC-BCRIPF3R0-WIP;2200055;1;2;2;10000;100;Mitra Abadi Printing;4226;202104;
STIC-BCRIPF4R0-WIP;2200055;1;2;2;10000;100;Mitra Abadi Printing;4227;202104;
STIC-BCRYSR-W;2200066;1;3;2;800;100;Pelita Abadi Jaya, CV;4228;202119;
STIC-BCSBSRR0-ECNF;2200055;1;2;2;5000;100;Mitra Abadi Printing;4229;202104;
STIC-BCSD-W;2200066;1;3;2;848;100;Pelita Abadi Jaya, CV;4230;;
STIC-BCSF01R0-W;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4231;;
STIC-BCSF02R0-W;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4232;;
STIC-BCSF03R0-W;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4233;;
STIC-BCSF04R0-W;2200066;1;3;2;3000;100;Pelita Abadi Jaya, CV;4234;;
STIC-BCSG-W;2200066;1;3;2;1200;100;Pelita Abadi Jaya, CV;4235;;
STIC-BCSGESBSRP-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4236;202104;
STIC-BCSGESBVRP-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4237;202104;
STIC-BCSMCGR0-W;2303747;1;3;2;30000;100;Satyamitra Labeljaya P., PT;4238;202111;
STIC-BCSMCGR1-W;2303747;1;3;2;30000;100;Satyamitra Labeljaya P., PT;4239;202131;
STIC-BCSPBRR2-MO;2200055;1;2;2;2000;100;Mitra Abadi Printing;4240;202104;
STIC-BCSPCRR2-MO;2200055;1;2;2;2000;100;Mitra Abadi Printing;4241;202104;
STIC-BCSPGMO-PW1W3P;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4242;202104;
STIC-BCSPGRR2-MO;2200055;1;2;2;2000;100;Mitra Abadi Printing;4243;202104;
STIC-BCSPQRR2-MO;2200055;1;2;2;2000;100;Mitra Abadi Printing;4244;202104;
STIC-BCSPSMO-PW1W3P;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4245;202104;
STIC-BCSSMO-P1W31;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4246;202104;
STIC-BCSSTP01R1-MO;2200055;1;2;2;2000;100;Mitra Abadi Printing;4247;202104;
STIC-BCSSTP02R1-MO;2200055;1;2;2;2000;100;Mitra Abadi Printing;4248;202104;
STIC-BCSSTP04R1-MO;2200055;1;2;2;2000;100;Mitra Abadi Printing;4249;202104;
STIC-BCSSTP05R1-MO;2200055;1;2;2;2000;100;Mitra Abadi Printing;4250;202104;
STIC-BCSSTP06R1-MO;2200055;1;2;2;2000;100;Mitra Abadi Printing;4251;202104;
STIC-BCSSTP07R1-MO;2200055;1;2;2;2000;100;Mitra Abadi Printing;4252;202104;
STIC-BCSW-W;2200066;1;3;2;912;100;Pelita Abadi Jaya, CV;4253;;
STIC-BCT1R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4254;202104;
STIC-BCT2R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4255;202104;
STIC-BCT3R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4256;202104;
STIC-BCT4R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4257;202104;
STIC-BCT5R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4258;202104;
STIC-BCT6R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4259;202104;
STIC-BCT7R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4260;202104;
STIC-BCT8R0-E;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4261;202104;
STIC-BCTSEBR0-ECNF;2200066;1;3;2;5000;100;Pelita Abadi Jaya, CV;4262;202104;
STIC-BCUCLMF1MO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4263;202104;
STIC-BCUCLMF2MO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4264;202104;
STIC-BCUCLMF3MO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4265;202104;
STIC-BCUCLMF4MO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4266;202104;
STIC-BCUCLMF5MO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4267;202104;
STIC-BCUCLMF6MO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4268;202104;
STIC-BCUCLMF7MO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4269;202104;
STIC-BCUCLMF8MO-PW1W;2303751;1;3;2;5000;100;Theia Digilab Indonesia, PT;4270;202104;
STIC-BCUCLMF9MO-PW1W;2303751;1;3;2;2500;100;Theia Digilab Indonesia, PT;4271;202104;
STIC-BCULML10R0-W;2200055;1;2;2;20000;100;Mitra Abadi Printing;4272;202104;
STIC-BCULML11R0-W;2200055;1;2;2;20000;100;Mitra Abadi Printing;4273;202104;
STIC-BCULML12R0-W;2200055;1;2;2;20000;100;Mitra Abadi Printing;4274;202104;
STIC-BCULML13R0-W;2200055;1;2;2;20000;100;Mitra Abadi Printing;4275;202104;
STIC-BCULML1R0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4276;202104;
STIC-BCULML1R1-W;2200055;1;3;2;5000;100;Mitra Abadi Printing;4277;202142;
STIC-BCULML2R0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4278;202104;
STIC-BCULML2R1-W;2200055;1;3;2;5000;100;Mitra Abadi Printing;4279;202142;
STIC-BCULML3R0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4280;202104;
STIC-BCULML3R1-W;2200055;1;3;2;5000;100;Mitra Abadi Printing;4281;202142;
STIC-BCULML4R0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4282;202104;
STIC-BCULML4R1-W;2200055;1;3;2;5000;100;Mitra Abadi Printing;4283;202142;
STIC-BCULML5R0-W;2200055;1;2;2;5000;100;Mitra Abadi Printing;4284;202104;
