Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,Tidak ada BOM,Sediaan,Cek Bundling,Closing Level 1,Closing Level 2,Closing Level 3,Cek Closing Lvl1,Cek Closing Lvl2
A-PFC-W60ML/6,A-PFC-W60ML,A-PFC-BULK,Semi Finished Goods,0.06,kg,EL-IPHBR-W,Liquid factory,A-PFC-W60ML,A-PFC-W60ML,,,A-PFC-BULK,CONT-CLHPR0-E
A-PFC-W60ML/6,A-PFC-W60ML,KB-K100R1-W,Packaging Material,0.02778,Pc(s),EL-R2IPHPB-W,Liquid factory,A-PFC-W60ML,A-PFC-W60ML,,,KB-K100R1-W,BO-CLPBCP-BULK
A-PFC-W60ML/6,A-PFC-W60ML,TUBE-APFC60R2-W,Packaging Material,1,Pc(s),ES-IPA-W,Liquid factory,A-PFC-W60ML,A-PFC-W60ML,,,TUBE-APFC60R2-W,GODE-PESBOR2-MOAL
A-PRT-W100ML/5 (INLINE),A-PRT-W100ML,BOTO-BNG100PVC-,Packaging Material,1,Pc(s),ES-IPB-W,Liquid factory,A-PRT-W100ML,A-PRT-W100ML,,,BOTO-BNG100PVC-,BO-CLPCS-BULK
A-PRT-W100ML/5 (INLINE),A-PRT-W100ML,A-PRT-BULK,Semi Finished Goods,0.1,kg,F-EL01-W,Liquid factory,A-PRT-W100ML,A-PRT-W100ML,,,A-PRT-BULK,GODE-PESBOR2-MOAL
A-PRT-W100ML/5 (INLINE),A-PRT-W100ML,CAP-BNG100P-,Packaging Material,1,Pc(s),F-EL02-W,Liquid factory,A-PRT-W100ML,A-PRT-W100ML,,,CAP-BNG100P-,BO-CLPPB-BULK
A-PRT-W100ML/5 (INLINE),A-PRT-W100ML,PLU-BB100N-,Packaging Material,1,Pc(s),F-EL03-W,Liquid factory,A-PRT-W100ML,A-PRT-W100ML,,,PLU-BB100N-,GODE-PESBOR2-MOAL
A-PRT-W100ML/5 (INLINE),A-PRT-W100ML,DUS-APFT100R1-WILG,Packaging Material,1,Pc(s),F-EL04-W,Liquid factory,A-PRT-W100ML,A-PRT-W100ML,,,DUS-APFT100R1-WILG,GODE-PESBOR2-MOAL
A-PRT-W100ML/5 (INLINE),A-PRT-W100ML,STIC-BAPRT100-WGCE,Packaging Material,1,Pc(s),F-EL05-W,Liquid factory,A-PRT-W100ML,A-PRT-W100ML,,,STIC-BAPRT100-WGCE,BO-CLPPCCC-BULK
A-PRT-W100ML/5 (INLINE),A-PRT-W100ML,STIC-FAPRT100-WGCE,Packaging Material,1,Pc(s),F-EL06-W,Liquid factory,A-PRT-W100ML,A-PRT-W100ML,,,STIC-FAPRT100-WGCE,BO-CLPPMCB-BULK
A-PRT-W100ML/5 (INLINE),A-PRT-W100ML,KB-W100BR2-KMM125BF,Packaging Material,0.05,Pc(s),F-EL07-W,Liquid factory,A-PRT-W100ML,A-PRT-W100ML,,,KB-W100BR2-KMM125BF,GODE-PESBOR2-MOAL
A-SATG-W15ML/3,A-SATG-W15ML,A-SATG-BULK,Semi Finished Goods,0.015,kg,F-EL08-W,Liquid factory,A-SATG-W15ML,A-SATG-W15ML,,,A-SATG-BULK,BO-CLPPPML-BULK
A-SATG-W15ML/3,A-SATG-W15ML,TUBE-ASATG15-W19LN,Packaging Material,1,Pc(s),F-EXL02-MO,Liquid factory,A-SATG-W15ML,A-SATG-W15ML,,,TUBE-ASATG15-W19LN,GODE-PESBOR2-MOAL
A-SATG-W15ML/3,A-SATG-W15ML,KB-W100BR2-KMM125BF,Packaging Material,0.02381,Pc(s),F-EXL03-MO,Liquid factory,A-SATG-W15ML,A-SATG-W15ML,,,KB-W100BR2-KMM125BF,GODE-PESBOR2-MOAL
A-SATG-W15ML/3,A-SATG-W15ML,DUS-ASATG15R1-WACLG,Packaging Material,1,Pc(s),F-EXL04-MO,Liquid factory,A-SATG-W15ML,A-SATG-W15ML,,,DUS-ASATG15R1-WACLG,BO-CLPPTVB-BULK
B-BSLP-EM/7,B-BSLP-EM,B-BSLP-BULK,Semi Finished Goods,0.055,kg,F-EXL05-MO,Powder factory,B-BSLP-EM,B-BSLP-EM,,,B-BSLP-BULK,BO-CPLP03-BULK
B-BSLP-EM/7,B-BSLP-EM,BOTO-SBSLPR4-E,Intermediate,1,Pc(s),F-EXL07-MO,Powder factory,B-BSLP-EM,B-BSLP-EM,,,BOTO-SBSLPR4-E,BO-CPLP02-BULK
B-BSLP-EM/7,B-BSLP-EM,CAPS-BSLPR2-EM,Packaging Material,1,Pc(s),F-EXL08-MO,Powder factory,B-BSLP-EM,B-BSLP-EM,,,CAPS-BSLPR2-EM,BO-CPLP04-BULK
B-BSLP-EM/7,B-BSLP-EM,SHIF-STBSLPR1-EBS,Packaging Material,1,Pc(s),F-EXL09-MO,Powder factory,B-BSLP-EM,B-BSLP-EM,,,SHIF-STBSLPR1-EBS,GODE-CPLPBR0-W
B-BSLP-EM/7,B-BSLP-EM,KB-ECR1-KMK125CF,Packaging Material,0.02778,Pc(s),F-EXL10-MO,Powder factory,B-BSLP-EM,B-BSLP-EM,,,KB-ECR1-KMK125CF,BO-CPLP01-BULK
B-CLCLPA-W/4,B-CLCLPA-W,B-CLCLPA-BULK,Semi Finished Goods,0.015,kg,F-TCC-W,Powder factory,B-CLCLPA-W,B-CLCLPA-W,,,B-CLCLPA-BULK,GODE-BOMOR2-AL38
B-CLCLPA-W/4,B-CLCLPA-W,POT-CMPR0-W,Packaging Material,1,Pc(s),F-TCLE-W,Powder factory,B-CLCLPA-W,B-CLCLPA-W,,,POT-CMPR0-W,BO-E01-W-BULK
B-CLCLPA-W/4,B-CLCLPA-W,SHIF-CMPR0-W,Packaging Material,1,Pc(s),FT-ABFBE-L,Powder factory,B-CLCLPA-W,B-CLCLPA-W,,,SHIF-CMPR0-W,BO-E02-W-BULK
B-CLCLPA-W/4,B-CLCLPA-W,CAPP-CMPR0-W,Packaging Material,1,Pc(s),FT-PPTM-MO,Powder factory,B-CLCLPA-W,B-CLCLPA-W,,,CAPP-CMPR0-W,GODE-BOMOR2-AL38
B-CLCLPA-W/4,B-CLCLPA-W,PUFF-CMPR0-W,Packaging Material,1,Pc(s),FW-ABFC-L,Powder factory,B-CLCLPA-W,B-CLCLPA-W,,,PUFF-CMPR0-W,BO-R2CLPBBS-BULK
B-CLCLPA-W/4,B-CLCLPA-W,STIC-BCMP22NR1-W,Packaging Material,1,Pc(s),FW-RBSW-EM,Powder factory,B-CLCLPA-W,B-CLCLPA-W,,,STIC-BCMP22NR1-W,GODE-PESBOR2-MOAL
B-CLCLPA-W/4,B-CLCLPA-W,DUS-CMPR2-W,Packaging Material,1,Pc(s),HBW-NFSEBW-KA,Powder factory,B-CLCLPA-W,B-CLCLPA-W,,,DUS-CMPR2-W,BO-R2CLPBCC-BULK
B-CLCLPA-W/4,B-CLCLPA-W,STIC-VCMP22NR1-W,Packaging Material,1,Pc(s),HBW-NFSRBW-KA,Powder factory,B-CLCLPA-W,B-CLCLPA-W,,,STIC-VCMP22NR1-W,GODE-PESBOR2-MOAL
B-CLCLPA-W/4,B-CLCLPA-W,KB-GKMK-W,Packaging Material,0.02083,Pc(s),HBW-RETBWAN2-W,Powder factory,B-CLCLPA-W,B-CLCLPA-W,,,KB-GKMK-W,BO-R2CLPBML-BULK
B-CLCLPB-W/4,B-CLCLPB-W,B-CLCLPB-BULK,Semi Finished Goods,0.015,kg,HBW-RETBWCN2-W,Powder factory,B-CLCLPB-W,B-CLCLPB-W,,,B-CLCLPB-BULK,GODE-PESBOR2-MOAL
B-CLCLPB-W/4,B-CLCLPB-W,POT-CMPR0-W,Packaging Material,1,Pc(s),HBW-RETBWDN2-W,Powder factory,B-CLCLPB-W,B-CLCLPB-W,,,POT-CMPR0-W,BO-R2CLPBVB-BULK
B-CLCLPB-W/4,B-CLCLPB-W,SHIF-CMPR0-W,Packaging Material,1,Pc(s),HBW-RETBWEN2-W,Powder factory,B-CLCLPB-W,B-CLCLPB-W,,,SHIF-CMPR0-W,GODE-PESBOR2-MOAL
B-CLCLPB-W/4,B-CLCLPB-W,CAPP-CMPR0-W,Packaging Material,1,Pc(s),Kode Item Baru,Powder factory,B-CLCLPB-W,B-CLCLPB-W,,,CAPP-CMPR0-W,BO-SPF01-BULK
B-CLCLPB-W/4,B-CLCLPB-W,PUFF-CMPR0-W,Packaging Material,1,Pc(s),L-BKML01-B,Powder factory,B-CLCLPB-W,B-CLCLPB-W,,,PUFF-CMPR0-W,GODE-BOMOR2-AL38
B-CLCLPB-W/4,B-CLCLPB-W,STIC-BCMP23WR1-W,Packaging Material,1,Pc(s),L-BKSS01-B,Powder factory,B-CLCLPB-W,B-CLCLPB-W,,,STIC-BCMP23WR1-W,BO-SPS03-BULK
B-CLCLPB-W/4,B-CLCLPB-W,DUS-CMPR2-W,Packaging Material,1,Pc(s),L-BTA-EM,Powder factory,B-CLCLPB-W,B-CLCLPB-W,,,DUS-CMPR2-W,GODE-BOMOR2-AL38
B-CLCLPB-W/4,B-CLCLPB-W,STIC-VCMP23WR1-W,Packaging Material,1,Pc(s),L-BTB-EM,Powder factory,B-CLCLPB-W,B-CLCLPB-W,,,STIC-VCMP23WR1-W,BO-SCS06-BULK
B-CLCLPB-W/4,B-CLCLPB-W,KB-GKMK-W,Packaging Material,0.02083,Pc(s),L-BTC-EM,Powder factory,B-CLCLPB-W,B-CLCLPB-W,,,KB-GKMK-W,GODE-BOMOR2-AL38
B-CLCLPC-W/4,B-CLCLPC-W,B-CLCLPC-BULK,Semi Finished Goods,0.015,kg,L-BTD-EM,Powder factory,B-CLCLPC-W,B-CLCLPC-W,,,B-CLCLPC-BULK,GODE-BOMOR2-AL38
B-CLCLPC-W/4,B-CLCLPC-W,POT-CMPR0-W,Packaging Material,1,Pc(s),L-BTE-EM,Powder factory,B-CLCLPC-W,B-CLCLPC-W,,,POT-CMPR0-W,BO-SSS07-BULK
B-CLCLPC-W/4,B-CLCLPC-W,SHIF-CMPR0-W,Packaging Material,1,Pc(s),L-BTF-EM,Powder factory,B-CLCLPC-W,B-CLCLPC-W,,,SHIF-CMPR0-W,GODE-BOMOR2-AL38
B-CLCLPC-W/4,B-CLCLPC-W,CAPP-CMPR0-W,Packaging Material,1,Pc(s),L-BTG-EM,Powder factory,B-CLCLPC-W,B-CLCLPC-W,,,CAPP-CMPR0-W,BO-SCC08-BULK
B-CLCLPC-W/4,B-CLCLPC-W,PUFF-CMPR0-W,Packaging Material,1,Pc(s),L-BTH-EM,Powder factory,B-CLCLPC-W,B-CLCLPC-W,,,PUFF-CMPR0-W,BO-SKPP10-BULK
B-CLCLPC-W/4,B-CLCLPC-W,STIC-BCMP32NR1-W,Packaging Material,1,Pc(s),L-BTI-EM,Powder factory,B-CLCLPC-W,B-CLCLPC-W,,,STIC-BCMP32NR1-W,GODE-BOMOR2-AL38
B-CLCLPC-W/4,B-CLCLPC-W,DUS-CMPR2-W,Packaging Material,1,Pc(s),L-BTJ-EM,Powder factory,B-CLCLPC-W,B-CLCLPC-W,,,DUS-CMPR2-W,GODE-PESBOR2-MOAL
B-CLCLPC-W/4,B-CLCLPC-W,STIC-VCMP32NR1-W,Packaging Material,1,Pc(s),L-CVM01CLB-W,Powder factory,B-CLCLPC-W,B-CLCLPC-W,,,STIC-VCMP32NR1-W,BO-SST09-BULK
B-CLCLPC-W/4,B-CLCLPC-W,KB-GKMK-W,Packaging Material,0.02083,Pc(s),L-CVM03CLB-W,Powder factory,B-CLCLPC-W,B-CLCLPC-W,,,KB-GKMK-W,GODE-BOMOR2-AL38
B-CLCLPD-W/3,B-CLCLPD-W,B-CLCLPD-BULK,Semi Finished Goods,0.015,kg,L-CVM04CLB-W,Powder factory,B-CLCLPD-W,B-CLCLPD-W,,,B-CLCLPD-BULK,BO-SST09-BULK
B-CLCLPD-W/3,B-CLCLPD-W,POT-CMPR0-W,Packaging Material,1,Pc(s),L-CVM05CLB-W,Powder factory,B-CLCLPD-W,B-CLCLPD-W,,,POT-CMPR0-W,BO-W1A-02 BULK
B-CLCLPD-W/3,B-CLCLPD-W,SHIF-CMPR0-W,Packaging Material,1,Pc(s),L-CVM07CLB-W,Powder factory,B-CLCLPD-W,B-CLCLPD-W,,,SHIF-CMPR0-W,BO-W1A-01 BULK
B-CLCLPD-W/3,B-CLCLPD-W,CAPP-CMPR0-W,Packaging Material,1,Pc(s),L-CVM08CLB-W,Powder factory,B-CLCLPD-W,B-CLCLPD-W,,,CAPP-CMPR0-W,GODE-BOER0-WAL
B-CLCLPD-W/3,B-CLCLPD-W,PUFF-CMPR0-W,Packaging Material,1,Pc(s),L-IPEI13-W,Powder factory,B-CLCLPD-W,B-CLCLPD-W,,,PUFF-CMPR0-W,GODE-BOER0-WAL
B-CLCLPD-W/3,B-CLCLPD-W,STIC-BCMP43WR1-W,Packaging Material,1,Pc(s),L-IPEI15-W,Powder factory,B-CLCLPD-W,B-CLCLPD-W,,,STIC-BCMP43WR1-W,BO-W1C-01-BULK
B-CLCLPD-W/3,B-CLCLPD-W,DUS-CMPR2-W,Packaging Material,1,Pc(s),L-IPEI16-W,Powder factory,B-CLCLPD-W,B-CLCLPD-W,,,DUS-CMPR2-W,BO-W1C-02 BULK
B-CLCLPD-W/3,B-CLCLPD-W,STIC-VCMP43WR1-W,Packaging Material,1,Pc(s),L-IPEI18-W,Powder factory,B-CLCLPD-W,B-CLCLPD-W,,,STIC-VCMP43WR1-W,BOTO-PPBM10R0-E
B-CLCLPD-W/3,B-CLCLPD-W,KB-GKMK-W,Packaging Material,0.02083,Pc(s),L-IPEI19-W,Powder factory,B-CLCLPD-W,B-CLCLPD-W,,,KB-GKMK-W,PS-EBM10ISR0-E
B-CPGR01-W/2,B-CPGR01-W,KB-W200R1-W,Packaging Material,0.02083,Pc(s),L-IPEI20-W,Powder factory,B-CPGR01-W,B-CPGR01-W,,,KB-W200R1-W,BOTO-PPBM10R0-E
B-CPGR01-W/2,B-CPGR01-W,STIC-VCGRP12R1-W,Packaging Material,1,Pc(s),L-NFSCLAD04-W,Powder factory,B-CPGR01-W,B-CPGR01-W,,,STIC-VCGRP12R1-W,PS-EBM10OMR0-E
B-CPGR01-W/2,B-CPGR01-W,DUS-CGRPR0-W,Packaging Material,1,Pc(s),L-NFSCLAD09-W,Powder factory,B-CPGR01-W,B-CPGR01-W,,,DUS-CGRPR0-W,PS-EBM10PDR0-E
B-CPGR01-W/2,B-CPGR01-W,CAPC-CGRPR0-W,Packaging Material,1,Pc(s),L-NFSCLAD13-W,Powder factory,B-CPGR01-W,B-CPGR01-W,,,CAPC-CGRPR0-W,BOTO-PPBM10R0-E
B-CPGR01-W/2,B-CPGR01-W,PUFF-CGRPR0-W,Packaging Material,1,Pc(s),L-PS01-MO,Powder factory,B-CPGR01-W,B-CPGR01-W,,,PUFF-CGRPR0-W,PS-EBM10RFR0-E
B-CPGR01-W/2,B-CPGR01-W,SHIF-CGRPR0-W,Packaging Material,1,Pc(s),L-RMLCA-OMG,Powder factory,B-CPGR01-W,B-CPGR01-W,,,SHIF-CGRPR0-W,BOTO-PPBM10R0-E
B-CPGR01-W/2,B-CPGR01-W,B-CPGR01-BULK,Semi Finished Goods,0.018,kg,L-RMLCB-OMG,Powder factory,B-CPGR01-W,B-CPGR01-W,,,B-CPGR01-BULK,BOTO-BSLPR2-EM
B-CPGR01-W/2,B-CPGR01-W,CONT-CGRPR0-W,Packaging Material,1,Pc(s),L-RMLCC-OMG,Powder factory,B-CPGR01-W,B-CPGR01-W,,,CONT-CGRPR0-W,PS-BSLPR2-E
B-CPGR01-W/2,B-CPGR01-W,STIC-BTCGRP12R0-W,Packaging Material,1,Pc(s),L-RMLCD-OMG,Powder factory,B-CPGR01-W,B-CPGR01-W,,,STIC-BTCGRP12R0-W,BOTO-CADLPR0-W
B-CPGR02-W/2,B-CPGR02-W,DUS-CGRPR0-W,Packaging Material,1,Pc(s),L-RMLCE-OMG,Powder factory,B-CPGR02-W,B-CPGR02-W,,,DUS-CGRPR0-W,BOTO-CADLPR0-W
B-CPGR02-W/2,B-CPGR02-W,B-CPGR02-BULK,Semi Finished Goods,0.018,kg,L-RMLCF-OMG,Powder factory,B-CPGR02-W,B-CPGR02-W,,,B-CPGR02-BULK,BOTO-CADLPR0-W
B-CPGR02-W/2,B-CPGR02-W,STIC-VCGRP13R1-W,Packaging Material,1,Pc(s),L-RMLCG-OMG,Powder factory,B-CPGR02-W,B-CPGR02-W,,,STIC-VCGRP13R1-W,BOTO-CADLPR0-W
B-CPGR02-W/2,B-CPGR02-W,KB-W200R1-W,Packaging Material,0.02083,Pc(s),L-RMLCH-OMG,Powder factory,B-CPGR02-W,B-CPGR02-W,,,KB-W200R1-W,BOTO-CADLPR0-W
B-CPGR02-W/2,B-CPGR02-W,STIC-BTCGRP13R0-W,Packaging Material,1,Pc(s),L-RMLCI-OMG,Powder factory,B-CPGR02-W,B-CPGR02-W,,,STIC-BTCGRP13R0-W,BOTO-CADLPR0-W
B-CPGR02-W/2,B-CPGR02-W,CONT-CGRPR0-W,Packaging Material,1,Pc(s),L-RMLCJ-OMG,Powder factory,B-CPGR02-W,B-CPGR02-W,,,CONT-CGRPR0-W,BOTO-L450WHI-PP
B-CPGR02-W/2,B-CPGR02-W,SHIF-CGRPR0-W,Packaging Material,1,Pc(s),L-RMLCK-OMG,Powder factory,B-CPGR02-W,B-CPGR02-W,,,SHIF-CGRPR0-W,BOTO-L200BLA-PP
B-CPGR02-W/2,B-CPGR02-W,CAPC-CGRPR0-W,Packaging Material,1,Pc(s),L-RMLCL-OMG,Powder factory,B-CPGR02-W,B-CPGR02-W,,,CAPC-CGRPR0-W,STIC-PPDM20R1HG-6012
B-CPGR02-W/2,B-CPGR02-W,PUFF-CGRPR0-W,Packaging Material,1,Pc(s),L-RMLCM-OMG,Powder factory,B-CPGR02-W,B-CPGR02-W,,,PUFF-CGRPR0-W,BOTO-EMLNSR0-W
B-DMCP01-EM/4,B-DMCP01-EM,B-DMCP01-BULK,Semi Finished Goods,0.011,kg,L-RMLCN-OMG,Powder factory,B-DMCP01-EM,B-DMCP01-EM,,,B-DMCP01-BULK,BOTO-GWSMS30-T
B-DMCP01-EM/4,B-DMCP01-EM,CONT-DMCPR1-E,Packaging Material,1,Pc(s),L-RMLCO-OMG,Powder factory,B-DMCP01-EM,B-DMCP01-EM,,,CONT-DMCPR1-E,BOTO-L200NAT-PP
B-DMCP01-EM/4,B-DMCP01-EM,"GODE-TWC5,4B-SM-P",Packaging Material,1,Pc(s),L-RMLCP-OMG,Powder factory,B-DMCP01-EM,B-DMCP01-EM,,,"GODE-TWC5,4B-SM-P",BOTO-L450NAT-PP
B-DMCP01-EM/4,B-DMCP01-EM,PLAS-DMCTWCRP-P85,Packaging Material,1,Pc(s),L-RMLCQ-OMG,Powder factory,B-DMCP01-EM,B-DMCP01-EM,,,PLAS-DMCTWCRP-P85,BOTO-L200NAT-PP
B-DMCP01-EM/4,B-DMCP01-EM,PUFF-DMCPR0-E,Packaging Material,1,Pc(s),L-RMLCR-OMG,Powder factory,B-DMCP01-EM,B-DMCP01-EM,,,PUFF-DMCPR0-E,BOTO-L450NAT-PP
B-DMCP01-EM/4,B-DMCP01-EM,STIC-BDMCP01R0-E,Packaging Material,1,Pc(s),LD-CDFB01-B,Powder factory,B-DMCP01-EM,B-DMCP01-EM,,,STIC-BDMCP01R0-E,BOTO-L200NAT-PP
B-DMCP01-EM/4,B-DMCP01-EM,DUS-DMCPR1-E,Packaging Material,1,Pc(s),MA-RBSE-EM,Powder factory,B-DMCP01-EM,B-DMCP01-EM,,,DUS-DMCPR1-E,BOTO-L450NAT-PP
B-DMCP01-EM/4,B-DMCP01-EM,STIC-VDMCP01R0-E,Packaging Material,1,Pc(s),MA-RMTRWS-W,Powder factory,B-DMCP01-EM,B-DMCP01-EM,,,STIC-VDMCP01R0-E,BOTO-L450NAT-PP
B-DMCP01-EM/4,B-DMCP01-EM,KB-EAR0-KMM125,Packaging Material,0.02778,Pc(s),MY-BBCRL01N1-W,Powder factory,B-DMCP01-EM,B-DMCP01-EM,,,KB-EAR0-KMM125,BOTO-L200NAT-PP
B-DMCP02-EM/4,B-DMCP02-EM,B-DMCP02-BULK,Semi Finished Goods,0.011,kg,MY-BBCRL01N2-W,Powder factory,B-DMCP02-EM,B-DMCP02-EM,,,B-DMCP02-BULK,BOTO-L200NAT-PP
B-DMCP02-EM/4,B-DMCP02-EM,CONT-DMCPR1-E,Packaging Material,1,Pc(s),MY-BBCRL02N1-W,Powder factory,B-DMCP02-EM,B-DMCP02-EM,,,CONT-DMCPR1-E,BOTO-L450NAT-PP
B-DMCP02-EM/4,B-DMCP02-EM,"GODE-TWC5,4B-SM-P",Packaging Material,1,Pc(s),MY-BBCRL02N2-W,Powder factory,B-DMCP02-EM,B-DMCP02-EM,,,"GODE-TWC5,4B-SM-P",BOTO-L450NAT-PP
B-DMCP02-EM/4,B-DMCP02-EM,PLAS-DMCTWCRP-P85,Packaging Material,1,Pc(s),MY-BR4L01LB-W,Powder factory,B-DMCP02-EM,B-DMCP02-EM,,,PLAS-DMCTWCRP-P85,BOTO-L450NAT-PP
B-DMCP02-EM/4,B-DMCP02-EM,PUFF-DMCPR0-E,Packaging Material,1,Pc(s),MY-BR4L02B-W,Powder factory,B-DMCP02-EM,B-DMCP02-EM,,,PUFF-DMCPR0-E,BOTO-L200NAT-PP
B-DMCP02-EM/4,B-DMCP02-EM,STIC-BDMCP02R0-E,Packaging Material,1,Pc(s),MY-BR4L03I-W,Powder factory,B-DMCP02-EM,B-DMCP02-EM,,,STIC-BDMCP02R0-E,BOTO-L200NAT-PP
B-DMCP02-EM/4,B-DMCP02-EM,DUS-DMCPR1-E,Packaging Material,1,Pc(s),MY-BR4L04N-W,Powder factory,B-DMCP02-EM,B-DMCP02-EM,,,DUS-DMCPR1-E,BOTO-WILSLSR0-W
B-DMCP02-EM/4,B-DMCP02-EM,STIC-VDMCP02R0-E,Packaging Material,1,Pc(s),MY-CONIP01-W,Powder factory,B-DMCP02-EM,B-DMCP02-EM,,,STIC-VDMCP02R0-E,BOTO-WILSLSR0-W
B-DMCP02-EM/4,B-DMCP02-EM,KB-EAR0-KMM125,Packaging Material,0.02778,Pc(s),MY-CONIP02-W,Powder factory,B-DMCP02-EM,B-DMCP02-EM,,,KB-EAR0-KMM125,BOTO-WILSLSR0-W
B-DMCP02-RP-EM4GR/1,B-DMCP02-RP-EM4GR,B-DMCP02-BULK,Semi Finished Goods,0.004,kg,MY-CONIP03-W,,B-DMCP02-RP-EM4GR,,B-DMCP02-RP-EM4GR,,B-DMCP02-BULK,BOTO-WILSLSR0-W
B-DMCP02-RP-EM4GR/1,B-DMCP02-RP-EM4GR,GODE-PESBOR2-MOAL,Packaging Material,1,Pc(s),MY-CONIP05-W,,B-DMCP02-RP-EM4GR,,B-DMCP02-RP-EM4GR,,GODE-PESBOR2-MOAL,BOTO-WILSLSR0-W
B-DMCP03-EM/4,B-DMCP03-EM,B-DMCP03-BULK,Semi Finished Goods,0.011,kg,MY-CONLBBL03-W,Powder factory,B-DMCP03-EM,B-DMCP03-EM,,,B-DMCP03-BULK,BOTO-WILSLSR0-W
B-DMCP03-EM/4,B-DMCP03-EM,"GODE-TWC5,4B-SM-P",Packaging Material,1,Pc(s),MY-CONLBBL04-W,Powder factory,B-DMCP03-EM,B-DMCP03-EM,,,"GODE-TWC5,4B-SM-P",BOTO-HW100NP-DK12033
B-DMCP03-EM/4,B-DMCP03-EM,CONT-DMCPR1-E,Packaging Material,1,Pc(s),MY-CONRLBBL01-W,Powder factory,B-DMCP03-EM,B-DMCP03-EM,,,CONT-DMCPR1-E,STIC-PNCNO100HG-5070
B-DMCP03-EM/4,B-DMCP03-EM,PLAS-DMCTWCRP-P85,Packaging Material,1,Pc(s),MY-CONRLBBL02-W,Powder factory,B-DMCP03-EM,B-DMCP03-EM,,,PLAS-DMCTWCRP-P85,BOTO-IMLMPR0-W
B-DMCP03-EM/4,B-DMCP03-EM,PUFF-DMCPR0-E,Packaging Material,1,Pc(s),MY-EBIPEM03-W,Powder factory,B-DMCP03-EM,B-DMCP03-EM,,,PUFF-DMCPR0-E,BOTO-L450WHI-PP
B-DMCP03-EM/4,B-DMCP03-EM,STIC-BDMCP03R0-E,Packaging Material,1,Pc(s),MY-EBIPEM04-W,Powder factory,B-DMCP03-EM,B-DMCP03-EM,,,STIC-BDMCP03R0-E,BOTO-GNSMS30-T
B-DMCP03-EM/4,B-DMCP03-EM,DUS-DMCPR1-E,Packaging Material,1,Pc(s),MY-EBIPEM05-W,Powder factory,B-DMCP03-EM,B-DMCP03-EM,,,DUS-DMCPR1-E,BOTO-L450NAT-PP
B-DMCP03-EM/4,B-DMCP03-EM,STIC-VDMCP03R0-E,Packaging Material,1,Pc(s),MY-EBRIPBA-W,Powder factory,B-DMCP03-EM,B-DMCP03-EM,,,STIC-VDMCP03R0-E,BOTO-L200NAT-PP
B-DMCP03-EM/4,B-DMCP03-EM,KB-EAR0-KMM125,Packaging Material,0.02778,Pc(s),MY-EBRIPBB-W,Powder factory,B-DMCP03-EM,B-DMCP03-EM,,,KB-EAR0-KMM125,BOTO-L200NAT-PP
B-DMCP04-EM/4,B-DMCP04-EM,B-DMCP04-BULK,Semi Finished Goods,0.011,kg,MY-EBRIPEM01-W,Powder factory,B-DMCP04-EM,B-DMCP04-EM,,,B-DMCP04-BULK,BOTO-L450NAT-PP
B-DMCP04-EM/4,B-DMCP04-EM,"GODE-TWC5,4B-SM-P",Packaging Material,1,Pc(s),MY-EBRIPEM02-W,Powder factory,B-DMCP04-EM,B-DMCP04-EM,,,"GODE-TWC5,4B-SM-P",BOTO-L450NAT-PP
B-DMCP04-EM/4,B-DMCP04-EM,CONT-DMCPR1-E,Packaging Material,1,Pc(s),MY-ELR2IPHPB-W,Powder factory,B-DMCP04-EM,B-DMCP04-EM,,,CONT-DMCPR1-E,BOTO-L200NAT-PP
B-DMCP04-EM/4,B-DMCP04-EM,PUFF-DMCPR0-E,Packaging Material,1,Pc(s),MY-ESIPA-W,Powder factory,B-DMCP04-EM,B-DMCP04-EM,,,PUFF-DMCPR0-E,BOTO-L450NAT-PP
B-DMCP04-EM/4,B-DMCP04-EM,PLAS-DMCTWCRP-P85,Packaging Material,1,Pc(s),MY-ESIPB-W,Powder factory,B-DMCP04-EM,B-DMCP04-EM,,,PLAS-DMCTWCRP-P85,BOTO-L200NAT-PP
B-DMCP04-EM/4,B-DMCP04-EM,STIC-BDMCP04R0-E,Packaging Material,1,Pc(s),MY-FLLF05-W,Powder factory,B-DMCP04-EM,B-DMCP04-EM,,,STIC-BDMCP04R0-E,BOTO-L450NAT-PP
B-DMCP04-EM/4,B-DMCP04-EM,DUS-DMCPR1-E,Packaging Material,1,Pc(s),MY-FLLF06-W,Powder factory,B-DMCP04-EM,B-DMCP04-EM,,,DUS-DMCPR1-E,BOTO-L450NAT-PP
B-DMCP04-EM/4,B-DMCP04-EM,STIC-VDMCP04R0-E,Packaging Material,1,Pc(s),MY-FRLLF01-W,Powder factory,B-DMCP04-EM,B-DMCP04-EM,,,STIC-VDMCP04R0-E,BOTO-L200NAT-PP
B-DMCP04-EM/4,B-DMCP04-EM,KB-EAR0-KMM125,Packaging Material,0.02778,Pc(s),MY-FRLLF02-W,Powder factory,B-DMCP04-EM,B-DMCP04-EM,,,KB-EAR0-KMM125,BOTO-L200NAT-PP
B-DMLP01-EM/6,B-DMLP01-EM,CONT-DMLPR0-EASBS,Packaging Material,1,Pc(s),MY-FRLLF03-W,Powder factory,B-DMLP01-EM,B-DMLP01-EM,,,CONT-DMLPR0-EASBS,BOTO-L200NAT-PP
