"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"","","TUBE-VMP20R0-MO","Regular","1.0","Pc(s)"
"","","DUS-VMP20CR1-MO","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.01667","Pc(s)"
"M-LDGN2-W","6","TUBE-LDG20RLR1-W","Regular","1.0","Pc(s)"
"","","M-LDGN-BULK","Bulk","0.02","kg"
"","","KB-WLS20R2-KMK125CF","Regular","0.02778","Pc(s)"
"","","DUS-LDG20R1-W","Regular","1.0","Pc(s)"
"REM-RLOIMWN2-W","2","REM-RLOIMWA-BULK","Bulk","0.084","kg"
"","","REM-RLOIMWB-BULK","Bulk","0.021","kg"
"","","BOTO-PETCHEERS100-X","Regular","1.0","Pc(s)"
"","","CAP-BRLOIMW-W","Regular","1.0","Pc(s)"
"","","STIC-FRLOIMWN2-W","Regular","1.0","Pc(s)"
"","","STIC-BRLOIMWN2-W","Regular","1.0","Pc(s)"
"","","KB-K100R1-W","Regular","0.0333333","Pc(s)"
"","","PS-CAP-WPVC","Regular","1.0","Pc(s)"
"REM-RLOIMWN1-W","2","REM-RLOIMWA-BULK","Bulk","0.0385","kg"
"","","REM-RLOIMWB-BULK","Bulk","0.0165","kg"
"","","BOTO-PETCHEERS55-X","Regular","1.0","Pc(s)"
"","","CAP-BRLOIMW-W","Regular","1.0","Pc(s)"
"","","STIC-FRLOIMWN1-W","Regular","1.0","Pc(s)"
"","","STIC-BRLOIMWN1-W","Regular","1.0","Pc(s)"
"","","KB-W6040R2-W","Regular","0.025","Pc(s)"
"","","PS-CAP-WPVC","Regular","1.0","Pc(s)"
"P-HBLN2-WL","2","HBL-NFSV1N2-WL","Sample","15.0","Pc(s)"
"","","HBL-NFSV2N2-WL","Sample","15.0","Pc(s)"
"","","HBL-NFSV3N2-WL","Sample","15.0","Pc(s)"
"","","HBL-NFSV4N2-WL","Sample","15.0","Pc(s)"
"","","HBL-NFSV5N2-WL","Sample","15.0","Pc(s)"
"","","KB-WONIIR0-WL","Regular","0.0133333","Pc(s)"
"MA-MSL-W","2","TISU-SMHNSR0-W","Regular","1.0","Pc(s)"
"","","MA-MSL-BULK","Bulk","0.02","kg"
"","","IBOX-LSSMR0-W","Regular","0.1","Pc(s)"
"","","KB-WEPSIR1-W","Regular","0.0125","Pc(s)"
"","","POUC-LSSMR1-W","Regular","1.0","Pc(s)"
"MASK-CLV-EM","3","MASK-CLV-BULK","Bulk","0.006","kg"
"","","BOTO-CLVMR0-E","Regular","1.0","Pc(s)"
"","","PLU-CLVMR0-E","Regular","1.0","Pc(s)"
"","","CAPA-CLVMR0-E","Regular","1.0","Pc(s)"
"","","DUS-CLVMR0-E","Regular","1.0","Pc(s)"
"","","STIC-SCLVMR0-E","Regular","1.0","Pc(s)"
"","","STIC-ECLVMR0-E","Regular","1.0","Pc(s)"
"","","IBOX-BLISER0-E","Regular","0.0833333","Pc(s)"
"","","KB-EBR1-KMK125CF","Regular","0.0166667","Pc(s)"
"L-SLWCC-W","2","L-SLWCC-BULK","Bulk","0.0042","kg"
"","","IBOX-CADLPR0-W","Regular","0.08333","Pc(s)"
"","","DUS-CADLP10R1-W","Regular","1.0","Pc(s)"
"","","BOTO-CADLPR0-W","Regular","1.0","Pc(s)"
"","","CAPA-WCADLPR0-W","Regular","1.0","Pc(s)"
"","","STIC-BCADLP10R0-W","Regular","1.0","Pc(s)"
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)"
"HBW-NFSBWN1A-BD","3","HBW-BW-BULK","Bulk","0.015","kg"
"","","TUBE-NFSBWMSS15-BD","Regular","1.0","Pc(s)"
"","","ENV-NFSBWMSS15R1-BD","Regular","1.0","Pc(s)"
"","","KB-BIOCR0-B","Regular","0.0238095","Pc(s)"
"","","PAPR-KPMBNFS-BD","Regular","0.0238095","Pc(s)"
"EL-LB-MO1,7ML","6","LEL-BLR1MO-X","Regular","1.0","Pc(s)"
"","","DUS-LELR2-MOLG","Regular","1.0","Pc(s)"
"","","KB-MOGCR0-MO","Regular","0.0069444","Pc(s)"
"L-LTA-OMG","5","L-LTA-BULK","Bulk","0.0053","kg"
"","","BOTO-WJKLTSR1-OMG","Regular","1.0","Pc(s)"
"","","CAPA-JKLTS01R1-OMG","Regular","1.0","Pc(s)"
"","","STIC-BJKLTS01R0-OMG","Regular","1.0","Pc(s)"
"","","DUS-JKLTS01R1-OMG","Regular","1.0","Pc(s)"
"","","STIC-PNAJKLTR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-QJKLT01R0-OMG","Regular","1.0","Pc(s)"
"","","IBOX-RRPJKLTSR0-OMG","Regular","0.083333","Pc(s)"
"","","KB-ARGONR0-OMG","Regular","0.010417","Pc(s)"
"L-LTC-OMG","4","L-LTC-BULK","Bulk","0.0053","kg"
"","","BOTO-WJKLTSR1-OMG","Regular","1.0","Pc(s)"
"","","CAPA-JKLTS03R1-OMG","Regular","1.0","Pc(s)"
"","","STIC-BJKLTS03R0-OMG","Regular","1.0","Pc(s)"
"","","DUS-JKLTS03R1-OMG","Regular","1.0","Pc(s)"
"","","STIC-PNAJKLTR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-QJKLT03R0-OMG","Regular","1.0","Pc(s)"
"","","IBOX-RRPJKLTSR0-OMG","Regular","0.083333","Pc(s)"
"","","KB-ARGONR0-OMG","Regular","0.010417","Pc(s)"
"P-RPB03-W","1'","SRM-NSRLSAN2-W","Not Sellable","1.0","Pc(s)"
"","","FT-LFT-W","Sellable","1.0","Pc(s)"
"","","FW-LMGWN2-W","Sellable","1.0","Pc(s)"
"","","F-NSLLFM2-W","Not Sellable","1.0","Pc(s)"
"","","TC-R3LLF02-W","Sellable","1.0","Pc(s)"
"","","BOX-RPL23-W","Regular","1.0","Pc(s)"
"","","BOX-SRPL23-W","Regular","1.0","Pc(s)"
"","","LEAF-RP23-W","Regular","1.0","Pc(s)"
"","","PAP-SPWT40-W","Regular","1.0","Pc(s)"
"","","STIC-DIYRP23-W","Regular","1.0","Pc(s)"
"","","KB-PBCR1-W","Regular","0.1666667","Pc(s)"
"SRM-PGN1-OMG","5","SRM-PG-BULK","Bulk","0.02","kg"
"","","BOTO-GPGS20R1-OMG","Regular","1.0","Pc(s)"
"","","PIP-DB20S-OMG","Regular","1.0","Pc(s)"
"","","STIC-MPGS20R1-OMG","Regular","1.0","Pc(s)"
"","","DUS-PGS20R1-OMG","Regular","1.0","Pc(s)"
"","","STIC-SEPOD20R0-OMG","Regular","1.0","Pc(s)"
"","","KB-XENONR0-OMG","Regular","0.0416667","Pc(s)"
"MY-RAPRT-W","6 (INLINE)","STIC-FAPRT100-WGCE","Regular","1.0","Pc(s)"
"","","A-PRT-BULK","Bulk","0.1","kg"
"","","CAP-BNG100P-","Regular","1.0","Pc(s)"
"","","PLU-BB100N-","Regular","1.0","Pc(s)"
"","","BOTO-BNG100PVC-","Regular","1.0","Pc(s)"
"","","STIC-BAPRT100-WGCE","Regular","1.0","Pc(s)"
"","","KB-W100BR2-KMM125BF","Regular","0.05","Pc(s)"
"","","DUS-APFT100R1-WILG","Regular","1.0","Pc(s)"
"","","STIC-PAAR2-WM","Regular","1.0","Pc(s)"
"MY-LCVM10-W","4","KB-WIOTAR1-W","Regular","0.00521","Pc(s)"
"","","STIC-PACUMLR2-WM","Regular","1.0","Pc(s)"
"","","L-CVM010-W","Sellable","1.0","Pc(s)"
"MY-RANTM-W","7 (INLINE)","A-NTM-BULK","Bulk","0.04","kg"
"","","TUBE-ANTM40R1-W","Regular","1.0","Pc(s)"
"","","DUSS-ANTM40R2-WM","Intermediate Pack","1.0","Pc(s)"
"","","KB-WTHETAR1-W","Regular","0.03333","Pc(s)"
"MY-RADM-W","7 (INLINE)","A-DM-BULK","Bulk","0.04","kg"
"","","TUBE-ADM40R2-W","Regular","1.0","Pc(s)"
"","","DUSS-ADM40R2-WM","Intermediate Pack","1.0","Pc(s)"
"","","KB-WTHETAR1-W","Regular","0.03333","Pc(s)"
"REM-SBMW-W240ML","17","REM-SBMW-BULK","Bulk","0.24","kg"
"","","BOTO-PET240W-WPET","Regular","1.0","Pc(s)"
"","","CAP-BMWR1-WPP","Regular","1.0","Pc(s)"
"","","STIC-FSCMW240R5-W","Regular","1.0","Pc(s)"
"","","STIC-BSCMW240R5-W","Regular","1.0","Pc(s)"
"","","KB-WT100R2-W","Regular","0.05556","Pc(s)"
"S-USSEC-W","5","S-USS-BULK","Bulk","0.17","kg"
"","","BOTO-HFTS1702R3-W","Regular","1.0","Pc(s)"
"","","CAP-BHFTS1702R0-WPP","Regular","1.0","Pc(s)"
"","","STIC-WHTS170-W","Regular","1.0","Pc(s)"
"","","KB-W200R2-W","Regular","0.04166","Pc(s)"
"L-IPMMS01-W3.5G","5","L-IPMMS01-BULK","Bulk","0.0035","kg"
"","","CAPC-IMSLR0-WSM","Regular","1.0","Pc(s)"
"","","CONT-IMSLR0-WUVM","Regular","1.0","Pc(s)"
"","","DUS-IMSLR1-WIMLD","Regular","1.0","Pc(s)"
"","","STIC-BTIMSL1R0-WPNF","Regular","1.0","Pc(s)"
"","","STIC-BCIMSL1R0-WPWG","Regular","1.0","Pc(s)"
"","","IBOX-12IMSLR2-IP","Regular","0.08333","Pc(s)"
"L-IPMMS03-W3.5G","5","L-IPMMS03-BULK","Bulk","0.0035","kg"
"","","CAPC-IMSLR0-WSM","Regular","1.0","Pc(s)"
"","","CONT-IMSLR0-WUVM","Regular","1.0","Pc(s)"
"","","DUS-IMSLR1-WIMLD","Regular","1.0","Pc(s)"
"","","STIC-BTIMSL3R0-WPNF","Regular","1.0","Pc(s)"
"","","STIC-BCIMSL3R0-WPWG","Regular","1.0","Pc(s)"
"","","IBOX-12IMSLR2-IP","Regular","0.08333","Pc(s)"
"S-DFSEC-W","2'","S-HMS-BULK","Bulk","0.17","kg"
"","","BOTO-DFS170R2-WHDPE","Regular","1.0","Pc(s)"
"","","CAP-BDFS170-WPP","Regular","1.0","Pc(s)"
"","","STIC-WDFS170R1-W","Regular","1.0","Pc(s)"
"","","KB-W200R1-W","Regular","0.04167","Pc(s)"
"","","STIC-QRDFS-W","Regular","1.0","Pc(s)"
"L-IPMMS04-W3.5G","5","L-IPMMS04-BULK","Bulk","0.0035","kg"
"","","CAPC-IMSLR0-WSM","Regular","1.0","Pc(s)"
"","","CONT-IMSLR0-WUVM","Regular","1.0","Pc(s)"
"","","DUS-IMSLR1-WIMLD","Regular","1.0","Pc(s)"
"","","STIC-BTIMSL4R0-WPNF","Regular","1.0","Pc(s)"
"","","STIC-BCIMSL4R0-WPWG","Regular","1.0","Pc(s)"
"","","IBOX-12IMSLR2-IP","Regular","0.08333","Pc(s)"
"L-IPMMS05-W3.5G","5","L-IPMMS05-BULK","Bulk","0.0035","kg"
"","","CAPC-IMSLR0-WSM","Regular","1.0","Pc(s)"
"","","CONT-IMSLR0-WUVM","Regular","1.0","Pc(s)"
"","","DUS-IMSLR1-WIMLD","Regular","1.0","Pc(s)"
"","","STIC-BTIMSL5R0-WPNF","Regular","1.0","Pc(s)"
"","","STIC-BCIMSL5R0-WPWG","Regular","1.0","Pc(s)"
"","","IBOX-12IMSLR2-IP","Regular","0.08333","Pc(s)"
"MY-LRIPEI01-W","4 (INLINE)","L-RIPEI01-BULK","Bulk","0.0042","kg"
"","","BOTO-WEIMLR0-IP","Regular","1.0","Pc(s)"
"","","CAPA-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-BEIML01R0-IP","Regular","1.0","Pc(s)"
"","","DUS-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-VEIML01R0-IP","Regular","1.0","Pc(s)"
"","","STIC-PALR2-EM","Regular","1.0","Pc(s)"
"","","IBOX-12IMLPR2-IP","Regular","0.0833333","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.0075758","Pc(s)"
"MY-FSRLN2-W","7 (INLINE)","FS-RLN2-BULK","Bulk","0.05","kg"
"","","TUBE-LGE50-WPBL","Regular","1.0","Pc(s)"
"","","STIC-PAGR2-WM","Regular","1.0","Pc(s)"
"","","KB-K100R1-W","Regular","0.02","Pc(s)"
"MY-SRMASRM-W","4 (INLINE)","SRM-ASRM-BULK","Bulk","0.015","kg"
"","","BOTO-GAACS15R3-W","Regular","1.0","Pc(s)"
"","","PIP-DB20S-X","Regular","1.0","Pc(s)"
"","","DUS-AACS15R1-W","Regular","1.0","Pc(s)"
"","","STIC-PAFR2-EM","Regular","1.0","Pc(s)"
"","","KB-WEGELR0-KMM125CF","Regular","0.0416667","Pc(s)"
"P-RDA-OMG","2","L-MLCM-OMG","Sellable","1.0","Pc(s)"
"","","L-MLCL-OMG","Sellable","1.0","Pc(s)"
"","","TWC-OMGM-OMG","Sellable","1.0","Pc(s)"
"","","DUS-GTDPL-OMG","Regular","1.0","Pc(s)"
"","","PART-GTDPL-OMG","Regular","1.0","Pc(s)"
"","","KB-PBCR1-W","Regular","0.0769231","Pc(s)"
"P-RDB-OMG","2","L-MLCK-OMG","Sellable","1.0","Pc(s)"
"","","L-MLCL-OMG","Sellable","1.0","Pc(s)"
"","","DUS-GEDPL-OMG","Regular","1.0","Pc(s)"
"","","PART-GEDPL-OMG","Regular","1.0","Pc(s)"
"","","KB-NEONR0-OMG","Regular","0.0769231","Pc(s)"
"MY-LRIPEI02-W","4 (INLINE)","L-RIPEI02-BULK","Bulk","0.0042","kg"
"","","BOTO-WEIMLR0-IP","Regular","1.0","Pc(s)"
"","","CAPA-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-BEIML02R0-IP","Regular","1.0","Pc(s)"
"","","DUS-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-VEIML02R0-IP","Regular","1.0","Pc(s)"
"","","STIC-PALR2-EM","Regular","1.0","Pc(s)"
"","","IBOX-12IMLPR2-IP","Regular","0.0833333","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.0075758","Pc(s)"
"F-RVLPWFC31-MO","2","F-RVLPWFC31-BULK","Bulk","0.04","kg"
"","","BOTO-PWLF24H-MO","Regular","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)"
"","","PU-PWLF24H-MO","Regular","1.0","Pc(s)"
"","","CAP-PWLF24H-MO","Regular","1.0","Pc(s)"
"","","STIC-BPWLF24HC31-MO","Regular","1.0","Pc(s)"
"","","DUS-PWLF24HR1-MO","Regular","1.0","Pc(s)"
"","","PART-PWLF24H-MO","Regular","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","Regular","0.04","Pc(s)"
"","","STIC-VPWLF24HC31-MO","Regular","1.0","Pc(s)"
"MY-LRIPEI03-W","4 (INLINE)","L-RIPEI03-BULK","Bulk","0.0042","kg"
"","","BOTO-WEIMLR0-IP","Regular","1.0","Pc(s)"
"","","CAPA-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-BEIML03R0-IP","Regular","1.0","Pc(s)"
"","","DUS-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-VEIML03R0-IP","Regular","1.0","Pc(s)"
"","","STIC-PALR2-EM","Regular","1.0","Pc(s)"
"","","IBOX-12IMLPR2-IP","Regular","0.0833333","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.0075758","Pc(s)"
"MY-REMLOIMWN2-W","4 (INLINE)","BOTO-PET100W-WPET","Regular","1.0","Pc(s)"
"","","REM-LOIMWB-BULK","Bulk","0.023","kg"
"","","REM-LOIMW-BULK","Bulk","0.075","kg"
"","","KB-W100BR2-KMM125BF","Regular","0.03571","Pc(s)"
"","","STIC-SLMOIWR1-W100","Regular","1.0","Pc(s)"
"","","CAP-BMWR1-WPP","Regular","1.0","Pc(s)"
"","","PS-CAP-WPVC","Regular","1.0","Pc(s)"
"","","STIC-PAGR2-WM","Regular","1.0","Pc(s)"
"MY-RBESFBBLP-W","3 (INLINE)","SHIF-ESFBBLP-WPP","Regular","1.0","Pc(s)"
"","","CONT-ESFBBLP-WASBS","Regular","1.0","Pc(s)"
"","","COVE-ESFBBLP-WASBS","Regular","1.0","Pc(s)"
"","","B-ESFBBLP-BULK","Bulk","0.008","kg"
"","","STIC-BOTESFBBLP-WCNF","Regular","1.0","Pc(s)"
"","","PUFF-ESFBBLP-WCC","Regular","1.0","Pc(s)"
"","","DUS-ESFBBLP-WIMLD","Regular","1.0","Pc(s)"
"","","KB-W200R1-W","Regular","0.01234","Pc(s)"
"","","STIC-PAGR2-WM","Regular","1.0","Pc(s)"
"MY-BOCOCBMM-W","2","KB-W100BR2-KMM125BF","Regular","0.00833","Pc(s)"
"","","STIC-PAGR2-WM","Regular","1.0","Pc(s)"
"","","BO-COCBMM-W","Sellable","1.0","Pc(s)"
"MY-LRIPEI04-W","4 (INLINE)","L-RIPEI04-BULK","Bulk","0.0042","kg"
"","","CAPA-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","BOTO-WEIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-BEIML04R0-IP","Regular","1.0","Pc(s)"
"","","DUS-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-VEIML04R0-IP","Regular","1.0","Pc(s)"
"","","STIC-PALR2-EM","Regular","1.0","Pc(s)"
"","","IBOX-12IMLPR2-IP","Regular","0.0833333","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.0075758","Pc(s)"
"MY-SRMRWSPTEN4-W","3","SRM-RWSPTEN4-W","Sellable","1.0","Pc(s)"
"","","KB-WALPHAR1-W","Regular","0.05","Pc(s)"
"","","STIC-PAGR2-WM","Regular","1.0","Pc(s)"
"L-MC02-EM","1","L-MC02-BULK","Bulk","0.002","kg"
"","","CAPC-MTCR0-E","Regular","1.0","Pc(s)"
"","","CONT-MTCR0-E","Regular","1.0","Pc(s)"
"","","STIC-BMTC2R0-E","Regular","1.0","Pc(s)"
"","","DUS-MTC2R0-E","Regular","1.0","Pc(s)"
"","","IBOX-12EE-ED31","Regular","0.0833333","Pc(s)"
"","","KB-ECR1-KMK125CF","Regular","0.0069444","Pc(s)"
"M-AGDC-W30GR","10","DUS-RYAADCCR1-WIMVG","Regular","1.0","Pc(s)"
"","","KB-GKMK-W","Regular","0.04167","Pc(s)"
"","","POT-GRDWR0-W","Regular","1.0","Pc(s)"
"","","CAPP-GRDR0-W","Regular","1.0","Pc(s)"
"","","PLU-PGRDR0-W","Regular","1.0","Pc(s)"
"","","M-AGDC-BULK","Bulk","0.0308","kg"
"L-MC01-EM","1","L-MC01-BULK","Bulk","0.002","kg"
"","","CAPC-MTCR0-E","Regular","1.0","Pc(s)"
"","","CONT-MTCR0-E","Regular","1.0","Pc(s)"
"","","STIC-BMTC1R0-E","Regular","1.0","Pc(s)"
"","","DUS-MTC1R0-E","Regular","1.0","Pc(s)"
"","","IBOX-12EE-ED31","Regular","0.0833333","Pc(s)"
"","","KB-ECR1-KMK125CF","Regular","0.0069444","Pc(s)"
"L-MC05-EM","1","L-MC05-BULK","Bulk","0.002","kg"
"","","CAPC-MTCR0-E","Regular","1.0","Pc(s)"
"","","CONT-MTCR0-E","Regular","1.0","Pc(s)"
"","","STIC-BMTC5R0-E","Regular","1.0","Pc(s)"
"","","DUS-MTC5R0-E","Regular","1.0","Pc(s)"
"","","IBOX-12EE-ED31","Regular","0.0833333","Pc(s)"
"","","KB-ECR1-KMK125CF","Regular","0.0069444","Pc(s)"
"L-MC06-EM","1","L-MC06-BULK","Bulk","0.002","kg"
"","","CAPC-MTCR0-E","Regular","1.0","Pc(s)"
"","","CONT-MTCR0-E","Regular","1.0","Pc(s)"
"","","STIC-BMTC6R0-E","Regular","1.0","Pc(s)"
"","","DUS-MTC6R0-E","Regular","1.0","Pc(s)"
"","","IBOX-12EE-ED31","Regular","0.0833333","Pc(s)"
"","","KB-ECR1-KMK125CF","Regular","0.0069444","Pc(s)"
"L-TLT-OMG","1","L-TLTA-OMG","Refill","1.0","Pc(s)"
"","","L-TLTB-OMG","Refill","1.0","Pc(s)"
"","","L-TLTC-OMG","Refill","1.0","Pc(s)"
"","","L-TLTD-OMG","Refill","1.0","Pc(s)"
"","","IBOX-RRPJKLTSR0-OMG","Regular","1.0","Pc(s)"
"","","PART-IRRPTJKLTSR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-QTJKLTSR0-OMG","Regular","1.0","Pc(s)"
"","","KB-ARGONR0-OMG","Regular","0.125","Pc(s)"
"MY-RLIPGC02-W","3","L-IPGC02-W2.7G","Sellable","1.0","Pc(s)"
"","","STIC-PAELR1-WM","Regular","1.0","Pc(s)"
"","","KB-WEPSIR1-W","Regular","0.00521","Pc(s)"
"MY-RAFP-W","7 (INLINE)","A-FPW3-BULK","Bulk","0.02","kg"
"","","DUS-AFPR2-WACLG","Regular","1.0","Pc(s)"
"","","STIC-BTAFPRR2-W","Regular","1.0","Pc(s)"
"","","SHIF-CAFPR1-W","Regular","1.0","Pc(s)"
"","","CONT-AFP-WASN","Regular","1.0","Pc(s)"
"","","CAP-CAFP-WASABS","Regular","1.0","Pc(s)"
"","","PUFF-AFP-WMFLH","Regular","1.0","Pc(s)"
"","","STIC-PAGR2-WM","Regular","1.0","Pc(s)"
"","","KB-W200R1-W","Regular","0.02083","Pc(s)"
"HSP-P1N1G1S-P200","6","HSP-N1G1S-BULK","Bulk","0.2","kg"
"","","BOTP-HSNASH200R2-P","Intermediate Pack","1.0","Pc(s)"
"","","PU-SBL200WR1-P","Regular","1.0","Pc(s)"
"","","PS-HS200-75202T80-P","Regular","1.05","Pc(s)"
"","","STIC-PSHSNASHH2-11SV","Regular","1.0","Pc(s)"
"","","KB-PHS200R1-P","Regular","0.04167","Pc(s)"
"MY-LRIPEI05-W","4 (INLINE)","L-RIPEI05-BULK","Bulk","0.0042","kg"
"","","BOTO-WEIMLR0-IP","Regular","1.0","Pc(s)"
"","","CAPA-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-BEIML05R0-IP","Regular","1.0","Pc(s)"
"","","DUS-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-VEIML05R0-IP","Regular","1.0","Pc(s)"
"","","STIC-PALR2-EM","Regular","1.0","Pc(s)"
"","","IBOX-12IMLPR2-IP","Regular","0.0833333","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.0075758","Pc(s)"
"MY-LRIPEI06-W","4 (INLINE","L-RIPEI06-BULK","Bulk","0.0042","kg"
"","","BOTO-WEIMLR0-IP","Regular","1.0","Pc(s)"
"","","CAPA-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-BEIML06R0-IP","Regular","1.0","Pc(s)"
"","","DUS-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-VEIML06R0-IP","Regular","1.0","Pc(s)"
"","","STIC-PALR2-EM","Regular","1.0","Pc(s)"
"","","IBOX-12IMLPR2-IP","Regular","0.0833333","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.0075758","Pc(s)"
"MY-BOCOCBSP-W","2","BO-COCBSP-W","Sellable","1.0","Pc(s)"
"","","KB-W100BR2-KMM125BF","Regular","0.00833","Pc(s)"
"","","STIC-PAGR2-WM","Regular","1.0","Pc(s)"
"MY-LRIPEI07-W","4 (INLINE)","L-RIPEI07-BULK","Bulk","0.0042","kg"
"","","BOTO-WEIMLR0-IP","Regular","1.0","Pc(s)"
"","","CAPA-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-BEIML07R0-IP","Regular","1.0","Pc(s)"
"","","DUS-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-VEIML07R0-IP","Regular","1.0","Pc(s)"
"","","STIC-PALR2-EM","Regular","1.0","Pc(s)"
"","","IBOX-12IMLPR2-IP","Regular","0.0833333","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.0075758","Pc(s)"
"MY-LRIPEI08-W","4 (INLINE)","L-RIPEI08-BULK","Bulk","0.0042","kg"
"","","BOTO-WEIMLR0-IP","Regular","1.0","Pc(s)"
"","","CAPA-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-BEIML08R0-IP","Regular","1.0","Pc(s)"
"","","DUS-EIMLR0-IP","Regular","1.0","Pc(s)"
"","","STIC-VEIML08R0-IP","Regular","1.0","Pc(s)"
"","","STIC-PALR2-EM","Regular","1.0","Pc(s)"
"","","IBOX-12IMLPR2-IP","Regular","0.0833333","Pc(s)"
"","","KB-WIPSKMMR1-W","Regular","0.0075758","Pc(s)"
"LT-CR01-EM","3","IBOX-12EA-WD31","Regular","0.08333","Pc(s)"
"","","DUS-CT01R1-E","Regular","1.0","Pc(s)"
"","","BOTO-CTR0-E","Regular","1.0","Pc(s)"
"","","STIC-BCT1R0-E","Regular","1.0","Pc(s)"
"","","CAPA-WCTR0-E","Regular","1.0","Pc(s)"
"","","LT-CR01-BULK","Bulk","0.0036","kg"
"","","KB-EBR1-KMK125CF","Regular","0.01042","Pc(s)"
"L-IPCS06-W","2","IBOX-12IMLPR2-IP","Regular","0.08333","Pc(s)"
"","","DUS-ILSLSR0-W","Regular","1.0","Pc(s)"
"","","STIC-VILSLS06R0-W","Regular","1.0","Pc(s)"
"","","L-IPCS06-BULK","Bulk","0.0042","kg"
"","","KB-WIPSKMMR1-W","Regular","0.00758","Pc(s)"
"","","BOTP-ILSLS06R0-W","Intermediate Pack","1.0","Pc(s)"
"","","CAPA-ILSLSR0-W","Regular","1.0","Pc(s)"
"","","STIC-BILSLS06R0-W","Regular","1.0","Pc(s)"
"F-TL06-OMG","3","F-L06-BULK","Bulk","0.025","kg"
"","","CAP-BCLFR0-OMG","Regular","1.0","Pc(s)"
"","","BOTO-CLFR0-OMG","Regular","1.0","Pc(s)"
"","","PLU-BCLFR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-FCLF52NCR0-OMG","Regular","1.0","Pc(s)"
"","","STIC-BCLF52NCR1-OMG","Regular","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)"
"","","KB-XENONR0-OMG","Regular","0.0227273","Pc(s)"
"MY-LCM15-EM","4 (INLINE)","L-CM15-BULK","Bulk","0.0055","kg"
"","","BOTO-PCMR1-E","Regular","1.0","Pc(s)"
"","","CAPA-CMR0-EM","Regular","1.0","Pc(s)"
"","","STIC-BOTCMCPR0-EOPPT","Regular","1.0","Pc(s)"
"","","DUS-CMCPR0-EILD","Regular","1.0","Pc(s)"
"","","IBOX-12EE-ED31","Regular","0.0833333","Pc(s)"
"","","KB-ECR1-KMK125CF","Regular","0.0069444","Pc(s)"
"","","STIC-PANR1-EM","Regular","1.0","Pc(s)"
"FW-RWSABHA-W","5","FW-RWSABHA-BULK","Bulk","0.1","kg"
"","","TUBE-CSFCNAP100R1-W","Regular","1.0","Pc(s)"
"","","KB-WT100R2-W","Regular","0.03333","Pc(s)"
"LB-SR-EM4.2GR","2","L-LS-SR-BULK","Bulk","0.0042","kg"
"","","POT-SRLSR0-EAS","Regular","1.0","Pc(s)"
"","","CAPP-SRLSR0-EASABS","Regular","1.0","Pc(s)"
"","","STIC-BOTSRLSR0-ECNF","Regular","1.0","Pc(s)"
"","","DUS-SRLSR0-EILD","Regular","1.0","Pc(s)"
"","","STIC-QRSRLSR0-E","Regular","1.0","Pc(s)"
"","","KB-EAR0-KMM125","Regular","0.00694","Pc(s)"
"MA-MSLP-W","2","MA-MSL-BULK","Bulk","0.02","kg"
"","","TISU-SMHNSR0-W","Regular","1.0","Pc(s)"
"","","POUC-LSSMR1-W","Regular","1.0","Pc(s)"
"MY-RREMSCMWN2-W","9 (INLINE)","CAP-BMWR1-WPP","Regular","1.0","Pc(s)"
