"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/General Subcategory","BoM Lines/Quantity","BoM Lines/Product Unit of Measure","Created on"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)",""
"","","KB-WLTWCB-KMM125CF","Regular","0.02777","Pc(s)",""
"TC-TLLFNC4-W12G","1","TC-W1LNC4-W12GR","Sellable","1.0","Pc(s)","2022-03-01 10:50:54"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)",""
"","","KB-WLTWCB-KMM125CF","Regular","0.02777","Pc(s)",""
"TC-TLLFSPC3-W12G","1","TC-W1LSPC3-W12GR","Sellable","1.0","Pc(s)","2022-03-01 10:50:55"
"","","STIC-TESTER-WPSM","Regular","1.0","Pc(s)",""
"","","KB-WLTWCB-KMM125CF","Regular","0.02777","Pc(s)",""
"TC-W2TELB2-W12G","2","CONT-LUMTWCWR1C-HTHS","Regular","1.0","Pc(s)","2022-03-01 10:51:05"
"","","PLAS-DMTWCLWNL-D5808","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BOTELTWC2-WC","Regular","1.0","Pc(s)",""
"","","KB-WELTWCB-KMM125CF","Regular","0.02778","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TC-W1C2-BULK","Bulk","0.012","kg",""
"TC-W2TELI3-W12G","2","CONT-LUMTWCWR1C-HTHS","Regular","1.0","Pc(s)","2022-03-01 10:51:07"
"","","PLAS-DMTWCLWNL-D5808","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BOTELTWC3-WC","Regular","1.0","Pc(s)",""
"","","KB-WELTWCB-KMM125CF","Regular","0.02778","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TC-W1C3-BULK","Bulk","0.012","kg",""
"TC-W2TELLB1-W12G","2","CONT-LUMTWCWR1C-HTHS","Regular","1.0","Pc(s)","2022-03-01 10:51:08"
"","","PLAS-DMTWCLWNL-D5808","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BOTELTWC1-WC","Regular","1.0","Pc(s)",""
"","","KB-WELTWCB-KMM125CF","Regular","0.02778","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TC-W1C1-BULK","Bulk","0.012","kg",""
"TC-W2TELLI4-W12G","2","CONT-LUMTWCWR1C-HTHS","Regular","1.0","Pc(s)","2022-03-01 10:51:10"
"","","PLAS-DMTWCLWNL-D5808","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BOTELTWC4-WC","Regular","1.0","Pc(s)",""
"","","KB-WELTWCB-KMM125CF","Regular","0.02778","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TC-W1I2C4-BULK","Bulk","0.012","kg",""
"TC-W3ELB2-W12G","9","CONT-LUMTWCWR1C-HTHS","Regular","1.0","Pc(s)","2022-03-01 10:51:11"
"","","PLAS-DMTWCLWNL-D5808","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BOTELTWC2-WC","Regular","1.0","Pc(s)",""
"","","DUS-ELTWC02R1-WILG","Regular","1.0","Pc(s)",""
"","","KB-WELTWCB-KMM125CF","Regular","0.02778","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TC-W1C2-BULK","Bulk","0.012","kg",""
"TC-W3ELI3-W12G","9","CONT-LUMTWCWR1C-HTHS","Regular","1.0","Pc(s)","2022-03-01 10:51:12"
"","","PLAS-DMTWCLWNL-D5808","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BOTELTWC3-WC","Regular","1.0","Pc(s)",""
"","","DUS-ELTWC03R1-WILG","Regular","1.0","Pc(s)",""
"","","KB-WELTWCB-KMM125CF","Regular","0.02778","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TC-W1C3-BULK","Bulk","0.012","kg",""
"TC-W3ELLB1-W12G","9","CONT-LUMTWCWR1C-HTHS","Regular","1.0","Pc(s)","2022-03-01 10:51:13"
"","","PLAS-DMTWCLWNL-D5808","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BOTELTWC1-WC","Regular","1.0","Pc(s)",""
"","","DUS-ELTWC01R1-WILG","Regular","1.0","Pc(s)",""
"","","KB-WELTWCB-KMM125CF","Regular","0.02778","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TC-W1C1-BULK","Bulk","0.012","kg",""
"TC-W3ELLI4-W12G","8","CONT-LUMTWCWR1C-HTHS","Regular","1.0","Pc(s)","2022-03-01 10:51:15"
"","","PLAS-DMTWCLWNL-D5808","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BOTELTWC4-WC","Regular","1.0","Pc(s)",""
"","","DUS-ELTWC04R1-WILG","Regular","1.0","Pc(s)",""
"","","KB-WELTWCB-KMM125CF","Regular","0.02778","Pc(s)",""
"","","GODE-TWC5,4B-SM-P","Regular","1.0","Pc(s)",""
"","","TC-W1I2C4-BULK","Bulk","0.012","kg",""
"BO-TGA-W4GR","3","BO-W1A1&2RNFS4G-W","Refill","1.0","Pc(s)","2022-03-01 10:51:17"
"BO-TGB-W4GR","3","BO-W1B1&2RNFS4G-W","Refill","1.0","Pc(s)","2022-03-01 10:51:17"
"BO-TGC-W4GR","3","BO-W1C1&2RNFS4G-W","Refill","1.0","Pc(s)","2022-03-01 10:51:18"
"BO-TSKCC08-MO6G","1","BO-08CCRNFSN3,5-MO","Refill","1.0","Pc(s)","2022-03-01 10:51:18"
"BO-TSKPF01-MO6G","2","BO-S01PF6GRRNFS-MO","Refill","1.0","Pc(s)","2022-03-01 10:51:20"
"WJ-P1WS-P100","1","KB-P250-P252X162X15K","Regular","0.04166","Pc(s)","2022-03-01 10:51:54"
"","","HJ-P-BULK","Bulk","0.1","kg",""
"","","TUBE-WJ100PD41T-5WVG","Regular","1.0","Set",""
"BO-W1A-W4GR","8","BO-W1A-02 BULK","Bulk","0.0021","kg","2022-03-01 10:52:02"
"","","PS-PVCEESBOR1-WPVC","Regular","1.0","Pc(s)",""
"","","CONT-BOEW-SAN","Regular","1.0","Pc(s)",""
"","","BO-W1A-01 BULK","Bulk","0.0021","kg",""
"","","GODE-BOER0-WAL","Regular","1.0","Pc(s)",""
"","","STIC-BOTBOAR0-WPSM","Regular","1.0","Pc(s)",""
"","","PLAS-DMEESBO-WPVC","Regular","1.0","Pc(s)",""
"","","KUAS-BOBKWC-BTS","Regular","1.0","Pc(s)",""
"","","KB-W6040R1-KMM125BF","Regular","0.00833","Pc(s)",""
"BO-W1A-W4GR","99","PS-PVCEESBOR1-WPVC","Regular","1.0","Pc(s)","2022-03-01 10:52:02"
"FM-CDS-W","2","KB-WW2430R2-W","Regular","0.04167","Pc(s)","2022-03-01 10:52:22"
"","","FM-CDS-BULK","Bulk","0.03","kg",""
"","","POT-CDSM30R0-W","Regular","1.0","Pc(s)",""
"","","PLU-PCDSM30R0-W","Regular","1.0","Pc(s)",""
"","","CAP-PCDSM30R0-W","Regular","1.0","Pc(s)",""
"","","DUS-CDSM30R1-W","Regular","1.0","Pc(s)",""
"L-CVM014-W","1","L-CVM014-BULK","Bulk","0.004","kg","2022-03-01 10:52:27"
"","","BOTO-CVML14R0-W","Regular","1.0","Pc(s)",""
"","","CAPA-WCVML14R0-W","Regular","1.0","Pc(s)",""
"","","STIC-BCVML14R0-W","Regular","1.0","Pc(s)",""
"","","STIC-VCVML14R0-W","Regular","1.0","Pc(s)",""
"","","PS-CVMLMR1-W","Regular","1.0","Pc(s)",""
"","","IBOX-AR0-W","Regular","0.0625","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00521","Pc(s)",""
"LT-MPSG-EM5.5ML","2","STIC-BOTMPSGR1-E","Regular","1.0","Pc(s)","2022-03-01 10:52:34"
"","","LT-MPSG-BULK","Bulk","0.0055","kg",""
"","","BOTO-MPR1-EM","Regular","1.0","Pc(s)",""
"","","CAPA-MPR0-EM","Regular","1.0","Pc(s)",""
"","","DUS-MPSGR0-EILD","Regular","1.0","Pc(s)",""
"","","IBOX-12EE-ED31","Regular","0.08333","Pc(s)",""
"","","KB-ECR0-KMM125","Regular","0.00758","Pc(s)",""
"ES-ECL-W3,3GR","4","KB-W6040R2-W","Regular","0.00833","Pc(s)","2022-03-01 10:52:38"
"","","ES-W1F-01-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","ES-W1F-02-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","ES-W0K-03-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","CONT-ESEW-SAN","Regular","1.0","Pc(s)",""
"","","KUAS-ESSNBRWP2K-BT","Regular","1.0","Pc(s)",""
"","","PLAS-DMEESBO-WPVC","Regular","1.0","Pc(s)",""
"","","STIC-BOTEESC-WPSM","Regular","1.0","Pc(s)",""
"","","PS-PVCEESBOR1-WPVC","Regular","1.0","Pc(s)",""
"TC-RRE01-W","3","KB-W6040R2-W","Regular","0.02222","Pc(s)","2022-03-01 10:52:38"
"","","TC-PC02-BULK","Bulk","0.012","kg",""
"","","CONT-ELERLR0-WPP","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTETCR1R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWCR1R1-WRL","Regular","1.0","Pc(s)",""
"TC-RRE02-W","3","KB-W6040R2-W","Regular","0.02222","Pc(s)","2022-03-01 10:52:39"
"","","TC-PC08-BULK","Bulk","0.012","kg",""
"","","CONT-ELERLR0-WPP","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTETCR2R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWCR2R1-WRL","Regular","1.0","Pc(s)",""
"TC-RRE03-W","3","KB-W6040R2-W","Regular","0.02222","Pc(s)","2022-03-01 10:52:40"
"","","TC-PC03-BULK","Bulk","0.012","kg",""
"","","CONT-ELERLR0-WPP","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTETCR3R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWCR3R1-WRL","Regular","1.0","Pc(s)",""
"TC-RRE04-W","3","KB-W6040R2-W","Regular","0.02222","Pc(s)","2022-03-01 10:52:41"
"","","TC-PC04-BULK","Bulk","0.012","kg",""
"","","CONT-ELERLR0-WPP","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTETCR4R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWCR4R1-WRL","Regular","1.0","Pc(s)",""
"TC-RRE05-W","3","KB-W6040R2-W","Regular","0.02222","Pc(s)","2022-03-01 10:52:42"
"","","TC-PC05-BULK","Bulk","0.012","kg",""
"","","CONT-ELERLR0-WPP","Regular","1.0","Pc(s)",""
"","","GODE-CPTZB-SMD59A-P","Regular","1.0","Pc(s)",""
"","","PLAS-DMTWCEWNL-D608M","Regular","1.0","Pc(s)",""
"","","PUFF-TWCNBRD545-T","Regular","1.0","Pc(s)",""
"","","STIC-BTETCR5R0-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ETWCR5R1-WRL","Regular","1.0","Pc(s)",""
"ES-W1G-W3,3GR","4","KB-W6040R2-W","Regular","0.00833","Pc(s)","2022-03-01 10:52:43"
"","","ES-W1G-01-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","ES-W1G-02-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","ES-W1G-03-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","CONT-ESEW-SAN","Regular","1.0","Pc(s)",""
"","","KUAS-ESSNBRWP2K-BT","Regular","1.0","Pc(s)",""
"","","PLAS-DMEESBO-WPVC","Regular","1.0","Pc(s)",""
"","","STIC-BOTESGR0-WPSM","Regular","1.0","Pc(s)",""
"","","PS-PVCEESBOR1-WPVC","Regular","1.0","Pc(s)",""
"ES-W0I-W3,3GR","4","KB-W6040R2-W","Regular","0.00833","Pc(s)","2022-03-01 10:52:45"
"","","ES-W0I-01-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","ES-W0I-02-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","ES-W0I-03-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","CONT-ESEW-SAN","Regular","1.0","Pc(s)",""
"","","KUAS-ESSNBRWP2K-BT","Regular","1.0","Pc(s)",""
"","","PLAS-DMEESBO-WPVC","Regular","1.0","Pc(s)",""
"","","STIC-BOTESIR0-WPSM","Regular","1.0","Pc(s)",""
"","","PS-PVCEESBOR1-WPVC","Regular","1.0","Pc(s)",""
"ES-W1A-W3,3GR","4","ES-W1A-01-RP-W1,1GR","Refill","1.0","Pc(s)","2022-03-01 10:52:49"
"","","ES-W1A-02-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","ES-W1A-03-RP-W1,1GR","Refill","1.0","Pc(s)",""
"","","CONT-ESEW-SAN","Regular","1.0","Pc(s)",""
"","","KUAS-ESSNBRWP2K-BT","Regular","1.0","Pc(s)",""
"","","PLAS-DMEESBO-WPVC","Regular","1.0","Pc(s)",""
"","","KB-W6040R2-W","Regular","0.00833","Pc(s)",""
"","","STIC-BOTESAR0-WPSM","Regular","1.0","Pc(s)",""
"","","PS-PVCEESBOR1-WPVC","Regular","1.0","Pc(s)",""
"L-CVM01-W","6","BOTO-CVMLM1R1-W","Regular","1.0","Pc(s)","2022-03-01 10:52:51"
"","","CAPA-WCVMLM1R1-W","Regular","1.0","Pc(s)",""
"","","L-CVM01-BULK","Bulk","0.004","kg",""
"","","STIC-BCVMLM1R1-W","Regular","1.0","Pc(s)",""
"","","STIC-VCVMLM1R1-W","Regular","1.0","Pc(s)",""
"","","PS-CVMLMR1-W","Regular","1.0","Pc(s)",""
"","","IBOX-AR0-W","Regular","0.0625","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00521","Pc(s)",""
"LT-MPSR-EM5.5ML","3","DUS-MP01SRR1-E","Regular","1.0","Pc(s)","2022-03-01 10:52:54"
"","","LT-MPSR-BULK","Bulk","0.0055","kg",""
"","","BOTO-MPR1-EM","Regular","1.0","Pc(s)",""
"","","CAPA-MPR0-EM","Regular","1.0","Pc(s)",""
"","","STIC-BOTMPSRR1-E","Regular","1.0","Pc(s)",""
"","","IBOX-12EE-ED31","Regular","0.08333","Pc(s)",""
"","","KB-ECR0-KMM125","Regular","0.00758","Pc(s)",""
"L-EMC04-W4GR","11","CAPA-EMLCR2-W","Regular","1.0","Pc(s)","2022-03-01 10:53:01"
"","","STIC-BOTEMLC04R-0WPS","Regular","1.0","Pc(s)",""
"","","IBOX-12EMLCR0-WDNF","Regular","0.08333","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"","","DUSS-EMLC04H-W","Intermediate Pack","1.0","Pc(s)",""
"","","L-EMC04-BULK","Bulk","0.004","kg",""
"","","BOTO-EMLCR1-W","Regular","1.0","Pc(s)",""
"","","PLU-BEMLCR0-W","Regular","1.0","Pc(s)",""
"L-EMC11-W4GR","11","DUSS-EMLC11H-W","Intermediate Pack","1.0","Pc(s)","2022-03-01 10:53:02"
"","","L-EMC11-BULK","Bulk","0.004","kg",""
"","","BOTO-EMLCR1-W","Regular","1.0","Pc(s)",""
"","","PLU-BEMLCR0-W","Regular","1.0","Pc(s)",""
"","","CAPA-EMLCR2-W","Regular","1.0","Pc(s)",""
"","","STIC-BOTEMLC11R-0WPS","Regular","1.0","Pc(s)",""
"","","IBOX-12EMLCR0-WDNF","Regular","0.08333","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"L-EMC16-W4GR","7","DUSS-EMLC16H-W","Intermediate Pack","1.0","Pc(s)","2022-03-01 10:53:03"
"","","L-EMC16-BULK","Bulk","0.004","kg",""
"","","BOTO-EMLCR1-W","Regular","1.0","Pc(s)",""
"","","PLU-BEMLCR0-W","Regular","1.0","Pc(s)",""
"","","CAPA-EMLCR2-W","Regular","1.0","Pc(s)",""
"","","STIC-BOTEMLC16R-0WPS","Regular","1.0","Pc(s)",""
"","","IBOX-12EMLCR0-WDNF","Regular","0.08333","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"L-EMC10-W4GR","10","DUSS-EMLC10H-W","Intermediate Pack","1.0","Pc(s)","2022-03-01 10:53:04"
"","","L-EMC10-BULK","Bulk","0.004","kg",""
"","","BOTO-EMLCR1-W","Regular","1.0","Pc(s)",""
"","","PLU-BEMLCR0-W","Regular","1.0","Pc(s)",""
"","","CAPA-EMLCR2-W","Regular","1.0","Pc(s)",""
"","","STIC-BOTEMLC10R-0WPS","Regular","1.0","Pc(s)",""
"","","IBOX-12EMLCR0-WDNF","Regular","0.08333","Pc(s)",""
"","","KB-WIOTAR1-W","Regular","0.00694","Pc(s)",""
"F-RELF05-W","5","BOTO-GELFRLR0-W","Regular","1.0","Pc(s)","2022-03-01 10:53:05"
"","","PU-LBGELFR0-WRL","Regular","1.0","Pc(s)",""
"","","CAP-PLBGELFR0-WRL","Regular","1.0","Pc(s)",""
"","","F-RELF05-BULK","Bulk","0.02","kg",""
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)",""
"","","STIC-BOTELF05-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ELF05CBR1-WVG","Regular","1.0","Pc(s)",""
"","","KB-W6040R2-W","Regular","0.03571","Pc(s)",""
"SRM-AGIS-W17ML","4","KB-W6040R2-W","Regular","0.03333","Pc(s)","2022-03-01 10:53:07"
"","","SRM-AGIS-BULK","Bulk","0.0174","kg",""
"","","BOTO-GRYAASW-GPPP1WH","Regular","1.0","Pc(s)",""
"","","PIP-DWSEW-ESW","Regular","1.0","Pc(s)",""
"","","DUS-RYAAS-WIMLG","Regular","1.0","Pc(s)",""
"","","BW-P1R0-X","Regular","0.03333","Pc(s)",""
"F-RELF02-W","6","KB-W6040R2-W","Regular","0.03571","Pc(s)","2022-03-01 10:53:08"
"","","F-RELF02-BULK","Bulk","0.02","kg",""
"","","BOTO-GELFRLR0-W","Regular","1.0","Pc(s)",""
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)",""
"","","PU-LBGELFR0-WRL","Regular","1.0","Pc(s)",""
"","","CAP-PLBGELFR0-WRL","Regular","1.0","Pc(s)",""
"","","STIC-BOTELF02-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ELF02SPR1-WVG","Regular","1.0","Pc(s)",""
"F-RELF04-W","6","F-RELF04-BULK","Bulk","0.02","kg","2022-03-01 10:53:09"
"","","KB-W6040R2-W","Regular","0.03571","Pc(s)",""
"","","BOTO-GELFRLR0-W","Regular","1.0","Pc(s)",""
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)",""
"","","PU-LBGELFR0-WRL","Regular","1.0","Pc(s)",""
"","","CAP-PLBGELFR0-WRL","Regular","1.0","Pc(s)",""
"","","STIC-BOTELF04-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ELF04NR1-WVG","Regular","1.0","Pc(s)",""
"F-RELF01-W","6","F-RELF01-BULK","Bulk","0.02","kg","2022-03-01 10:53:13"
"","","BOTO-GELFRLR0-W","Regular","1.0","Pc(s)",""
"","","CAP-PLBGELFR0-WRL","Regular","1.0","Pc(s)",""
"","","STIC-BOTELF01-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ELF01LBR1-WVG","Regular","1.0","Pc(s)",""
"","","KB-W6040R2-W","Regular","0.03571","Pc(s)",""
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)",""
"","","PU-LBGELFR0-WRL","Regular","1.0","Pc(s)",""
"L-PTMC01-MO","3","KB-MOCC36R1-270CF","Regular","0.00757","Pc(s)","2022-03-01 10:53:21"
"","","CAPA-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","L-PTMC01-BULK","Bulk","0.007","kg",""
"","","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","STIC-BPTMLC1R0-MO","Regular","1.0","Pc(s)",""
"","","DUS-PTMLC1R0-MO","Regular","1.0","Pc(s)",""
"","","IBOX-CR0-MO","Regular","0.08333","Pc(s)",""
"L-PTMC03-MO","3","CAPA-PTMLCR1-MO","Regular","1.0","Pc(s)","2022-03-01 10:53:22"
"","","L-PTMC03-BULK","Bulk","0.007","kg",""
"","","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","STIC-BPTMLC3R0-MO","Regular","1.0","Pc(s)",""
"","","DUS-PTMLC3R0-MO","Regular","1.0","Pc(s)",""
"","","IBOX-CR0-MO","Regular","0.08333","Pc(s)",""
"","","KB-MOCC36R1-270CF","Regular","0.00757","Pc(s)",""
"L-PTMC05-MO","3","CAPA-PTMLCR1-MO","Regular","1.0","Pc(s)","2022-03-01 10:53:24"
"","","L-PTMC05-BULK","Bulk","0.007","kg",""
"","","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","STIC-BPTMLC5R0-MO","Regular","1.0","Pc(s)",""
"","","DUS-PTMLC5R0-MO","Regular","1.0","Pc(s)",""
"","","IBOX-CR0-MO","Regular","0.08333","Pc(s)",""
"","","KB-MOCC36R1-270CF","Regular","0.00757","Pc(s)",""
"L-PTMC07-MO","3","CAPA-PTMLCR1-MO","Regular","1.0","Pc(s)","2022-03-01 10:53:25"
"","","L-PTMC07-BULK","Bulk","0.007","kg",""
"","","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","STIC-BPTMLC7R0-MO","Regular","1.0","Pc(s)",""
"","","DUS-PTMLC7R0-MO","Regular","1.0","Pc(s)",""
"","","IBOX-CR0-MO","Regular","0.08333","Pc(s)",""
"","","KB-MOCC36R1-270CF","Regular","0.00757","Pc(s)",""
"L-PTMC08-MO","3","CAPA-PTMLCR1-MO","Regular","1.0","Pc(s)","2022-03-01 10:53:26"
"","","L-PTMC08-BULK","Bulk","0.007","kg",""
"","","BOTO-PTMLCR1-MO","Regular","1.0","Pc(s)",""
"","","STIC-BPTMLC8R0-MO","Regular","1.0","Pc(s)",""
"","","DUS-PTMLC8R0-MO","Regular","1.0","Pc(s)",""
"","","IBOX-CR0-MO","Regular","0.08333","Pc(s)",""
"","","KB-MOCC36R1-270CF","Regular","0.00757","Pc(s)",""
"FW-AH-W60ML","4 (Subt. Karbox)","KB-WLS60R1-KMM125","Regular","0.02778","Pc(s)","2022-03-01 10:53:28"
"","","FW-AH-BULK","Bulk","0.06","kg",""
"","","TUBE-AHFW60R1-W2L","Regular","1.0","Pc(s)",""
"FW-CD-W60ML","4 (subt. Karbox)","KB-WLS60R1-KMM125","Regular","0.02778","Pc(s)","2022-03-01 10:53:28"
"","","FW-CD-BULK","Bulk","0.06","kg",""
"","","TUBE-CDECW60R0-W2L","Regular","1.0","Set",""
"FW-MCF-W60ML","4","KB-WLS60R1-KMM125","Regular","0.02778","Pc(s)","2022-03-01 10:53:29"
"","","FW-MCF-BULK","Bulk","0.06","kg",""
"","","TUBE-MCFF60R1-W2L","Regular","1.0","Pc(s)",""
"MY-FRELF02-W","3","KB-W6040R2-W","Regular","0.03571","Pc(s)","2022-03-01 10:53:33"
"","","F-RELF02-W","Sellable","1.0","Pc(s)",""
"","","STIC-PAELFR0-WM","Regular","1.0","Pc(s)",""
"","","STIC-PBELF02R1-WM","Regular","1.0","Pc(s)",""
"FW-BSN2-EM","4","TUBE-BSFW100R1-EPBL","Regular","1.0","Pc(s)","2022-03-01 10:53:39"
"","","FW-BS-BULK","Bulk","0.1","kg",""
"","","KB-EBR0-KMK125","Regular","0.05","Pc(s)",""
"F-RELF03-W","6","KB-W6040R2-W","Regular","0.03571","Pc(s)","2022-03-01 10:53:40"
"","","F-RELF03-BULK","Bulk","0.02","kg",""
"","","BOTO-GELFRLR0-W","Regular","1.0","Pc(s)",""
"","","BAL-BPR1D882B08-WT","Regular","2.0","Pc(s)",""
"","","PU-LBGELFR0-WRL","Regular","1.0","Pc(s)",""
"","","CAP-PLBGELFR0-WRL","Regular","1.0","Pc(s)",""
"","","STIC-BOTELF03-WRL","Regular","1.0","Pc(s)",""
"","","DUS-ELF03SBR1-WVG","Regular","1.0","Pc(s)",""
"L-CUSH03-EM","1","L-CUSH03-BULK","Bulk","0.009","kg","2022-03-01 10:53:42"
"","","TUBE-LC03GBR0-E","Regular","1.0","Pc(s)",""
"","","PLU-TLC03GBR0-E","Regular","1.0","Pc(s)",""
"","","CAP-TLC03GBR0-E","Regular","1.0","Pc(s)",""
"","","DUS-LC03GBR0-E","Regular","1.0","Pc(s)",""
"","","IBOX-12EG-ED31","Regular","0.08333","Pc(s)",""
"","","KB-ECR0-KMM125","Regular","0.01042","Pc(s)",""
"L-CUSH04-EM","1","L-CUSH04-BULK","Bulk","0.009","kg","2022-03-01 10:53:46"
"","","TUBE-LC04SCR0-E","Regular","1.0","Pc(s)",""
"","","PLU-TLC04SCR0-E","Regular","1.0","Pc(s)",""
"","","CAP-TLC04SCR0-E","Regular","1.0","Pc(s)",""
"","","DUS-LC04SCR0-E","Regular","1.0","Pc(s)",""
"","","IBOX-12EG-ED31","Regular","0.08333","Pc(s)",""
"","","KB-ECR0-KMM125","Regular","0.01042","Pc(s)",""
"L-CUSH05-EM","1","L-CUSH05-BULK","Bulk","0.009","kg","2022-03-01 10:53:48"
"","","TUBE-LC05SUR0-E","Regular","1.0","Pc(s)",""
"","","PLU-TLC05SUR0-E","Regular","1.0","Pc(s)",""
"","","CAP-TLC05SUR0-E","Regular","1.0","Pc(s)",""
"","","DUS-LC05SUR0-E","Regular","1.0","Pc(s)",""
"","","IBOX-12EG-ED31","Regular","0.08333","Pc(s)",""
"","","KB-ECR0-KMM125","Regular","0.01042","Pc(s)",""
"L-CUSH06-EM","1","L-CUSH06-BULK","Bulk","0.009","kg","2022-03-01 10:53:49"
"","","TUBE-LC06CPR0-E","Regular","1.0","Pc(s)",""
"","","PLU-TLC06CPR0-E","Regular","1.0","Pc(s)",""
"","","CAP-TLC06CPR0-E","Regular","1.0","Pc(s)",""
"","","DUS-LC06CPR0-E","Regular","1.0","Pc(s)",""
"","","IBOX-12EG-ED31","Regular","0.08333","Pc(s)",""
"","","KB-ECR0-KMM125","Regular","0.01042","Pc(s)",""
"FW-LWFN1-W","1","FW-LWF-BULK","Bulk","0.05","kg","2022-03-01 10:54:02"
"","","TUBE-LWFF50R0-W","Regular","1.0","Pc(s)",""
