Kode Item,UOM,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,W37/2024,W38/2024,W39/2024
BOTO-CUCR0-IP,Pc(s),0,0,7448,5985,7448,5985,0,0,0,4788,1596,0,4788,0,1596,1596,1596,0,3192,1596,1596,0,3192,3192,0,0,3192,1596,0,3192,3192,0,0,4788,1596,0,1596,3192,1596,1596,3192,0,1596,3192,1596,1596,1596,1596,3192,1596,0,3192,3192,0,3192,0,1596,0,4788,1596,0,3192,3192,0,1596,1596,1596,3192,1596
BOTO-CVML10R1-W,Pc(s),0,6548,0,0,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,0,6548,6548,0,6548,0,0,0,6548
BOTO-CVML11R1-W,Pc(s),0,0,0,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,0,6548,0,6548,0,6548,6548,0,0,0,0
BOTO-CVML12R1-W,Pc(s),6548,13096,0,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,6548,6548,13096,0,6548,0,0
BOTO-CVML13R1-W,Pc(s),6548,13096,0,6548,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,13096,6548,6548,6548,13096,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,6548,6548,13096,6548,0,6548,6548,0
BOTO-CVML14R1-W,Pc(s),0,6548,0,6548,0,6548,6548,0,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,0,6548,6548,0,6548,6548,6548,0,0,6548,0
BOTO-CVML9R1-W,Pc(s),6548,6548,0,6548,6548,6548,0,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,0,6548,6548,6548,0,0,6548
BOTO-CVMLM1R0-W,Pc(s),6548,0,0,0,0,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,0,6548,0,6548,0,0,0,6548,0,0,6548,0,0,0,0
BOTO-CVMLM2R0-W,Pc(s),0,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,0,6548,0,0,6548,0,0,0,0
BOTO-CVMLM3R0-W,Pc(s),0,0,0,6548,0,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,0,6548,0,0,0,0
BOTO-CVMLM4R1-W,Pc(s),0,6548,0,0,6548,0,0,6548,0,6548,0,6548,0,6548,0,6548,0,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,0,6548,0,6548,0,6548,0,0,0,0,0
BOTO-CVMLM5R2-W,Pc(s),0,6548,0,0,6548,0,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,6548,0,6548,0,6548,0,6548,6548,0,0,0,6548,0
BOTO-CVMLM6R0-W,Pc(s),6548,0,0,0,6548,0,0,0,6548,0,0,6548,0,0,6548,0,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,0,6548,0,0,6548,0,0,6548,0,0,6548,0,0,0,6548,0,0,0,0,0
BOTO-CVMLM7R1-W,Pc(s),0,0,0,6548,0,6548,0,0,6548,0,6548,0,6548,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,6548,0,0,0,0,6548
BOTO-CVMLM8R2-W,Pc(s),6548,13096,0,0,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,13096,6548,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,13096,6548,6548,6548,6548,6548,13096,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,6548,0,6548,0,6548
BOTO-DFS170R2-WHDPE,Pc(s),0,16730,0,0,0,0,0,16730,0,0,0,16730,0,0,0,16730,0,0,16730,0,0,0,16730,0,0,0,16730,0,0,0,16730,0,0,0,16730,0,0,0,16730,0,0,0,16730,0,0,0,16730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-DROPH-K,Pc(s),0,3770,1420,0,0,1591,0,0,0,0,1591,0,0,0,2350,1591,0,0,0,0,0,1591,0,0,0,0,3941,0,0,0,0,1591,0,0,0,0,1591,2350,0,0,0,0,1591,0,0,0,0,1591,0,0,0,0,1591,0,0,0,0,0,1591,0,0,0,0,1591,0,0,0,0,0
BOTO-DROR0-K,Pc(s),10937,10937,10937,10937,21874,0,10937,21874,10937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-ECLT01R1-WPETM,Pc(s),0,0,0,15426,0,0,0,0,0,15426,0,0,0,0,0,0,15426,0,0,0,0,0,0,15426,0,0,0,15426,0,15426,0,0,0,0,0,0,15426,0,0,0,0,15426,0,15426,0,0,0,0,0,15426,0,0,0,0,15426,0,15426,0,0,0,0,0,0,15426,0,0,0,0,0
BOTO-ECLT02R1-WPETM,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15426,0,0,0,0,0,0,0,0,0,0,0,15426,0,0,0,0,0,0,0,0,15426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15426,0,0,0,0,0,0
BOTO-ECLT03R1-WPETM,Pc(s),0,15426,0,0,15426,0,0,0,0,0,0,0,0,0,0,0,0,0,15426,0,0,0,0,0,0,0,0,0,0,0,0,0,15426,0,0,0,0,0,15426,0,0,0,0,0,0,0,15426,0,0,0,0,0,0,0,0,0,0,0,0,0,15426,0,0,0,0,0,0,0,0
BOTO-ELMFR0-W,Pc(s),50834,25241,0,41514,25420,50661,0,25414,16100,25420,25414,25241,41520,0,25414,50661,0,66934,0,25241,25420,41514,0,25420,50655,0,41520,0,76075,0,16100,25420,25414,25241,25420,41514,0,50661,0,41514,25420,25241,50834,0,16100,25420,50655,0,41520,25414,25241,25420,16100,50834,0,25241,50834,16100,0,50661,25414,16100,25420,50655,0,25420,0,0,0
BOTO-ELSAR1-W,Pc(s),0,0,0,0,103325,0,0,0,0,0,103325,0,0,0,0,0,103325,0,0,0,0,0,103325,0,0,0,0,0,103325,0,0,0,0,0,103325,0,0,0,0,0,0,103325,0,0,0,0,0,103325,0,0,0,0,0,103325,0,0,0,0,0,103325,0,0,0,0,0,0,0,103325,0
BOTO-EMLCRKR0-W,Pc(s),35400,103696,55382,129100,60804,70800,145760,60804,108280,108280,108280,104948,104948,70800,178250,105766,191366,159446,110887,104948,111612,104948,101616,92872,123688,86208,142428,82956,133972,82876,99824,155250,104948,104948,123624,82876,145760,71088,92872,145760,82876,129622,101408,104948,130784,86000,142428,89828,136286,67468,120148,135556,67612,152712,82876,99824,161168,45396,163562,76878,108280,129622,118852,117546,110882,6664,5934,24466,12742
BOTO-EMLNSR0-W,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-EMLSR0-W,Pc(s),19068,12712,6356,19068,0,19068,6356,19068,6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-EXBLSR0-W,Pc(s),0,0,0,0,0,0,7680,0,0,7680,0,0,0,7680,0,0,0,7680,0,0,0,7680,0,0,0,7680,0,0,0,7680,0,0,0,7680,0,0,7680,0,0,0,7680,0,0,0,7680,0,0,0,7680,0,0,0,7680,0,0,0,7680,0,0,0,7680,0,0,0,0,0,7680,0,0
BOTO-EXLWMR0-W,Pc(s),48870,0,0,0,0,48870,0,0,0,0,0,48870,0,0,0,0,48870,0,0,0,0,0,48870,0,0,0,0,0,48870,0,0,0,0,0,48870,0,0,0,0,48870,0,0,0,0,0,48870,0,0,0,0,0,48870,0,0,0,0,48870,0,0,0,0,0,0,48870,0,0,0,0,0
BOTO-GA1302R1-MOF,Pc(s),2068,0,0,0,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,2068,0,0,0,0,0,0,0
BOTO-GAACS15R3-W,Pc(s),32410,0,0,0,0,0,32410,0,0,0,0,0,0,0,32410,9990,0,0,0,0,0,32410,0,0,0,0,0,9990,32410,0,0,0,0,0,0,0,32410,0,0,0,9990,0,0,32410,0,0,0,0,0,0,0,32410,0,9990,0,0,0,0,32410,0,0,0,0,0,0,0,0,0,0
BOTO-GBFBC250-L,Pc(s),0,0,0,0,0,0,0,3614,0,0,0,0,0,0,0,0,0,0,0,3614,0,0,0,0,0,0,0,0,0,0,0,0,3614,0,0,0,0,0,0,0,0,0,3614,0,0,0,0,0,0,0,0,3614,0,0,0,0,0,0,0,0,3614,0,0,0,0,0,0,0,0
BOTO-GBHT100R0-L,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802,0,0,0,0,0,0,0,0,0,0,2802,0,0,0,0,0,0,0,0,0,0,0,0,0,2802,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-GBHT30-L,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-GBMC100-L,Pc(s),0,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,0,0,0,0
BOTO-GBMC225-X,Pc(s),0,0,0,0,0,0,0,0,0,0,0,4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372,0,0,0,0,0,0,0,0,0,0,0,0,4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372,0,0,0,0,0,0,0,0,0,0
BOTO-GBSRS20-L,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710,0,0,0,0,0,0,0,0,0,0,0,4710,0,0,0,0,0,0,0,0,0,0,0,0,0,4710,0,0,0,0,0,0,0
BOTO-GCBCS20R0-BL,Pc(s),0,0,853,0,0,0,853,0,0,0,853,0,0,0,853,0,0,0,0,853,0,0,0,853,0,0,0,853,0,0,0,853,0,0,0,853,0,0,0,853,0,0,0,0,853,0,0,0,853,0,0,0,853,0,0,0,853,0,0,0,853,0,0,0,0,853,0,0,0
BOTO-GCDSW-GPOP2W,Pc(s),0,0,0,0,0,0,33443,0,0,31432,0,33443,15716,0,0,16811,15862,0,0,0,15324,0,0,0,0,0,0,0,0,0,15716,0,0,0,0,15716,0,0,0,15716,0,0,0,0,0,15716,0,0,0,15716,0,0,0,0,15716,0,0,0,0,15716,0,0,0,0,15716,0,0,0,0
BOTO-GCSROSR0-W,Pc(s),1871,0,0,0,0,0,1871,0,0,1871,0,0,0,1871,0,0,0,1871,0,0,1871,0,0,0,1871,0,0,1871,0,0,0,1871,0,0,0,1871,0,0,1871,0,0,0,1871,0,0,0,1871,0,0,1871,0,0,0,1871,0,0,1871,0,0,0,1871,0,0,0,1871,0,0,0,0
BOTO-GDRFTS120-CL,Pc(s),1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,1450,0,0,0
BOTO-GEDTHF-K,Pc(s),0,5303,10606,5303,5303,5303,10510,5303,5303,5303,10510,5303,5303,10510,5303,5303,5303,10510,5303,5303,5303,5303,5303,10510,5303,5303,5303,5303,10510,5303,5303,5303,5303,10510,5303,5303,5303,5303,5303,10510,5303,5303,5303,5303,5303,10510,5303,5303,5303,5303,10510,5303,5303,5303,5303,5303,10510,5303,5303,5303,5303,5303,5303,5303,5303,5303,0,0,5303
BOTO-GEDTIW-K,Pc(s),5245,5245,5245,5245,5245,5245,5207,5245,5245,5245,0,5245,10452,5245,5245,0,5245,5245,5245,5245,5207,5245,5245,5245,0,5245,5245,5245,5245,5207,5245,5245,5245,0,5245,5245,5245,5245,0,5245,5245,5245,10452,0,5245,5245,5245,0,5245,5245,5245,5245,0,5245,10452,5245,5245,0,5245,5245,5245,0,5245,5245,5245,0,0,0,5245
BOTO-GEDTRO-K,Pc(s),0,10414,16769,0,16769,16769,5207,16769,16769,0,21976,16769,0,21976,16769,0,16769,21976,0,16769,16769,5207,16769,16769,0,21976,16769,0,16769,16769,5207,16769,16769,0,16769,21976,0,16769,16769,0,21976,16769,0,16769,16769,5207,16769,16769,0,16769,16769,5207,16769,16769,0,16769,21976,0,16769,16769,0,16769,16769,0,16769,5207,0,0,16769
BOTO-GEDTTB-K,Pc(s),0,5295,5295,5295,5295,0,5295,5207,5295,0,5295,0,10502,5295,0,5295,0,5295,10502,0,5295,0,5295,0,5295,5207,5295,0,5295,0,5295,0,5295,10502,0,5295,0,5295,0,5295,0,5295,5207,5295,0,5295,0,5295,0,5295,0,10502,0,5295,5295,0,5295,0,5295,0,5295,0,5295,5207,5295,0,0,0,0
BOTO-GELFR1-W,Pc(s),6870,6806,48048,1068,0,27314,0,6838,0,22178,32676,4580,6838,0,4580,5770,2104,56680,0,0,38828,3358,5770,3644,6870,29016,2608,31894,2290,1036,37606,4580,27948,2608,7938,6806,2608,29604,5648,2608,56108,5616,8378,1068,4580,10668,0,30672,27794,28478,8060,2290,11736,0,3326,12958,23246,29604,0,30768,8060,1068,5770,0,25504,4898,2290,0,0
BOTO-GHGFFR0-MO,Pc(s),2404,1803,0,0,601,1803,1803,8512,1803,1202,3005,1852,3005,1202,3054,1202,2404,1202,3054,1803,1803,2404,2453,2404,1803,2453,1803,1803,3005,3054,1202,1202,3054,2404,1803,1202,3054,3005,1803,2453,1202,3005,1202,2453,1803,3606,2453,1202,2404,2404,2453,1803,1803,2404,3054,2404,1202,2453,1202,3005,1202,3054,2404,1803,3655,0,601,0,0
BOTO-GHLTBR0-MO,Pc(s),3461,0,0,0,0,0,0,3461,0,0,6922,0,0,0,3461,0,0,0,3461,3461,0,0,3461,3461,0,0,3461,0,0,6922,0,0,0,0,3461,0,0,3461,6922,0,0,0,3461,3461,0,0,0,3461,0,0,3461,0,3461,3461,0,0,0,10383,0,0,0,0,0,0,0,0,0,0,0
BOTO-GLSA30R1-W,Pc(s),95304,31510,0,30360,0,30360,62257,30360,31897,30360,62257,0,30360,62257,30360,31897,30360,30360,62257,0,62257,30360,0,62257,30360,62257,0,30360,62257,0,62257,30360,30360,31897,30360,62257,0,62257,30360,30360,31897,30360,62257,0,30360,62257,30360,31897,30360,30360,31897,30360,62257,30360,0,62257,30360,31897,30360,30360,30360,0,30360,30360,0,30360,0,0,0
BOTO-GMOF986FTD-P2W,Pc(s),12957,2493,0,0,6366,9930,6789,13055,11775,9210,9579,7409,8590,24830,0,15379,12692,6069,3833,29587,1340,720,26631,9282,0,22365,2493,15971,6366,9310,3113,21717,11083,7409,8859,14659,9902,8859,9902,14659,7086,5606,21448,6366,7409,8859,20985,0,13155,11703,15351,6366,12423,2493,19844,8562,11803,6986,6069,9310,18041,9282,14659,7706,4986,0,0,0,0
BOTO-GNBOR0-K,Pc(s),690,0,590,590,0,1280,590,1280,590,1280,590,1280,590,1280,590,1280,1280,590,1280,590,1280,590,1870,590,1280,590,1280,1280,590,1280,590,1280,590,1280,590,1280,590,1280,590,1280,1870,0,1870,590,1280,590,1280,590,1280,590,1280,1280,590,1280,590,1280,590,1280,590,1280,590,1280,590,1280,590,0,0,1280,0
BOTO-GNSMS30-T,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-GPCS20R0-BL,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,0,0,0,0,0,0,0,1657,0,0,0,0,0,0,0,1657,0,0,0,0,0,0,0,1657,0,0,0,0,0,0,0,1657,0,0,0,0,0,0,0,1657,0,0,0,0,0,0,0,1657,0,0,0,0,0
BOTO-GPGS20R1-OMG,Pc(s),0,0,0,0,0,0,46840,0,12510,59350,12510,59350,0,12510,59350,12510,0,59350,12510,12510,59350,0,12510,12510,46840,0,12510,0,59350,0,0,12510,46840,0,0,12510,46840,0,12510,0,0,59350,0,0,0,59350,0,0,12510,46840,0,12510,0,46840,0,12510,0,0,59350,0,0,12510,46840,0,0,12510,0,0,0
BOTO-GPRTMR0-MO,Pc(s),0,645,0,0,554,0,645,1219,0,8190,645,554,0,1310,645,554,645,0,1219,0,645,645,554,645,665,554,0,645,645,1219,645,0,554,8835,0,1310,554,645,0,0,1864,0,645,554,645,0,665,1199,0,645,1199,665,0,0,1199,645,8190,1864,0,0,0,1199,1310,0,645,0,554,0,0
BOTO-GROEDP100R0-K,Pc(s),0,0,1944,1944,0,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,1944,0,1944,0,0,0,0,0,0
BOTO-GSOEDP100R0-K,Pc(s),0,2774,0,0,0,0,0,0,0,0,2917,0,0,0,0,0,0,2917,0,0,0,0,0,0,2917,0,0,0,0,0,0,2917,0,0,0,0,0,0,2917,0,0,0,0,0,0,2917,0,0,0,0,0,0,2917,0,0,0,0,0,0,2917,0,0,0,0,0,0,0,0,0
BOTO-GWSMS30-T,Pc(s),0,4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-GYPCS20R0-BL,Pc(s),0,0,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,717,0,0,0,717,0
BOTO-HFTS1702R3-W,Pc(s),0,0,33640,33640,33640,33640,50460,33640,33640,33640,33640,50460,33640,33640,33640,33640,33640,50460,33640,33640,33640,33640,50460,33640,33640,33640,33640,33640,50460,33640,33640,33640,33640,50460,33640,33640,33640,33640,50460,33640,33640,33640,33640,33640,50460,33640,33640,33640,33640,50460,16820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-HRIT100R1-WKIM,Pc(s),0,0,0,0,0,0,0,0,0,5763,9996,0,0,0,0,0,5763,0,0,0,0,0,0,5763,0,9996,0,0,0,0,5763,0,0,0,0,0,0,5763,0,0,0,9996,0,0,5763,0,0,0,0,0,0,5763,0,0,0,0,0,9996,5763,0,0,0,0,0,0,0,0,0,0
BOTO-HSLWR1-MO,Pc(s),524,524,2620,2620,4192,3668,4192,3144,13100,4192,3144,4716,3668,4192,4192,3144,4192,3668,4716,3144,2620,5240,3668,4192,3668,4192,4192,4192,3144,4716,3668,3668,3144,4192,4192,4192,4192,3668,4192,4716,3144,4192,4192,4192,3144,4192,4192,4716,3144,5240,2096,4716,3668,4716,3144,3668,4192,4192,3668,4716,3668,3144,5240,3144,5764,0,0,0,0
BOTO-HW100NP-DK12033,Pc(s),1099,0,0,1099,0,0,0,0,1099,0,0,0,0,1099,0,0,0,0,1099,0,0,0,0,1099,0,0,0,0,1099,0,0,0,0,1099,0,0,0,0,1099,0,0,0,0,0,1099,0,0,0,0,1099,0,0,0,0,1099,0,0,0,0,1099,0,0,0,0,1099,0,0,0,0
BOTO-HWR0-BD,Pc(s),0,0,0,0,0,0,0,3870,3866,0,0,0,0,0,0,0,0,0,3866,3870,0,0,0,0,0,0,0,0,0,3866,0,3870,0,0,0,0,0,0,0,3866,0,0,3870,0,0,0,0,0,0,3866,0,0,0,0,3870,0,0,0,0,3866,0,0,0,0,0,0,0,0,0
BOTO-IBBM1R0-WPETG,Pc(s),704,0,0,0,0,0,0,704,0,0,0,704,0,0,704,0,0,704,0,0,0,704,0,0,704,0,0,0,704,0,0,704,0,0,704,0,0,704,0,704,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-IBBM2R0-WPETG,Pc(s),0,704,0,0,0,0,0,0,0,0,0,704,0,0,0,704,0,0,0,0,704,0,0,0,704,0,0,0,0,704,0,0,0,0,704,0,0,0,704,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTO-ICABER0-W,Pc(s),0,0,0,0,0,6103,0,0,0,0,0,0,0,0,6103,0,0,0,0,0,0,0,0,0,6103,0,0,0,0,0,0,0,0,6103,0,0,0,0,0,0,0,0,6103,0,0,0,0,0,0,0,0,0,6103,0,0,0,0,0,0,0,0,6103,0,0,0,0,0,0,0
BOTO-IMLMPR0-W,Pc(s),2264,0,2264,0,0,0,4528,2264,2264,0,0,0,2264,4528,0,2264,0,2264,2264,4528,0,0,0,2264,2264,6792,0,0,0,4528,2264,2264,2264,0,0,4528,0,4528,4528,2264,0,2264,4528,0,2264,0,2264,4528,2264,0,0,0,4528,4528,4528,2264,0,2264,4528,0,2264,2264,2264,0,4528,0,0,0,0
BOTO-L100EEMUR1-WHD,Pc(s),2082,4164,0,3000,3000,6000,3000,3000,3000,3000,3000,3000,3000,6000,3000,3000,3000,3000,3000,6000,3000,3000,3000,3000,3000,6000,3000,3000,3000,3000,3000,6000,3000,3000,3000,3000,3000,6000,3000,3000,3000,3000,3000,3000,6000,3000,3000,3000,3000,3000,6000,3000,3000,3000,3000,3000,6000,3000,3000,3000,3000,3000,3000,3000,3000,0,0,0,0
BOTO-L100GR0-W,Pc(s),9811,9811,0,9811,9811,9811,9811,0,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,0,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,0,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,9811,0,9811,9811,9811,9811,0,0,0,9811
BOTO-L200BLA-PP,Pc(s),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0
BOTO-L200NAT-PP,Pc(s),34335,12221,6607,8668,12601,17830,5532,20269,16295,10650,19719,19803,13190,17489,10675,18080,15766,19260,9091,21190,18841,15581,10552,22637,15641,13367,16245,21444,13135,14686,18346,15497,16778,18439,16699,7737,18912,10891,24247,16909,9236,17219,19978,18270,12075,16445,20276,12868,15355,20428,12873,18041,16340,12035,21978,17862,3551,20923,17680,11743,17265,17723,17460,15163,15673,0,3753,566,10228
BOTO-L450NAT-PP,Pc(s),14238,4958,4509,8654,5355,4759,9450,6213,7229,10951,6965,4034,9432,7135,9311,4396,12959,7472,3962,9113,9817,3917,10909,7267,7183,10570,5094,9090,6363,8940,8965,6488,7787,8572,7561,7965,8695,7872,6450,9138,7402,4177,12769,7447,5160,10383,5148,5129,11700,5344,9477,8026,5389,9575,6003,8815,9405,7135,4007,12125,6885,9784,5299,9140,9012,0,0,443,184
