DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC BANTEN,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIP SCRUB,00957,LB-SR-EM4.2GR,8993137693165,EMINA SUGAR RUSH LIP SCRUB 4.2 GR (PC(S)),33783.78,178,0,178,6013512.84,0,6013512.84,
DC BANTEN,INSTAPERFECT,PACKAGE BEAUTY,PACKAGE,03113,P-IPF-W,,WARDAH INSTA GIFT SAVIOR,383783.79,10,0,10,3837837.9,0,3837837.9,
DC BANTEN,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CREAM,01998,L-IPMLMP07-W,8993137704410,WARDAH INSTAPERFECT MATTESETTER LIP MATTE PAINT 07. DAZZLE 5.5 G,81081.08,1,0,1,81081.08,0,81081.08,
DC BANTEN,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CREAM LONGLASTING,02465,L-IPEI07-W,8993137707671,WARDAH INSTAPERFECT EVERLAST INTENSE MATTE LIQUID 07 EFFORTLESS 4.2 G,86486.49,1,0,1,86486.49,0,86486.49,
DC BANTEN,KAHF,BEARD CARE,KAHF NOURISHING BEARD OIL,02815,BRO-NBO-KA,8993137710473,KAHF NOURISHING BEARD OIL 30 ML,94594.6,1,0,1,94594.6,0,94594.6,
DC BANTEN,PUTRI,SHAMPOO,PUTRI SHAMPOO,00363,S-P1A2-P5,8993137180450,PUTRI PURE CLEAN SHAMPOO APPLE 5 L (PC(S)),118468.47,10,0,10,1184684.7,0,1184684.7,
DC BANTEN,PUTRI,CONDITIONER,PUTRI CONDITIONER,00350,HC-P1A2-P200,8993137172004,PUTRI PURE CLEAN HAIR CONDITIONER APPLE 200 ML (PC(S)),13063.06,157,0,157,2050900.42,0,2050900.42,
DC BANTEN,PUTRI,CONDITIONER,PUTRI CONDITIONER,00351,HC-P1A2-P450,8993137174503,PUTRI PURE CLEAN HAIR CONDITIONER APPLE 450 ML (PC(S)),18918.92,13,0,13,245945.96,0,245945.96,
DC BANTEN,PUTRI,CONDITIONER,PUTRI CONDITIONER,00353,HC-P1A2-P5,8993137170055,PUTRI PURE CLEAN HAIR CONDITIONER APPLE 5 L (PC(S)),107657.66,11,0,11,1184234.26,0,1184234.26,
DC BANTEN,PUTRI,CONDITIONER,PUTRI CONDITIONER,00356,HC-P1F-P450,8993137174510,PUTRI PURE CLEAN HAIR CONDITIONER FLORAL 450 ML (PC(S)),18918.92,26,0,26,491891.92,0,491891.92,
DC BANTEN,PUTRI,CONDITIONER,PUTRI CONDITIONER,00358,HC-P1F-P5,8993137170062,PUTRI PURE CLEAN HAIR CONDITIONER FLORAL 5 L (PC(S)),107657.66,10,0,10,1076576.6,0,1076576.6,
DC BANTEN,PUTRI,HAIR TEXTURE,PUTRI PROFESSIONAL COLD WAVE,00341,C-P1-P5,8993137684033,PUTRI COLD WAVE 5 L (PC(S)),143243.24,29,0,29,4154053.96,0,4154053.96,
DC BANTEN,PUTRI,CREAMBATH,PUTRI NATURE REFILL CREAMBATH,00329,CB-P1K-PR1,8993137683937,PUTRI NATURAL CREAMBATH CANDLENUT REFILL 1 KG (PC(S)),35585.59,10,0,10,355855.9,0,355855.9,
DC BANTEN,PUTRI,SHAMPOO,PUTRI SHAMPOO,00368,S-P1L-P5,8993137180559,PUTRI PURE CLEAN SHAMPOO LEMON 5 L (PC(S)),118468.47,11,0,11,1303153.17,0,1303153.17,
DC BANTEN,PUTRI,HAIR TEXTURE,PUTRI PLATINUM NEUTRALIZER,00333,N-P1P3P-P240,8993137683753,PUTRI PLATINUM NEUTRALIZER STEP 2 240 ML (PC(S)),25225.23,163,0,163,4111712.49,0,4111712.49,
DC BANTEN,PUTRI,SHAMPOO,PUTRI SHAMPOO,00362,S-P1A2-P2,8993137180429,PUTRI PURE CLEAN SHAMPOO APPLE 2 L (PC(S)),70270.27,68,0,68,4778378.36,0,4778378.36,
DC BANTEN,PUTRI,SHAMPOO,PUTRI SHAMPOO,00360,S-P1A2-P200,8993137182041,PUTRI PURE CLEAN SHAMPOO APPLE 200 ML (PC(S)),14414.41,14,0,14,201801.74,0,201801.74,
DC BANTEN,PUTRI,SHAMPOO,PUTRI SHAMPOO,00361,S-P1A2-P450,8993137184540,PUTRI PURE CLEAN SHAMPOO APPLE 450 ML (PC(S)),18918.92,48,0,48,908108.16,0,908108.16,
DC BANTEN,PUTRI,SHAMPOO,PUTRI SHAMPOO,00366,S-P1L-P450,8993137184052,PUTRI PURE CLEAN SHAMPOO LEMON 450 ML (PC(S)),18918.92,84,0,84,1589189.28,0,1589189.28,
DC BANTEN,SANTIS,,,80019,SF-SFE-ST,2160302110,SANTIS SURGICAL FACEMASK EARLOOP 50 PCS,45495.5,8,0,8,363964,0,363964,
DC BANTEN,SANTIS,,,80020,SF-SFH-ST,2160302108,SANTIS SURGICAL FACEMASK HEADLOOP 50 PCS,47747.75,7,0,7,334234.25,0,334234.25,
DC BANTEN,WARDAH,FACE MAKE UP,WARDAH EVERYDAY CREAMY FOUNDATION LIGHT FEEL,00134,F-W3ELCLFSP-W11G,8993137685467,WARDAH EVD LUM CREAMY FOUNDATION LIGHT FEEL 01 SHEER PINK 11 G (PC(S)),31981.99,1,0,1,31981.99,0,31981.99,
DC BANTEN,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MATTE,02066,L-REMA01-W,8993137706414,WARDAH EXCLUSIVE MATTE LIPSTICK 01 PINK 3.5 G,37837.84,2,0,2,75675.68,0,75675.68,
DC BANTEN,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY HAND WASH,02833,HBW-NDAHHWN2-W,8993137711548,WARDAH NATURE DAILY ALOE HYDRAMILD HAND WASH 250 ML,24324.33,1,0,1,24324.33,0,24324.33,
DC BANTEN,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYEBROW PENCIL BLISTER,02160,EB-EPBL-W,8993137681452,WARDAH EYEXPERT EYEBROW PENCIL BLACK 1.14 G (BLISTER),34234.23,125,0,125,4279278.75,0,4279278.75,
DC BANTEN,WARDAH,SHAMPOO,WARDAH SHAMPOO,01486,S-NS-W170ML,8993137698443,WARDAH NUTRI SHINE SHAMPOO 170 ML (PC(S)),21621.63,8,0,8,172973.04,0,172973.04,
DC BANTEN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01438,L-IM15-W2.3G,8993137698597,WARDAH INTENSE MATTE LIPSTICK 15 OUT OF RED! 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC BANTEN,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01127,L-IM09-W2.3G,8993137694841,WARDAH INTENSE MATTE LIPSTICK 09 VIBRANT-RED 2.3 G (PC(S)),42792.79,1,0,1,42792.79,0,42792.79,
DC BATAM,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND GEL,02450,HS-AVHG-EM,8993137710268,EMINA ALOE VERA HAND GEL 60 ML,15765.77,75,0,75,1182432.75,0,1182432.75,
DC BATAM,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,01596,L-SR02BB-EM3.8GR,8993137699815,EMINA SUGAR RUSH LIPSTICK 02 BUTTERBALL 3.8 GR (PC(S)),33783.78,2,0,2,67567.56,0,67567.56,
DC BATAM,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02360,L-CUSH03-EM,8993137706872,EMINA LIP CUSHION 03. GET BERRY 9 G,49099.1,1,0,1,49099.1,0,49099.1,
DC BATAM,EMINA,FACE CLEANSER,EMINA FACE SCRUB,01251,FS-AJ-EM60ML,8993137692816,EMINA APRICOT JAM FACE SCRUB 60 ML (PC(S)),22972.98,2,0,2,45945.96,0,45945.96,
DC BATAM,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01266,FM-GS-EM60ML,8993137693509,EMINA GRAPE SEED OLIVE FACE MASK 60 ML (PC(S)),35135.14,1,0,1,35135.14,0,35135.14,
DC BATAM,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,01602,L-SR10CC-EM3.8GR,8993137699891,EMINA SUGAR RUSH LIPSTICK 10 CARROT CAKE 3.8 GR (PC(S)),33783.78,3,0,3,101351.34,0,101351.34,
DC BATAM,EMINA,LIP MAKE UP,EMINA CREAMATTE METALLIC,01927,L-CMME03-EM,8993137702690,EMINA CREAMATTE METALLIC EDITION 03 UNICORN GLOW 5.5 G,45045.05,5,0,5,225225.25,0,225225.25,
DC BATAM,EMINA,LIP MAKE UP,EMINA LIP TINT ERASER,01804,REM-LTWO-EM10ML,8993137699402,EMINA LIP TINT ERASER 10 ML,38738.74,6,0,6,232432.44,0,232432.44,
DC BATAM,EMINA,FACE MAKE UP,EMINA CITY CHIC CC CREAM,01903,CCC-CCL-EM20ML,8993137691321,EMINA CITY CHIC CC CREAM LIGHT 20 ML (PC(S)),48198.2,2,0,2,96396.4,0,96396.4,
DC BATAM,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND GEL,02468,HS-AVHGN2-EM,8993137710404,EMINA ALOE VERA HAND GEL 50 ML,14864.87,85,0,85,1263513.95,0,1263513.95,
DC BATAM,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02362,L-CUSH05-EM,8993137706896,EMINA LIP CUSHION 05. SQUASH IT UP 9 G,49099.1,1,0,1,49099.1,0,49099.1,
DC BATAM,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01215,L-SM04L-EM2.3G,8993137695282,EMINA SOULMATTE LIPSTICK 04 LOVE SPELL 2.3 G (PC(S)),51351.35,1,0,1,51351.35,0,51351.35,
DC BATAM,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01213,L-SM02U-EM2.3G,8993137695268,EMINA SOULMATTE LIPSTICK 02 UNICORN 2.3 G (PC(S)),51351.35,1,0,1,51351.35,0,51351.35,
DC BATAM,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01217,L-SM06R-EM2.3G,8993137695305,EMINA SOULMATTE LIPSTICK 06 RED QUEEN 2.3 G (PC(S)),51351.35,4,0,4,205405.4,0,205405.4,
DC BATAM,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CRAYON GLOSS CHIC,01694,L-IPGC03-W2.7G,8993137700696,WARDAH INSTAPERFECT GLOSS CHIC LIP CRAYON 03 MIND 2.7 G,81081.08,8,0,8,648648.64,0,648648.64,
DC BATAM,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01140,L-UHS010-MO2.3G,8993137696913,MAKE OVER ULTRA HI-MATTE LIPSTICK 010 SMOOCH 2.3 G (PC(S)),83783.78,6,0,6,502702.68,0,502702.68,
DC BATAM,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW TRIVIA,00634,ES-TLFS-MO6G,8993137690980,MAKE OVER TRIVIA EYE SHADOW LOVE AT FIRST SIGHT 6 G (PC(S)),80180.18,3,0,3,240540.54,0,240540.54,
DC BATAM,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,01514,L-CLPC14-MO4G,8993137698207,MAKE OVER CREAMY LUST LIPSTICK 14 PINK COCKTAIL 4 G (PC(S)),70270.27,5,0,5,351351.35,0,351351.35,
DC BATAM,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,00677,L-CLRP02-MO4G,8993137682817,MAKE OVER CREAMY LUST LIPSTICK 02 RETRO PINK 4 G (PC(S)),70270.27,2,0,2,140540.54,0,140540.54,
DC BATAM,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION,02424,F-LPWN50-MO,8993137707374,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION N50 TAN 33 ML,152252.25,14,0,14,2131531.5,0,2131531.5,
DC BATAM,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY CREAMY FOUNDATION,02195,F-PTCMCW52-MO,8993137705004,MAKE OVER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION W52 WARM TAN 12 G,124324.32,14,0,14,1740540.48,0,1740540.48,
DC BATAM,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY ILLUMINATOR,02400,PRM-PRI01-MO,8993137706643,MAKE OVER POWERSTAY RADIANT ILLUMINIZER LUMIERE 25 G,109909.91,3,0,3,329729.73,0,329729.73,
DC BATAM,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,01516,"L-USPP14-MO3,8G",8993137698221,"MAKE OVER ULTRA SHINE LIPSTICK 14 PENINSULA PEACH 3,8 G (PC(S))",70270.27,4,0,4,281081.08,0,281081.08,
DC BATAM,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01145,L-UHFF015-MO2.3G,8993137696906,MAKE OVER ULTRA HI-MATTE LIPSTICK 015 FAME FATALE 2.3 G (PC(S)),83783.78,3,0,3,251351.34,0,251351.34,
DC BATAM,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON GLOSSY,01978,L-CSGC101-MO,8993137702577,MAKE OVER COLOR STICK GLOSS CRAYON 101 VERONICA 3 G,87387.39,18,0,18,1572973.02,0,1572973.02,
DC BATAM,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON REFILL,00667,"BO-SPS03-MO3,5G",8993137681933,"MAKE OVER BO 03 PROMISCIOUS PEACH REFILL PACK 3,5 G (PC(S))",42342.34,1,0,1,42342.34,0,42342.34,
DC BATAM,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYE LINER LIQUID,01674,EL-PPLCB-MO2.7G,8993137700450,MAKE OVER POWERSTAY PRECISION LIQUID LINER COBALT BLUE 2.7 G,89189.19,4,0,4,356756.76,0,356756.76,
DC BATAM,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00584,ES-PFP-MO2G,8993137682398,MAKE OVER POWDER EYE SHADOW FROZEN PINK 2 G (PC(S)),70270.27,1,0,1,70270.27,0,70270.27,
DC BATAM,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON GLOSSY,01979,L-CSGC102-MO,8993137702584,MAKE OVER COLOR STICK GLOSS CRAYON 102 ABIGAIL 3 G,87387.39,14,0,14,1223423.46,0,1223423.46,
DC BATAM,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON MARBLE,00674,BO-CM-MO20G,8993137684217,MAKE OVER CHEEK MARBLES 20 G (PC(S)),173873.87,3,0,3,521621.61,0,521621.61,
DC BATAM,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00911,L-LSPE-MO5ML,8993137693356,MAKE OVER LIQUID LIP COLOR SWEET PEACH 5 ML (PC(S)),69369.37,3,0,3,208108.11,0,208108.11,
DC BATAM,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON GLOSSY,01982,L-CSGC105-MO,8993137702614,MAKE OVER COLOR STICK GLOSS CRAYON 105 JOLENE 3 G,87387.39,8,0,8,699099.12,0,699099.12,
DC BATAM,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY MATTE CUSHION,02007,CUS-PDMCN50-MO,8993137705073,MAKE OVER POWERSTAY DEMI-MATTE COVER CUSHION N50 TAN 15 G,187387.39,1,0,1,187387.39,0,187387.39,
DC BATAM,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01968,M-PSRT20-MO,8993137702942,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 20 LIGHT BEIGE 40 ML,121621.63,2,0,2,243243.26,0,243243.26,
DC BENGKULU,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CRAYON GLOSS CHIC,01693,L-IPGC02-W2.7G,8993137700689,WARDAH INSTAPERFECT GLOSS CHIC LIP CRAYON 02 CLUE 2.7 G,81081.08,8,0,8,648648.64,0,648648.64,
DC BENGKULU,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02791,L-TSIMLCPR-MO,8993137711432,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM PRIMROSE 6.5 G,96396.4,8,0,8,771171.2,0,771171.2,
DC BENGKULU,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02792,L-TSIMLCW-MO,8993137711449,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM WILLOW 6.5 G,96396.4,7,0,7,674774.8,0,674774.8,
DC BENGKULU,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02793,L-TSIMLCF-MO,8993137708128,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM FLEUR,96396.4,7,0,7,674774.8,0,674774.8,
DC BENGKULU,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02783,L-TSIMLCH-MO,8993137711388,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM HAZEL 6.5 G,96396.4,1,0,1,96396.4,0,96396.4,
DC BENGKULU,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02789,L-TSIMLCMV-MO,8993137711418,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM MALVA 6.5 G,96396.4,8,0,8,771171.2,0,771171.2,
DC BENGKULU,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02107,L-PVW04-MO,8993137705493,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A04 CORVETTE 5.5 G,93693.69,43,0,43,4028828.67,0,4028828.67,
DC BENGKULU,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON REFILL,00667,"BO-SPS03-MO3,5G",8993137681933,"MAKE OVER BO 03 PROMISCIOUS PEACH REFILL PACK 3,5 G (PC(S))",42342.34,3,0,3,127027.02,0,127027.02,
DC BOGOR,CRYSTALLURE,PACKAGE BEAUTY,CRYSTALLURE ESSENTIAL SKIN CARE ROUTINE,03101,P-CESR-W,8993137708500,CRYSTALLURE ESSENTIAL SKINCARE ROUTINE,214414.42,324,0,324,69470272.08,0,69470272.08,
DC BOGOR,CRYSTALLURE,FACE MOISTURIZER,CRYSTALLURE BOOSTER ESSENCE,02172,SRM-CAB-W,8993137702379,CRYSTALLURE SUPREME ACTIVATING BOOSTER ESSENCE 30 ML,218018.02,2,0,2,436036.04,0,436036.04,
DC BOGOR,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00621,ES-SPG-MO2G,8993137683517,MAKE OVER SPARKLING POWDER GOLD 2 G (PC(S)),55855.86,72,0,72,4021621.92,0,4021621.92,
DC BOGOR,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU INTENSIVE SERUM,00246,SRM-AGIS-W17ML,8993137691109,WARDAH RENEW YOU ANTI AGING INTENSIVE SERUM 17 ML (PC(S)),79729.73,2,0,2,159459.46,0,159459.46,
DC BUKITTINGGI,EMINA,LIP MAKE UP,EMINA CREAMATTE,02449,L-CM19-EM5.5GR,8993137708388,EMINA CREAMATTE 19 PISANG COKELAT 5.5 GR,41441.45,9,0,9,372973.05,0,372973.05,
DC BUKITTINGGI,EMINA,COLOGNE,EMINA BODY MIST,02093,BP-BMSSN2-EM,8993137704243,EMINA BODY MIST OCEAN MIST 10 ML,18918.92,6,0,6,113513.52,0,113513.52,
DC BUKITTINGGI,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02454,F-BWMM04-EM,8993137707879,EMINA BARE WITH ME MINERAL MILD FOUNDATION 04 MOCCA 30 ML,68918.92,155,0,155,10682432.6,0,10682432.6,
DC BUKITTINGGI,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02453,F-BWMM03-EM,8993137707862,EMINA BARE WITH ME MINERAL MILD FOUNDATION 03 CARAMEL 30 ML,68918.92,36,0,36,2481081.12,0,2481081.12,
DC BUKITTINGGI,EMINA,FACE CLEANSER,EMINA CREAMY MILK CLEANSING LOTION,01039,CM-CML-EM50ML,8993137693899,EMINA CREAMY MILK CLEANSING LOTION 50 ML (PC(S)),20270.28,107,0,107,2168919.96,0,2168919.96,
DC BUKITTINGGI,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01045,FM-MGT-EM60ML,8993137693516,EMINA GREEN TEA LATTE FACE MASK 60 ML (PC(S)),27927.93,722,0,722,20163965.46,0,20163965.46,
DC BUKITTINGGI,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON REFILL,00670,"BO-SCS06-MO3,5G",8993137681964,"MAKE OVER BO 06 CARIBBEAN SUNSET REFILL PACK 3,5 G (PC(S))",42342.34,8,0,8,338738.72,0,338738.72,
DC BUKITTINGGI,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON REFILL,00673,BO-SST09-MO3.5G,8993137692267,MAKE OVER BO 09 SUMMER TWIST REFILL PACK 3.5 G (PC(S)),42342.34,11,0,11,465765.74,0,465765.74,
DC BUKITTINGGI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02785,L-TSIMLCV-MO,8993137708142,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM VIOLA 6.5 G,96396.4,8,0,8,771171.2,0,771171.2,
DC BUKITTINGGI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02784,L-TSIMLCS-MO,8993137711395,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM SENNA 6.5 G,96396.4,8,0,8,771171.2,0,771171.2,
DC BUKITTINGGI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02789,L-TSIMLCMV-MO,8993137711418,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM MALVA 6.5 G,96396.4,9,0,9,867567.6,0,867567.6,
DC BUKITTINGGI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,02786,L-TSIMLCB-MO,8993137711401,MAKE OVER TITIES SAPOETRA INTENSE MATTE LIP CREAM BUTTERCUP 6.5 G,96396.4,7,0,7,674774.8,0,674774.8,
DC BUKITTINGGI,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02107,L-PVW04-MO,8993137705493,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A04 CORVETTE 5.5 G,93693.69,3,0,3,281081.07,0,281081.07,
DC BUKITTINGGI,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02104,L-PVW01-MO,8993137705462,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A01 BUMBLE 5.5 G,93693.69,5,5,0,468468.45,468468.45,0,
DC BUKITTINGGI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP COLOR PALETTE,00692,"L-PPP03-MO5X1,7G",8993137692281,"MAKE OVER LIP COLOR PALETTE POPROCK PEACH 03 5X1,7 G (PC(S))",128828.83,2,0,2,257657.66,0,257657.66,
DC BUKITTINGGI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,01259,"L-IMC020-MO6,5G",8993137697651,"MAKE OVER INTENSE MATTE LIP CREAM 020 STYLE 6,5 G (PC(S))",93693.69,14,0,14,1311711.66,0,1311711.66,
DC BUKITTINGGI,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00621,ES-SPG-MO2G,8993137683517,MAKE OVER SPARKLING POWDER GOLD 2 G (PC(S)),55855.86,41,0,41,2290090.26,0,2290090.26,
DC BUKITTINGGI,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00622,ES-SPS-MO2G,8993137683500,MAKE OVER SPARKLING POWDER SILVER 2 G (PC(S)),55855.86,3,0,3,167567.58,0,167567.58,
DC BUKITTINGGI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,01594,TC-PMC62-MO12G,8993137699785,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION C62 RICH COCOA 12 G,167567.57,3,0,3,502702.71,0,502702.71,
DC BUKITTINGGI,MAKE OVER,FACE MAKE UP,MAKE OVER HIGHLIGHT & CONTOUR PALETTE,00976,"TC-PPHC-MO8X3,5G",8993137693707,"MAKE OVER PROFESSIONAL HIGHLIGHT & CONTOUR PALETTE 8 X 3,5 G (PC(S))",280180.18,6,0,6,1681081.08,0,1681081.08,
DC BUKITTINGGI,MAKE OVER,FACE CLEANSER,MAKE OVER TONER,00759,FT1--MO100ML,8993137683401,MAKE OVER TONER 100 ML (PC(S)),45945.95,1,0,1,45945.95,0,45945.95,
DC BUKITTINGGI,MAKE OVER,FACE MAKE UP,MAKE OVER LIQUID FOUNDATION,00532,F-LUC07-MO33ML,8993137681759,MAKE OVER ULTRA COVER LIQUID MATT FOUNDATION 07 CARAMEL 33 ML (PC(S)),127027.03,31,0,31,3937837.93,0,3937837.93,
DC BUKITTINGGI,PUTRI,SHAMPOO,PUTRI SHAMPOO,00367,S-P1L-P2,8993137180528,PUTRI PURE CLEAN SHAMPOO LEMON 2 L (PC(S)),70270.27,3,3,0,210810.81,210810.81,0,
DC BUKITTINGGI,PUTRI,BODY SCRUB,PUTRI SPA BODY SCRUB,00382,LW-P1-P150,8993137683906,PUTRI OLIVE BODY SCRUB 150 ML (PC(S)),19819.82,28,0,28,554954.96,0,554954.96,
DC BUKITTINGGI,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING DAY GEL,02440,M-LDGN1-W,8993137708401,WARDAH LIGHTENING DAY GEL 30 G,39639.64,1,0,1,39639.64,0,39639.64,
DC BUKITTINGGI,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM AYANG CEMPAKA,02547,L-EMCAC09-W,8993137694476,WARDAH EXCLUSIVE MATTE LIP CREAM X AYANG CEMPAKA 09 MAUVE ON ! 4 GR,54054.06,29,0,29,1567567.74,0,1567567.74,
DC BUKITTINGGI,WARDAH,FACE CLEANSER,WARDAH HYDRA ROSE PETAL INFUSED TONER,02527,FT-RIHT-W,8993137708739,WARDAH HYDRA ROSE PETAL INFUSED TONER 100 ML,110360.37,1,0,1,110360.37,0,110360.37,
DC BUKITTINGGI,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL COMPACT POWDER,00210,B-W3RELCP02-W14G,8993137680240,WARDAH REFILL EVD LUM COMPACT POWDER 02 BEIGE 14 G (PC(S)),28378.38,14,0,14,397297.32,0,397297.32,
DC BUKITTINGGI,WARDAH,FACE MAKE UP,WARDAH EVERYDAY COMPACT POWDER,00122,B-W3ELCP02-W14G,8993137679190,WARDAH EVD LUM COMPACT POWDER 02 BEIGE 14 G (PC(S)),37837.84,1,0,1,37837.84,0,37837.84,
DC BUKITTINGGI,WARDAH,FACE MAKE UP,WARDAH EVERYDAY COMPACT POWDER,00121,B-W3ELCP01-W14G,8993137679183,WARDAH EVD LUM COMPACT POWDER 01 LIGHT BEIGE 14 G (PC(S)),37837.84,1,0,1,37837.84,0,37837.84,
DC BUKITTINGGI,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL,02524,M-RHOVN1-W,8993137708708,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL 40 G,97297.3,4,2,2,389189.2,194594.6,194594.6,
DC CIREBON,EMINA,FACE CLEANSER,EMINA BRIGHT STUFF WHIP FACE WASH,02520,FW-BSW-EM,8993137708883,EMINA BRIGHT STUFF WHIP FACE WASH 50 ML,18018.02,300,0,300,5405406,0,5405406,
