Kebutuhan packaging: closing DSR April 2023,,,,,,Kebutuhan Produksi (by Forecast),,,,,,,,,,,,,,,,,,,,,,DON’T SORT WITH FORMULAE,,,,,,,,,,,,,,,,cek,Akumulasi FC,,,,Stock L6M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kode Item,Nama Internal,Jenis,Brand,Stock (Pcs),Value (IDR),May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Total Kebutuhan next 6 month,Total Kebutuhan next 16 month,Status Pack,Umur Stok (Month),Kategori Umur Stok Slobs,"Status Stok, SLOB > 6 bln",Stock SLOB (Pcs),Value SLOB,Last Incoming,"Last
SMB",Keterangan,MOQ,Umur MOQ,Rank Value SLOBS,Status Report April 23,Qty Report April 23,Value Report April 23,Kebutuhan Total Report April 23,Selisih Qty,Selisih Value,Rank Selisih Value,Laptrima,Pemusnahan,Reason Stock Bergerak,Static Stock,Rank Value Static Stock,"Kategori FG (NPD, Reguler, NFS, One Shot, Ex Revamp, Minor Change)",Report Mei 23,Report April 23,Report Mar 23,Report Feb 23,Report Jan 23,Report Dec 22,,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,,May 23,Jun 23,Jul 23,Aug 23,Sep 23,Oct 23,Nov 23,Dec 23,Jan 24,Feb 24,Mar 24,Apr 24,May 24,Jun 24,Jul 24,Aug 24,Total,,Composite Key,Composite Key
BOTO-BADS30R0-K,Bottle Brightening and Texture Refining Face Serum 35 K,,,"4,082","6,879","17,470","26,205","34,745","26,205","17,470","26,205","17,470","17,470","26,205","17,470","17,470","26,205","26,205","17,470","26,205","17,470","148,300","357,940",new product,0,<6 Bulan,OK,0,0.00,2023,2023,,"10,000",0.03,"2,207",OK,0,0,"409,180",0,0,265,  - ,  - ,,No,"2,199",NPD,"4,082","  14,400 ","  18,706 ","  2,940 ","  2,930 ","  17,070 ",,-13388,-39593,-74338,-100543,-118013,-144218,-161688,-179158,-205363,-222833,-240303,-266508,-292713,-310183,-336388,-353858,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
BOTO-BCBW-K,Bottle Brightening and Cooling Body Wash 200 K,,,429,"3,298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,to be discontinued,>16,>16 Bulan,Slow Moving,429,"3,298.00",2022,2022,Tidak ada kebutuhan 16 bulan ke depan,"8,000",,643,Slow Moving,441,"727,209",0,-12,"-723,911","3,202",  - ,  - ,,Yes,729,Reguler,429,  441 ,  429 ,  653 ,  653 ,  653 ,,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"3,298.00","3,298"
BOTO-BCBW200R1-K,Bottle Brightening and Cooling Body Wash 200 R1 K,,,"94,384","63,693","4,680","32,760","28,080","23,400","23,400","28,080","23,400","18,720","28,080","23,400","23,400","28,080","23,400","23,400","32,760","23,400","140,400","388,440",existing,4,<6 Bulan,OK,0,0.00,2023,2023,,"30,000",0.08,"2,207",OK,0,0,"388,440",0,0,265,  - ,  - ,,No,"2,199",Reguler,"94,384","  116,699 ","  75,645 ","  35,083 ","  23,383 ","  4,735 ",,89704,56944,28864,5464,-17936,-46016,-69416,-88136,-116216,-139616,-163016,-191096,-214496,-237896,-270656,-294056,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0
BOTO-BDMR0-MOPTG,Bottle Brow Definer Mascara MO (Pc(s)),,,"51,641","41,705",0,"3,600","3,486","3,560","3,486",0,"3,560","3,486",0,"3,600","7,046",0,"3,486",0,"3,560","3,486","14,132","42,356",existing,>16,>16 Bulan,Slow Moving,"37,509","30,292.27",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.24,125,Slow Moving,"37,149","119,177,640","39,590",360,"-119,147,348","4,756",  - ,  - ,,Yes,264,Reguler,"51,641","  51,641 ","  51,103 ","  50,381 ","  50,493 ","  51,558 ",,51641,48041,44555,40995,37509,37509,33949,30463,30463,26863,19817,19817,16331,16331,12771,9285,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"30,292.27","41,705"
BOTO-BNG100PVC-,Botol/Pot Btl Bening Transparant (TPR) 100 ml (HS) Wardah,,,"28,871","21,840","8,170","24,510","50,704","33,522","46,916","45,480","38,746","32,086","46,916","37,310","43,128","49,268","34,958","37,310","46,074","31,170","209,302","606,268",existing,1,<6 Bulan,OK,0,0.00,2023,2023,,"30,000",0.05,"2,207",OK,0,0,"632,760",0,0,265,"  10,620 ",  - ,,No,"2,199",Reguler,"28,871","  38,466 ","  85,644 ","  99,930 ","  52,360 ","  63,694 ",,20701,-3809,-54513,-88035,-134951,-180431,-219177,-251263,-298179,-335489,-378617,-427885,-462843,-500153,-546227,-577397,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0
BOTO-BSLPR2-EM,Botol Bright Stuff Loose Powder R2 E,,,"174,127","39,681","37,184","122,176","169,984","132,800","132,800","123,477",0,0,0,0,0,0,0,0,0,0,"718,421","718,421",existing,2,<6 Bulan,OK,0,0.00,2023,2023,,"10,000",0.01,"2,207",OK,0,0,"755,461",0,0,265,"  220,424 ",  80 ,,No,"2,199",Reguler,"174,127","  113,604 ","  144,419 ","  103,400 ","  30,326 ","  57,998 ",,136943,14767,-155217,-288017,-420817,-544294,-544294,-544294,-544294,-544294,-544294,-544294,-544294,-544294,-544294,-544294,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
BOTO-BWGT550-BD,Botol Body Wash Green Tea 550 BD,,,"19,818","63,652",0,0,0,0,"5,324",0,0,"5,324",0,"5,324",0,"5,324","5,324",0,"5,324",0,"5,324","31,944",new product,11,7-12 Bulan,Slow Moving,"14,494","46,552.11",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"25,000",0.78,73,OK,0,0,"113,400","14,494","46,552",7,  - ,  - ,,Yes,226,NPD,"19,818","  19,818 ","  19,922 ","  19,911 ","  19,581 ", -,,19818,19818,19818,19818,14494,14494,14494,9170,9170,3846,3846,-1478,-6802,-6802,-12126,-12126,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,,"46,552.11","63,652"
BOTO-BWMGTR0-BD,Botol Body Wash Mint + Green Tea BD,,,"8,071","25,085",0,0,0,"3,417",0,"3,417",0,"3,417",0,"3,417",0,"3,417","3,417",0,"3,417",0,"6,834","23,919",existing,7,7-12 Bulan,Slow Moving,"1,237","3,844.62",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.42,598,OK,0,0,"34,170","1,237","3,845",52,  - ,  - ,,No,"2,199",Reguler,"8,071","  12,006 ","  12,006 ","  27,398 ","  27,448 ","  30,277 ",,8071,8071,8071,4654,4654,1237,1237,-2180,-2180,-5597,-5597,-9014,-12431,-12431,-15848,-15848,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,,"3,844.62",0
BOTO-BWMSSR0-BD,Botol Body Wash Mint + Sea Salt BD,,,"44,901","47,895",0,"3,490",0,0,0,0,0,0,0,0,0,0,"3,490",0,"3,490",0,"3,490","10,470",existing,>16,>16 Bulan,Slow Moving,"41,411","44,172.70",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.96,81,Slow Moving,"34,353","48,392,714","52,350","7,058","-48,348,541","4,617",  - ,  - ,,No,"2,199",Reguler,"44,901","  55,293 ","  59,913 ","  68,141 ","  71,524 ","  75,760 ",,44901,41411,41411,41411,41411,41411,41411,41411,41411,41411,41411,41411,37921,37921,34431,34431,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"44,172.70",0
BOTO-BWMYZR0-BD,Botol Body Wash Mint + Yuzu BD,,,"16,188","15,236",0,"3,475",0,"3,475",0,"3,475","3,475",0,"3,475",0,"3,475",0,"3,475",0,"3,475","3,475","10,425","31,275",existing,8,7-12 Bulan,Slow Moving,"5,763","5,424.20",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.32,494,OK,"2,288","3,169,155","38,225","3,475","-3,163,730","3,842",  - ,  - ,,Yes,407,Reguler,"16,188","  16,188 ","  19,525 ","  23,384 ","  26,989 ","  30,960 ",,16188,12713,12713,9238,9238,5763,2288,2288,-1187,-1187,-4662,-4662,-8137,-8137,-11612,-15087,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,,"5,424.20","15,236"
BOTO-BWSS550-BD,Botol Body Wash Sea Salt 550 BD,,,"19,992","66,683",0,0,0,"1,776","1,776","1,776","1,776","1,776","3,552","3,552","1,776","3,552","3,552","1,776","3,552","1,776","5,328","31,968",new product,11,7-12 Bulan,Slow Moving,"14,664","48,911.45",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"25,000",0.78,67,OK,0,0,"113,920","14,664","48,911",5,  - ,  - ,,Yes,222,NPD,"19,992","  19,992 ","  23,361 ","  23,336 ","  23,188 ","  16,536 ",,19992,19992,19992,18216,16440,14664,12888,11112,7560,4008,2232,-1320,-4872,-6648,-10200,-11976,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,,"48,911.45","66,683"
BOTO-BWYZ550-BD,Botol Body Wash Yuzu 550 BD,,,"21,091","63,652",0,0,0,0,"5,324",0,0,"5,324",0,"5,324",0,"5,324",0,0,"5,324",0,"5,324","26,620",new product,11,7-12 Bulan,Slow Moving,"15,767","47,584.21",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"25,000",0.94,70,OK,0,0,"113,400","15,767","47,584",6,  - ,  - ,,Yes,226,NPD,"21,091","  21,091 ","  21,091 ","  19,963 ","  19,963 ","  7,696 ",,21091,21091,21091,21091,15767,15767,15767,10443,10443,5119,5119,-205,-205,-205,-5529,-5529,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,,"47,584.21","63,652"
BOTO-C750GTP-PET28,"Botol/Pot Botol Conical 750 ml Green Turqoise, PET 28/410 I",,,0,"2,587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inactive,0,<6 Bulan,OK,0,0.00,< 2019,2020,Tidak ada kebutuhan 16 bulan ke depan,0,,"2,207",OK,0,0,0,0,0,265,  - ,  - ,,Yes,791,Reguler,0,  - , -, -, -, -,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"2,587"
BOTO-CADLPR0-W,Bottle CAD Lip Paint W,,,"356,496","151,057","19,992","135,075","302,643","316,392","225,240","269,688","199,167","142,945","224,358","161,500","175,260","215,244","262,832","171,928","204,364","164,832","1,269,030","3,191,460",existing,2,<6 Bulan,OK,0,0.00,2023,2023,,"300,000",0.09,"2,207",OK,0,0,"3,060,351",0,0,265,"  300,510 ",  7 ,,No,"2,199",Reguler,"356,496","  197,068 ","  512,344 ","  339,042 ","  238,902 ","  446,842 ",,336504,201429,-101214,-417606,-642846,-912534,-1111701,-1254646,-1479004,-1640504,-1815764,-2031008,-2293840,-2465768,-2670132,-2834964,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
BOTO-CAUSSSR0-TV,Botol Alucan Super Fine Mist 90 T,,,"3,998","6,979",0,0,0,0,0,0,0,0,"3,333",0,0,"3,333",0,0,"3,333",0,0,"9,999",new product,11,7-12 Bulan,Slow Moving,"3,998","6,979.40",2023,2023,,"15,000",1.50,421,Slow Moving,"1,449","3,371,049","13,332","2,549","-3,364,070","3,865",  - ,  - ,,No,"2,199",Reguler,"3,998","  8,115 ","  10,251 ","  9,163 ","  9,163 ","  8,891 ",,3998,3998,3998,3998,3998,3998,3998,3998,665,665,665,-2668,-2668,-2668,-6001,-6001,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,,"6,979.40",0
BOTO-CDAMGR0-W,Bottle Crystallure DA Micellar Gel 150 W (Pc(s)),,,"24,108","58,765",0,0,"6,623",0,0,0,0,"6,623",0,0,0,0,"6,623",0,0,0,"6,623","19,869",existing,>16,>16 Bulan,Slow Moving,"17,485","42,620.93",2023,2022,MOQ lebih dari forecast 16 bulan ke depan,"5,000",0.25,86,Slow Moving,"4,493","27,227,026","19,869","12,992","-27,184,405","4,488","  13,000 ",  - ,,Yes,236,Reguler,"24,108","  11,116 ","  11,116 ","  10,718 ","  7,158 ","  7,132 ",,24108,24108,17485,17485,17485,17485,17485,10862,10862,10862,10862,10862,4239,4239,4239,4239,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"42,620.93","58,765"
BOTO-CDFMR1-WPET,Bottle C-Defense Face Mist R1 W (Pc(s)),,,"347,017","81,265","17,483","34,966","50,828","49,207","66,690","82,552","66,690","33,345","82,552","49,207","66,690","82,552","66,690","49,207","50,828","50,828","301,726","900,315",existing,6,<6 Bulan,OK,"45,291","10,606.38",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"10,000",0.01,"2,207",OK,"32,493","73,453,336","811,279","12,798","-73,442,730","4,691","  80,000 ",  - ,,No,"2,199",Reguler,"347,017","  299,253 ","  180,128 ","  61,924 ","  41,059 ","  88,078 ",,329534,294568,243740,194533,127843,45291,-21399,-54744,-137296,-186503,-253193,-335745,-402435,-451642,-502470,-553298,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,,0,0
BOTO-CDRTS10R0-CL,Bottle Crystallure Dual RTS 10 CL,,,907,"4,105",0,0,"1,032",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,032","1,032",new product,2,<6 Bulan,OK,0,0.00,2022,2023,,"3,000",2.91,"2,207",OK,0,0,"1,032",0,0,265,  - ,  - ,,Yes,675,Reguler,907,  907 ,  907 ,  907 ,  815 ,"  3,096 ",,907,907,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,"4,105"
BOTO-CFMLI01R0-W,Bottle Colorfit Fresh Matte Lip Ink 01 W,,,"67,951","33,795",0,0,0,"2,739","2,739","2,739","2,739",0,"5,478",0,"2,739","2,739","2,739","2,739","2,739","2,739","8,217","32,868",existing,>16,>16 Bulan,Slow Moving,"59,734","29,708.15",2021,2023,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.61,131,Slow Moving,"65,283","169,709,687","35,607","-5,549","-169,679,979","4,796",  - ,  - ,,No,"2,199",Reguler,"67,951","  76,239 ","  76,319 ","  76,630 ","  76,636 ","  76,636 ",,67951,67951,67951,65212,62473,59734,56995,56995,51517,51517,48778,46039,43300,40561,37822,35083,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"29,708.15",0
BOTO-CFMLI02R0-W,Bottle Colorfit Fresh Matte Lip Ink 02 W,,,"89,303","33,795",0,0,0,"2,739","2,739","2,739","2,739",0,"5,478","2,739","2,739","2,739","2,739","2,739","2,739","2,739","8,217","35,607",existing,>16,>16 Bulan,Slow Moving,"81,086","30,685.25",2021,2023,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.56,124,Slow Moving,"81,086","210,791,166","35,607",0,"-210,760,480","4,822",  - ,  - ,,Yes,286,Reguler,"89,303","  89,303 ","  89,303 ","  104,857 ","  94,786 ","  93,956 ",,89303,89303,89303,86564,83825,81086,78347,78347,72869,70130,67391,64652,61913,59174,56435,53696,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"30,685.25","33,795"
BOTO-CFMLI03R0-W,Bottle Colorfit Fresh Matte Lip Ink 03 W,,,"51,655","28,596",0,0,"2,739","5,478","5,478","5,478","5,478","2,739","8,217","2,739","5,478","8,217","2,739","5,478","5,478","5,478","19,173","71,214",existing,11,7-12 Bulan,Slow Moving,"32,482","17,981.65",2021,2023,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.28,215,Slow Moving,"32,899","85,524,240","81,711",-417,"-85,506,259","4,714",  - ,  - ,,No,"2,199",Reguler,"51,655","  65,308 ","  66,698 ","  80,200 ","  80,216 ","  82,258 ",,51655,51655,48916,43438,37960,32482,27004,24265,16048,13309,7831,-386,-3125,-8603,-14081,-19559,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,,"17,981.65",0
BOTO-CFMLI04R0-W,Bottle Colorfit Fresh Matte Lip Ink 04 W,,,"13,222","5,199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,739",0,"2,739",existing,>16,>16 Bulan,Slow Moving,"13,222","5,199.20",2021,2022,,"20,000",7.30,509,Slow Moving,"13,222","34,371,911",0,0,"-34,366,712","4,546",  - ,  - ,,Yes,610,Reguler,"13,222","  13,222 ","  13,222 ","  13,222 ","  59,672 ","  59,672 ",,13222,13222,13222,13222,13222,13222,13222,13222,13222,13222,13222,13222,13222,13222,13222,10483,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"5,199.20","5,199"
BOTO-CFMLI05R0-W,Bottle Colorfit Fresh Matte Lip Ink 05 W,,,"14,611","7,799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,existing,>16,>16 Bulan,Slow Moving,"14,611","7,798.80",2021,2021,Tidak ada kebutuhan 16 bulan ke depan,"20,000",,384,Slow Moving,"14,611","37,982,756",0,0,"-37,974,957","4,567",  - ,  - ,,Yes,515,Reguler,"14,611","  14,611 ","  14,611 ","  14,314 ","  70,032 ","  70,032 ",,14611,14611,14611,14611,14611,14611,14611,14611,14611,14611,14611,14611,14611,14611,14611,14611,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"7,798.80","7,799"
BOTO-CFMLI06R0-W,Bottle Colorfit Fresh Matte Lip Ink 06 W,,,"19,244","20,740",0,"2,739","2,739","2,739","5,478","2,739","2,739","2,739","5,478","2,739","2,739","5,478","2,739","2,739","5,478","2,739","16,434","52,041",existing,7,7-12 Bulan,Slow Moving,"2,810","3,028.45",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.38,658,OK,"1,262","3,271,745","52,041","1,548","-3,268,716","3,854",  - ,  - ,,No,"2,199",Reguler,"19,244","  20,435 ","  26,134 ","  26,591 ","  27,769 ","  1,333 ",,19244,16505,13766,11027,5549,2810,71,-2668,-8146,-10885,-13624,-19102,-21841,-24580,-30058,-32797,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,,"3,028.45",0
BOTO-CFMLI07R0-W,Bottle Colorfit Fresh Matte Lip Ink 07 W,,,"104,785","38,994",0,"2,739","2,739","2,739","2,739","2,739","2,739","2,739","2,739","2,739","2,739","2,739","2,739","2,739","2,739","2,739","13,695","41,085",existing,>16,>16 Bulan,Slow Moving,"91,090","33,897.63",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.49,116,Slow Moving,"91,090","236,797,564","41,085",0,"-236,763,666","4,832",  - ,  - ,,Yes,275,Reguler,"104,785","  104,785 ","  103,980 ","  110,330 ","  110,351 ","  123,406 ",,104785,102046,99307,96568,93829,91090,88351,85612,82873,80134,77395,74656,71917,69178,66439,63700,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"33,897.63","38,994"
BOTO-CFMLI08R0-W,Bottle Colorfit Fresh Matte Lip Ink 08 W,,,"99,521","38,994",0,0,"2,739","2,739","2,739","2,739","2,739",0,"5,478",0,"2,739","2,739","2,739","2,739","2,739","2,739","10,956","35,607",existing,>16,>16 Bulan,Slow Moving,"88,565","34,701.26",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.56,110,Slow Moving,"93,325","242,607,670","38,346","-4,760","-242,572,969","4,834",  - ,  - ,,No,"2,199",Reguler,"99,521","  107,020 ","  106,894 ","  106,530 ","  106,530 ","  106,530 ",,99521,99521,96782,94043,91304,88565,85826,85826,80348,80348,77609,74870,72131,69392,66653,63914,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"34,701.26",0
BOTO-CLFR0-OMG,Botol Coverlast Liquid Foundation 25 OMG,,OMG,24,"94,244,278","98,665","138,745","211,825","179,045","158,550","226,320","153,240","119,160","237,410","173,045","161,955","199,925","167,735","171,745","227,620","164,550","1,013,150","2,789,535",new product,0,<6 Bulan,OK,0,0.00,2023,2023,,1,0.00,"2,207",OK,0,0,"2,833,220",0,0,265,"  328,886 ",  - ,,Yes,23,NPD,24,"  30,946 ","  36,207 ","  95,349 ","  24,380 ","  41,268 ",,-98641,-237386,-449211,-628256,-786806,-1013126,-1166366,-1285526,-1522936,-1695981,-1857936,-2057861,-2225596,-2397341,-2624961,-2789511,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"94,244,278"
BOTO-CLVMR0-E,Bottle Cosmic Lash Volume Mascara E,,,"86,537","19,332",0,"6,896","6,896","6,896","6,896","6,896","6,896","3,448","6,896","6,896","6,896","10,344","3,448","6,896","10,344","3,448","34,480","99,992",new product,14,13-16 Bulan,Slow Moving,"52,057","11,629.24",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"20,000",0.20,313,Slow Moving,"11,800","32,588,027","207,577","40,257","-32,576,397","4,531",  - ,  - ,,Yes,360,NPD,"86,537","  86,537 ","  85,221 ","  62,731 ","  91,579 ","  91,579 ",,86537,79641,72745,65849,58953,52057,45161,41713,34817,27921,21025,10681,7233,337,-10007,-13455,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,14,,"11,629.24","19,332"
BOTO-CMLCR0-W,Bottle Colorfit Matte Lip Cream W,,,"790,709","64,425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,existing,>16,>16 Bulan,Slow Moving,"790,709","64,425.00",2020,2022,Tidak ada kebutuhan 16 bulan ke depan,"50,000",,38,Slow Moving,"321,482","1,380,765,190",0,"469,227","-1,380,700,765","4,892",  - ,  - ,,Yes,225,Reguler,"790,709","  321,482 ","  321,482 ","  322,063 ","  904,384 ","  904,809 ",,790709,790709,790709,790709,790709,790709,790709,790709,790709,790709,790709,790709,790709,790709,790709,790709,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"64,425.00","64,425"
BOTO-COS10-W,Bottle Crystallure Oil Serum 10 W,,,"8,946","17,401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inactive,>16,>16 Bulan,Discontinue,"8,946","17,401.21",2022,2023,Tidak ada kebutuhan 16 bulan ke depan,"10,000",,"2,207",Discontinue,"7,475","26,014,803",0,"1,471","-25,997,402","4,477",  - ,  - ,,Yes,383,Reguler,"8,946","  7,475 ","  8,946 ","  7,315 ","  31,148 ","  34,228 ",,8946,8946,8946,8946,8946,8946,8946,8946,8946,8946,8946,8946,8946,8946,8946,8946,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,0,"17,401"
BOTO-COS10R1-CL,Bottle Crystallure Oil Serum 10 R1 CL,,,977,"8,211",0,0,"1,032",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,032","1,032",existing,2,<6 Bulan,OK,0,0.00,2022,2023,,"3,000",2.91,"2,207",OK,0,0,"1,032",0,0,265,  - ,  - ,,Yes,502,Reguler,977,  977 ,  977 ,"  2,001 ","  1,131 ","  3,096 ",,977,977,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,"8,211"
BOTO-COTR0-B,Bottle Carrier Oil Terra Beyondly B,,,"3,617","7,650",0,930,0,930,0,930,0,0,930,0,930,0,930,0,930,0,"2,790","6,510",new product,8,7-12 Bulan,Slow Moving,827,"1,749.12",2022,2023,MOQ lebih dari forecast 16 bulan ke depan,"5,000",0.77,832,Slow Moving,832,"2,121,600","6,510",-5,"-2,119,851","3,693",  - ,  - ,,Yes,520,Reguler,"3,617","  3,622 ","  3,689 ","  3,810 ","  3,810 ","  5,216 ",,3617,2687,2687,1757,1757,827,827,827,-103,-103,-1033,-1033,-1963,-1963,-2893,-2893,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,,"1,749.12","7,650"
BOTO-CPRLR0-W,Bottle Crystallure PRL Lip Couture W,,,"56,454","48,874",0,596,0,0,"1,192",0,"1,788",596,"1,192",596,"2,384",596,"1,192","1,788",596,"1,192","1,788","13,708",existing,>16,>16 Bulan,Slow Moving,"54,666","47,326.25",2020,2023,,"15,000",1.09,71,Slow Moving,"44,855","274,031,424","39,932","9,811","-273,984,098","4,840",  - ,  - ,,No,"2,199",Reguler,"56,454","  59,159 ","  59,159 ","  60,701 ","  62,934 ","  65,201 ",,56454,55858,55858,55858,54666,54666,52878,52282,51090,50494,48110,47514,46322,44534,43938,42746,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,"47,326.25",0
BOTO-CSDSBS20R0-W,Botol CS Dark Spot & Brightening Serum W,,,"365,652","78,564",0,"86,150","129,225","86,150","86,150",0,0,0,0,0,0,0,0,0,0,0,"387,675","387,675",existing,4,<6 Bulan,OK,0,0.00,2022,2023,,"50,000",0.13,"2,207",Slow Moving,"104,980","183,281,218","387,675","-104,980","-183,281,218","4,808",  - ,  - ,,No,"2,199",Reguler,"365,652","  492,655 ","  626,278 ","  692,442 ","  774,513 ","  891,102 ",,365652,279502,150277,64127,-22023,-22023,-22023,-22023,-22023,-22023,-22023,-22023,-22023,-22023,-22023,-22023,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0
BOTO-CSET125R1-W,Bottle CS Exfoliating Toner 125 R1 W,,,"30,379","37,343",0,"15,464","18,232","21,000","21,000","30,116","21,000","19,616","22,384","21,000","21,000","30,116","21,000","21,000","18,232","16,848","105,812","318,008",existing,2,<6 Bulan,OK,0,0.00,2023,2023,,"10,000",0.03,"2,207",OK,0,0,"333,356",0,0,265,  - ,  - ,,No,"2,199",Reguler,"30,379","  37,933 ","  60,701 ","  67,689 ","  12,596 ","  10,798 ",,30379,14915,-3317,-24317,-45317,-75433,-96433,-116049,-138433,-159433,-180433,-210549,-231549,-252549,-270781,-287629,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0
BOTO-CSPTE1000R0-W,Botol CS PT Essence 100 W,,,"21,408","66,924","9,880",0,"8,031","10,708","10,708","10,708","10,708","8,031","13,385","8,031","10,708","13,385","8,031","10,708","10,708","10,708","50,035","154,438",existing,3,<6 Bulan,OK,0,0.00,2023,2023,,"20,000",0.13,"2,207",OK,0,0,"159,360",0,0,265,  - ,  - ,,No,"2,199",Reguler,"21,408","  21,436 ","  5,857 ","  23,970 ","  13,914 ","  7,533 ",,11528,11528,3497,-7211,-17919,-28627,-39335,-47366,-60751,-68782,-79490,-92875,-100906,-111614,-122322,-133030,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0
BOTO-CSPTE30-W,Botol CS Pure Treatment Essence 30 W,,,"113,192","13,187",0,0,0,"10,726","10,726","10,726","10,726","5,363","16,089","10,726","5,363","16,089","10,726","5,363","10,726","10,726","32,178","134,075",existing,14,13-16 Bulan,Slow Moving,"81,014","9,438.55",2023,2023,MOQ lebih dari forecast 16 bulan ke depan,"25,000",0.19,352,Slow Moving,"46,963","38,707,786","156,910","34,051","-38,698,347","4,571","  8,658 ",  - ,,No,"2,199",Reguler,"113,192","  109,727 ","  67,411 ","  47,167 ","  60,251 ","  60,251 ",,113192,113192,113192,102466,91740,81014,70288,64925,48836,38110,32747,16658,5932,569,-10157,-20883,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,14,,"9,438.55",0
