"Product Korporat Code","Reference","Quantity","BoM Lines/Product Template/Korporat Code","BoM Lines/Product Template/Material Type","BoM Lines/Quantity"
"","","","WARN-9000-","Raw Material","0.07"
"","","","WARN-CCCLOC--K","Raw Material","0.38"
"","","","ZINC-M-KJZ10-K","Raw Material","0.04"
"","","","WARN-GZ0075-X","Raw Material","0.001"
"","","","COSM-222--K","Raw Material","0.035"
"","","","WARN-RED3AS-X","Raw Material","0.003"
"","","","NT---K","Raw Material","0.05"
"","","","PENG-PNX-X","Raw Material","0.008"
"","","","WARN-TNAB--K","Raw Material","0.045106"
"","","","TALK-C-STJADAITO-K","Raw Material","0.340961"
"CON-C-C-BULK","16","1.0","BHT-CRTL-X","Raw Material","0.001"
"","","","OZO-OZO-","Raw Material","0.04"
"","","","COSM-222--K","Raw Material","0.1"
"","","","OIL-CA-MS","Raw Material","0.11567"
"","","","NIPA-S--K","Raw Material","0.001"
"","","","WAX-CW--K","Raw Material","0.02"
"","","","SALA-99--K","Raw Material","0.26526"
"","","","ACTI-VEAC-X","Raw Material","0.005"
"","","","POWD-TDMS-","Raw Material","0.37"
"","","","PENG-PNX-X","Raw Material","0.008"
"","","","TITA-C-STCR5-K","Raw Material","0.01631"
"","","","WARN-S12YL--K","Raw Material","0.04969"
"","","","WARN-C196619-R6-K","Raw Material","0.00757"
"","","","PARF-AMSKLG-X","Raw Material","0.0005"
"F-PTCMCC62-BULK","FS.RND.M0113-VER.01","1.0","WARN-TE-A40BIOSC-K","Raw Material","0.033385"
"","","","WARN-A450-X","Raw Material","0.060812"
"","","","WARN-A407-X","Raw Material","0.130177"
"","","","TITA-C-STCR5-K","Raw Material","0.062"
"","","","SILI-556-DC-K","Raw Material","0.126184"
"","","","WARN-SLI-X","Raw Material","0.02"
"","","","PARF-AMSKLG-X","Raw Material","0.0002"
"","","","COSM-222--K","Raw Material","0.055"
"","","","COVB-LH8-","Raw Material","0.07"
"","","","EMU-FLRM-X","Raw Material","0.05"
"","","","EMU-CPLS-X","Raw Material","0.159742"
"","","","EMU-ACT-X","Raw Material","0.09"
"","","","PLAS-P-D400-K","Raw Material","0.03"
"","","","VITA-DL E-MS","Raw Material","0.001"
"","","","EXTR-DB-","Raw Material","0.0005"
"","","","WAX-PFRMSW-X","Raw Material","0.022"
"","","","PARS-1789-","Raw Material","0.002"
"","","","SUN-SSFMBC-X","Raw Material","0.005"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","UVIN-MC80-BASF","Raw Material","0.02"
"","","","WAX-CDL204--X","Raw Material","0.022"
"","","","LILI-HRC22-X","Raw Material","0.028"
"","","","PEN-SENSC50-X","Raw Material","0.004"
"TC-R3LLF03-BULK","51","1.0","POWD-MDMS-","Raw Material","0.17"
"","","","TIT-CR50HD-X","Raw Material","0.06"
"","","","WARN-BLCK3AS-X","Raw Material","0.000873"
"","","","SERI-TAS-KSP-X","Raw Material","0.35"
"","","","WARN-A407-X","Raw Material","0.003606"
"","","","POLY-M-MP27-K","Raw Material","0.02"
"","","","ASO--KB-K","Raw Material","0.05"
"","","","EMO-BSLDMZ-X","Raw Material","0.019"
"","","","WARN-A450TDMS-BULK","Intermediate","0.007895"
"","","","COSM-222--K","Raw Material","0.04"
"","","","LAR-LICODDC-BULK","Intermediate","0.045"
"","","","POWD-TDMS-","Raw Material","0.213626"
"","","","PARF-AMSKLG-X","Raw Material","0.0004"
"","","","VITA-DL E-MS","Raw Material","0.0001"
"","","","SILD--SI5H52D-K","Raw Material","0.0075"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","PEN-SENSC50-X","Raw Material","0.004"
"SS-UVSAFE-BULK","12","1.0","OIL-LXFS-X","Raw Material","0.01"
"","","","SUNS-HYAB-X","Raw Material","0.05"
"","","","ACTI-RBN-X","Raw Material","0.005"
"","","","EMUL-MTVT-X","Raw Material","0.013"
"","","","SUNS-PR340-X","Raw Material","0.04"
"","","","CETY---K","Raw Material","0.005"
"","","","PENG-PNX-X","Raw Material","0.005"
"","","","HALL-BHB-X","Raw Material","0.04"
"","","","KELT-CG-X","Raw Material","0.002"
"","","","PENG-CLRP-X","Raw Material","0.003"
"","","","ACTI-RYKA-X","Raw Material","0.005"
"","","","STA--C18-K","Raw Material","0.005"
"","","","PARF-C072-GIV","Raw Material","0.001"
"","","","EXTR-PONG-X","Raw Material","0.0005"
"","","","EDT-B--K","Raw Material","0.001"
"","","","UVIN-MC80-BASF","Raw Material","0.07"
"","","","SUNS-CHMOS-X","Raw Material","0.05"
"","","","AIR-RO--L","Raw Material","0.5035"
"","","","SUNS-PRSHMS-X","Raw Material","0.05"
"","","","SOLV-BGKHN-X","Raw Material","0.04"
"","","","SILI-345-DC-K","Raw Material","0.035"
"","","","SUNS-TNBS-X","Raw Material","0.03"
"","","","PARS-1789-","Raw Material","0.03"
"","","","SEPP-S400-","Raw Material","0.006"
"M-RWSDC-BULK","9","100.0","AMP-95--K","Raw Material","0.2035"
"","","","AIR-RO--L","Raw Material","69.2805"
"","","","PARF-SPRFLR-X","Raw Material","0.08"
"","","","ALAN--AK-K","Raw Material","0.1"
"","","","EDT-B--K","Raw Material","0.1"
"","","","CHEM-1789-X","Raw Material","3.0"
"","","","SUNS-PTX-X","Raw Material","0.25"
"","","","HALL-BHB-X","Raw Material","3.0"
"","","","SUNS-OCR-X","Raw Material","3.0"
"","","","UVIN-MC80-BASF","Raw Material","7.5"
"","","","VITA-B3PC-X","Raw Material","5.0"
"","","","ARLA-165--K","Raw Material","2.5"
"","","","SILI-GRPSQ-X","Raw Material","0.5"
"","","","THIC-SPVE10-X","Raw Material","1.15"
"","","","TITA-CROTS-X","Raw Material","1.25"
"","","","PENG-PHC-X","Raw Material","1.0"
"","","","CRIL-C1-CRO","Raw Material","0.5"
"","","","STA--C18-K","Raw Material","1.0"
"","","","ACTI-RBN-X","Raw Material","0.2"
"","","","CARB-UT20-X","Raw Material","0.185"
"","","","ACTI-AFEW-X","Raw Material","0.001"
"","","","VITA-DL E-MS","Raw Material","0.1"
"","","","ACTI-ALARB-X","Raw Material","0.1"
"FW-RPBCFLO-BULK","10","1.0","MYRI-SOCI-X","Raw Material","0.225"
"","","","GLYC--ECOS-K","Raw Material","0.22"
"","","","AIR-RO--L","Raw Material","0.159677"
"","","","HUM-PGUEP-X","Raw Material","0.09"
"","","","KOH--PH-K","Raw Material","0.07629"
"","","","STEA-A-EST05M","Raw Material","0.07"
"","","","EMUL-PLUP-X","Raw Material","0.04"
"","","","EM-E3201M-X","Raw Material","0.03"
"","","","EMUL-WLALA99-X","Raw Material","0.03"
"","","","GLYC-MS-CGGMS N/EB25","Raw Material","0.025"
"","","","OIL-OLV300-X","Raw Material","0.01"
"","","","VITA-B3PC-X","Raw Material","0.005"
"","","","PENG-NPGEHP-X","Raw Material","0.005"
"","","","PARF-PCNDLF-X","Raw Material","0.005"
"","","","MERQ-MQ550PP-X","Raw Material","0.005"
"","","","CLAY-KAOSRG-X","Raw Material","0.001"
"","","","EDT-B--K","Raw Material","0.001"
"","","","PANT--DL-K","Raw Material","0.001"
"","","","CABO-M5-X","Raw Material","0.001"
"","","","EXTR-JPBBR-X","Raw Material","1e-05"
"","","","EXTR-CRNEGN-X","Raw Material","1e-05"
"","","","EKS-FLAC-X","Raw Material","1e-05"
"","","","EXTR-PCTGJ-X","Raw Material","1e-06"
"","","","STAY--DSMR-K","Raw Material","1e-06"
"","","","VIT-ATCAT-X","Raw Material","1e-06"
"FW-BSACNE-BULK","25","1.0","MYRI-SOCI-X","Raw Material","0.198"
"","","","MERQ-MQ550PP-X","Raw Material","0.002"
"","","","PENG-NPGEHP-X","Raw Material","0.005"
"","","","EXTR-LCRG-X","Raw Material","0.0001"
"","","","OIL-OLV300-X","Raw Material","0.015"
"","","","VITA-B3PC-X","Raw Material","0.005"
"","","","EXTR-SILVBG30-X","Raw Material","0.0001"
"","","","EMUL-SNRFA-X","Raw Material","0.0396"
"","","","AMI-GCK12K-","Raw Material","0.04"
"","","","KOH--PH-K","Raw Material","0.06585"
"","","","STEA-A-EST05M","Raw Material","0.066"
"","","","BUTY--DAI1,3","Raw Material","0.09"
"","","","GLYC--ECOS-K","Raw Material","0.2"
"","","","AIR-RO--L","Raw Material","0.2166"
"","","","BENE-K200-X","Raw Material","0.00075"
"","","","AJID--NL-K","Raw Material","0.02"
"","","","EMUL-GMSNSE-X","Raw Material","0.03"
"","","","SEPI-SPCA5-X","Raw Material","0.0005"
"","","","PANT--DL-K","Raw Material","0.001"
"","","","ALAN-SL--X","Raw Material","0.002"
"","","","EDT-B--K","Raw Material","0.0005"
"","","","PARF-C072-GIV","Raw Material","0.002"
"FW-FW01-BULK","14","1.0","OIL-OLV300-X","Raw Material","0.0095"
"","","","ALAN--AK-K","Raw Material","0.005"
"","","","MENT-FRGHS-X","Raw Material","0.002"
"","","","EXTR-WTCHPF-X","Raw Material","0.0005"
"","","","SCRU-SRBB50-X","Raw Material","0.005"
"","","","VITA-B3PC-X","Raw Material","0.005"
"","","","PARF-RSCFE-X","Raw Material","0.005"
"","","","MOIS-PTVT-X","Raw Material","0.007"
"","","","BENE-K200-X","Raw Material","0.00075"
"","","","EDT-B--K","Raw Material","0.001"
"","","","MYRI-SOCI-X","Raw Material","0.198"
"","","","AIR-RO--L","Raw Material","0.2108"
"","","","GLYC--ECOS-K","Raw Material","0.2"
"","","","EMUL-PLUP-X","Raw Material","0.05"
"","","","EMUL-GMSNSE-X","Raw Material","0.03"
"","","","KOH--PH-K","Raw Material","0.06585"
"","","","BUTY--DAI1,3","Raw Material","0.09"
"","","","STEA-A-EST05M","Raw Material","0.066"
"","","","EMUL-SNRFA-X","Raw Material","0.0396"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","ACTI-ECFA-X","Raw Material","0.0005"
"","","","EXP-EGS605147-X","Raw Material","0.0005"
"BP-BMRF-BULK","3","80.0","EMUL-DERMSOLP-","Raw Material","1.6"
"","","","PARF-SPFXTV-X","Raw Material","0.16"
"","","","UVAS-BZP2-X","Raw Material","0.08"
"","","","SOLV-DEASB-X","Raw Material","48.0"
"","","","AIR-RO--L","Raw Material","25.36"
"","","","PARF-WYM1R-X","Raw Material","4.8"
"F-PTCMCW52-BULK","FS.RND.M0111-VER.01","1.0","EMU-CPLS-X","Raw Material","0.159742"
"","","","EMU-ACT-X","Raw Material","0.09"
"","","","SILI-556-DC-K","Raw Material","0.076379"
"","","","COVB-LH8-","Raw Material","0.07"
"","","","EMU-FLRM-X","Raw Material","0.05"
"","","","COSM-222--K","Raw Material","0.05"
"","","","PLAS-P-D400-K","Raw Material","0.03"
"","","","LILI-HRC22-X","Raw Material","0.028"
"","","","WAX-PFRMSW-X","Raw Material","0.027"
"","","","WAX-CDL204--X","Raw Material","0.022"
"","","","UVIN-MC80-BASF","Raw Material","0.02"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","SUN-SSFMBC-X","Raw Material","0.005"
"","","","PEN-SENSC50-X","Raw Material","0.004"
"","","","PARS-1789-","Raw Material","0.002"
"","","","VITA-DL E-MS","Raw Material","0.001"
"","","","EXTR-DB-","Raw Material","0.0005"
"","","","PARF-AMSKLG-X","Raw Material","0.0002"
"","","","TITA-C-STCR5-K","Raw Material","0.1885"
"","","","WARN-A407-X","Raw Material","0.1203"
"","","","WARN-SLI-X","Raw Material","0.02"
"","","","WARN-A450-X","Raw Material","0.019019"
"","","","WARN-TE-A40BIOSC-K","Raw Material","0.00836"
"F-PTCMCW22-BULK","FS.RND.M0107-VER.01","1.0","EMU-CPLS-X","Raw Material","0.175781"
"","","","SILI-556-DC-K","Raw Material","0.143758"
"","","","EMU-ACT-X","Raw Material","0.09"
"","","","COVB-LH8-","Raw Material","0.085"
"","","","EMU-FLRM-X","Raw Material","0.05"
"","","","COSM-222--K","Raw Material","0.05"
"","","","PLAS-P-D400-K","Raw Material","0.04"
"","","","WAX-PFRMSW-X","Raw Material","0.03"
"","","","LILI-HRC22-X","Raw Material","0.028"
"","","","WARN-SLI-X","Raw Material","0.025"
"","","","WAX-CDL204--X","Raw Material","0.022"
"","","","UVIN-MC80-BASF","Raw Material","0.02"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","SUN-SSFMBC-X","Raw Material","0.005"
"","","","PEN-SENSC50-X","Raw Material","0.004"
"","","","PARS-1789-","Raw Material","0.002"
"","","","ACTI-VEAC-X","Raw Material","0.001"
"","","","EXTR-DB-","Raw Material","0.0005"
"","","","PARF-AMSKLG-X","Raw Material","0.0002"
"","","","TITA-C-STCR5-K","Raw Material","0.182513"
"","","","WARN-A407-X","Raw Material","0.031388"
"","","","WARN-A450-X","Raw Material","0.005162"
"","","","WARN-TE-A40BIOSC-K","Raw Material","0.000698"
"S-G-BULK","FS.DND.P003-VER.01","1.0","TEGO-L7-1--K","Raw Material","0.08"
"","","","TEXA---K","Raw Material","0.09"
"","","","AIR-RO--L","Raw Material","0.777464"
"","","","PARF-LSR71-","Raw Material","0.00315"
"","","","PEN-PRSVPE-X","Raw Material","1.8e-05"
"","","","EMUL-DERMSOLP-","Raw Material","1.8e-05"
"","","","KATH---K","Raw Material","0.0005"
"","","","WARN-LT--BULK","Intermediate","0.0001"
"","","","WARN-K-BULK","Intermediate","0.0002"
"","","","MERQ-MQ550PP-X","Raw Material","0.02145"
"","","","GARA-VCNI-X","Raw Material","0.025"
"","","","EXTR-G-MM","Raw Material","0.0021"
"F-PTCMCW33-BULK","FS.RND.M0108-VER.01","1.0","EMU-CPLS-X","Raw Material","0.1770538"
"","","","SILI-556-DC-K","Raw Material","0.112246"
"","","","EMU-ACT-X","Raw Material","0.09"
"","","","COVB-LH8-","Raw Material","0.09"
"","","","EMU-FLRM-X","Raw Material","0.05"
"","","","COSM-222--K","Raw Material","0.05"
"","","","PLAS-P-D400-K","Raw Material","0.04"
"","","","WARN-SLI-X","Raw Material","0.04"
"","","","WAX-PFRMSW-X","Raw Material","0.03"
"","","","LILI-HRC22-X","Raw Material","0.028"
"","","","WAX-CDL204--X","Raw Material","0.022"
"","","","UVIN-MC80-BASF","Raw Material","0.02"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","SUN-SSFMBC-X","Raw Material","0.005"
"","","","PEN-SENSC50-X","Raw Material","0.004"
"","","","PARS-1789-","Raw Material","0.002"
"","","","ACTI-VEAC-X","Raw Material","0.001"
"","","","EXTR-DB-","Raw Material","0.0005"
"","","","PARF-AMSKLG-X","Raw Material","0.0002"
"","","","TITA-C-STCR5-K","Raw Material","0.1848375"
"","","","WARN-A407-X","Raw Material","0.0387113"
"","","","WARN-A450-X","Raw Material","0.00558"
"","","","WARN-TE-A40BIOSC-K","Raw Material","0.0008714"
"F-PTCMCW42-BULK","FS.RND.M0110-VER.01","1.0","SILI-556-DC-K","Raw Material","0.188713"
"","","","EMU-CPLS-X","Raw Material","0.159742"
"","","","EMU-ACT-X","Raw Material","0.09"
"","","","COVB-LH8-","Raw Material","0.08"
"","","","EMU-FLRM-X","Raw Material","0.05"
"","","","COSM-222--K","Raw Material","0.05"
"","","","PLAS-P-D400-K","Raw Material","0.04"
"","","","WAX-PFRMSW-X","Raw Material","0.022"
"","","","LILI-HRC22-X","Raw Material","0.028"
"","","","WAX-CDL204--X","Raw Material","0.022"
"","","","UVIN-MC80-BASF","Raw Material","0.02"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","SUN-SSFMBC-X","Raw Material","0.005"
"","","","PEN-SENSC50-X","Raw Material","0.004"
"","","","PARS-1789-","Raw Material","0.002"
"","","","VITA-DL E-MS","Raw Material","0.001"
"","","","EXTR-DB-","Raw Material","0.0005"
"","","","PARF-AMSKLG-X","Raw Material","0.0002"
"","","","TITA-C-STCR5-K","Raw Material","0.135"
"","","","WARN-A407-X","Raw Material","0.059"
"","","","WARN-SLI-X","Raw Material","0.02"
"","","","WARN-A450-X","Raw Material","0.011"
"","","","WARN-TE-A40BIOSC-K","Raw Material","0.003845"
"M-RHDG-BULK","10","1.0","HYA-AC511H-X","Raw Material","0.0005"
"","","","AIR-RO--L","Raw Material","0.66362"
"","","","EMU-DTC7-X","Raw Material","0.03"
"","","","BIO-HYAL-BIL","Raw Material","0.0005"
"","","","SILI-CES1104-X","Raw Material","0.04"
"","","","GLYC--ECOS-K","Raw Material","0.1"
"","","","WARN-K-BULK","Intermediate","0.00019"
"","","","LAR-WMHTG-BULK","Intermediate","0.00025"
"","","","FUCO-15PSLB-X","Raw Material","0.02"
"","","","BUTY--DAI1,3","Raw Material","0.02"
"","","","SILI-MCMA-X","Raw Material","0.04"
"","","","MOIS-TR100-X","Raw Material","0.02"
"","","","MOIS-PTVT-X","Raw Material","0.01"
"","","","MOIS-HYDGLC-X","Raw Material","0.015"
"","","","THIC-ARAVC-","Raw Material","0.0095"
"","","","VITA-DL E-MS","Raw Material","0.001"
"","","","CARB--94022,68-K","Raw Material","0.0015"
"","","","CRIL-C1-CRO","Raw Material","0.002"
"","","","EMG-450-X","Raw Material","0.003"
"","","","PENG-PHC-X","Raw Material","0.005"
"","","","SILI-2005-DC-K","Raw Material","0.005"
"","","","EMU-SROL-X","Raw Material","0.005"
"","","","ACTI-RBN-X","Raw Material","0.005"
"","","","KOH--PH-K","Raw Material","0.00054"
"","","","PARF-JRS-X","Raw Material","0.0004"
"","","","POWD-H53-X","Raw Material","0.001"
"","","","EDT-B--K","Raw Material","0.001"
"ES-EP01-W-03-BULK","9","1.0","WARN-CSW-9000S-K","Raw Material","0.101105"
"","","","WARN-6278MRN-X","Raw Material","0.015452"
"","","","WARN-6000G-","Raw Material","0.05"
"","","","WARN-CLOGB--K","Raw Material","0.39"
"","","","TALK-C-STJADAITO-K","Raw Material","0.300193"
"","","","ZINC-M-KJZ10-K","Raw Material","0.04"
"","","","WARN-YLW3AS-X","Raw Material","0.00475"
"","","","COSM-222--K","Raw Material","0.035"
"","","","NT---K","Raw Material","0.05"
"","","","WARN-CCCLOC--K","Raw Material","0.0055"
"","","","PENG-PNX-X","Raw Material","0.008"
"F-LUC07-BULK","20","1.0","NIPA-G--K","Raw Material","0.0008"
"","","","CRLL-4-C-K","Raw Material","0.00483"
"","","","PARS-5000-DSM","Raw Material","0.00804"
"","","","SILI-556-DC-K","Raw Material","0.03218"
"","","","SQUA-AMYR-X","Raw Material","0.00804"
"","","","NIPA-S--K","Raw Material","0.00102"
"","","","WARN-S12YL--K","Raw Material","0.074"
"","","","PARS-1789-","Raw Material","0.00402"
"","","","EMUL-AMPK-","Raw Material","0.00804"
"","","","GARA-RFS-X","Raw Material","0.00804"
"","","","POWD-9701-","Raw Material","0.00804"
"","","","SILI-D5225F-X","Raw Material","0.10457"
"","","","SILI-XM344CB-X","Raw Material","0.03218"
"","","","SILI-4515-","Raw Material","0.09243"
"","","","SERI-OT2SFSE-","Raw Material","0.04022"
"","","","UVIN-MC80-BASF","Raw Material","0.04022"
"","","","BUTY--DAI1,3","Raw Material","0.04022"
"","","","ASO--KB-K","Raw Material","0.01609"
"","","","POLY-M-MP27-K","Raw Material","0.01609"
"","","","PLAS-P-D400-K","Raw Material","0.01609"
"","","","AIR-RO--L","Raw Material","0.35897"
"","","","SILI-9546-EDC","Raw Material","0.02413"
"","","","TIT-CR50HD-X","Raw Material","0.02534"
"","","","XANT---K","Raw Material","0.0004"
"","","","EXTR-PEAR-MM","Raw Material","0.0008"
"","","","EXTR-DB-","Raw Material","0.0008"
"","","","ACTI-VEAC-X","Raw Material","8e-05"
"","","","BHT-CRTL-X","Raw Material","0.00022"
"","","","WARN-S12RN217--K","Raw Material","0.02072"
"","","","WARN-TE--PBULK","Intermediate","0.00998"
"","","","PEN-PRSVPE-X","Raw Material","0.005"
"L-CUSH05-BULK","4","1.0","PARF-VMR-X","Raw Material","0.0005"
"","","","WARN-C338--K","Raw Material","0.028909"
"","","","TITA-OTS2CR50-","Raw Material","0.032105"
"","","","WARN-TOA403-KF","Raw Material","0.026611"
"","","","WARN-C19012-DCR6-K","Raw Material","0.014739"
"","","","WARN-C335138--K","Raw Material","0.005745"
"","","","SILI-BELEG5-X","Raw Material","0.29"
"","","","BENT-BGVS5PC-X","Raw Material","0.224"
"","","","HAIM-DIS-X","Raw Material","0.1115"
"","","","KAOL-JP100-X","Raw Material","0.12"
"","","","SFT-S649-X","Raw Material","0.046"
"","","","SILI-556-DC-K","Raw Material","0.02539"
"","","","SILI-SP105-X","Raw Material","0.02"
"","","","SUNP-EPU-2X-X","Raw Material","0.02"
"","","","SILC-MKOL-X","Raw Material","0.0025"
"","","","MC3-300-SF","Raw Material","0.02"
"","","","PEN-PRSVPE-X","Raw Material","0.005"
"","","","PEN-SENSC50-X","Raw Material","0.002"
"","","","BHT-CRTL-X","Raw Material","0.001"
"","","","VITA-DL E-MS","Raw Material","0.001"
"","","","WAX-PFRMSW-X","Raw Material","0.003"
"FW-3IN1PC-BULK","FS.DND.K14-VER.04","1.0","ASAM-SCAD-X","Raw Material","0.005"
"","","","ASAM-A-CAAH-K","Raw Material","0.0048"
"","","","WARN-WDCB2-X","Raw Material","0.0015"
"","","","OIL-TTOIDS-X","Raw Material","1e-05"
"","","","PURA--PH90-K","Raw Material","1e-05"
"","","","ALAN-SL--X","Raw Material","0.005"
"","","","EDT-B--K","Raw Material","0.001"
"","","","PARF-LDGRGA-X","Raw Material","0.006"
"","","","MENT--CEPB-K","Raw Material","0.001"
"","","","EXF-GLDL-X","Raw Material","0.0001"
"","","","ACTI-VCR-X","Raw Material","0.0005"
"","","","PENG-NPGEHP-X","Raw Material","0.008"
"","","","TEGO-L7-1--K","Raw Material","0.2"
"","","","AIR-RO--L","Raw Material","0.28943"
"","","","SODA-C-ASA","Raw Material","0.00255"
"","","","MOIS-PTVT-X","Raw Material","0.0001"
"","","","PR-ZPRDL-X","Raw Material","0.02"
"","","","GLYC--ECOS-K","Raw Material","0.06"
"","","","SURF-DIAK-X","Raw Material","0.15"
"","","","RHM-DREAQA-X","Raw Material","0.075"
"","","","PWD-BNTNT-X","Raw Material","0.03"
"","","","CLAY-KAOSRG-X","Raw Material","0.04"
"","","","EMUL-PLUP-X","Raw Material","0.1"
"BP-BMSS-BULK","5","1.0","EMUL-DERMSOLP-","Raw Material","0.02"
"","","","PARF-FLMMR15-X","Raw Material","0.06"
"","","","UVAS-BZP2-X","Raw Material","0.001"
"","","","SOLV-DEASB-X","Raw Material","0.6"
"","","","PARF-SPFXTV-X","Raw Material","0.002"
"","","","AIR-RO--L","Raw Material","0.317"
"M-PSRT40-BULK","3","1.0","BIO-HYAL-BIL","Raw Material","0.0005"
"","","","VITA-DL E-MS","Raw Material","0.005"
"","","","PANT--DL-K","Raw Material","0.005"
"","","","ACTI-RYKA-X","Raw Material","0.002"
"","","","TOSP-2000B-X","Raw Material","0.005"
"","","","CRLL-4-C-K","Raw Material","0.006"
"","","","PEN-PRSVPE-X","Raw Material","0.008"
"","","","MOIS-TR100-X","Raw Material","0.03"
"","","","POLY-M-MP27-K","Raw Material","0.02"
"","","","UVIN-MC80-BASF","Raw Material","0.03"
"","","","GARA-RFS-X","Raw Material","0.008"
"","","","SOLV-2PEEPH-MO","Raw Material","0.02"
"","","","VITA-B3PC-X","Raw Material","0.03"
"","","","SUNS-PTX-X","Raw Material","0.02"
"","","","ALAN--AK-K","Raw Material","0.001"
"","","","WARN-RED3AS-X","Raw Material","0.003864"
"","","","WARN-YLW3AS-X","Raw Material","0.02079"
"","","","EDT-B--K","Raw Material","0.0002"
"","","","WARN-BLCK3AS-X","Raw Material","0.0009"
"","","","TITA-CROTS-X","Raw Material","0.04275"
"","","","PR-ZPRDL-X","Raw Material","0.06"
"","","","SILI-4515-","Raw Material","0.07"
"","","","SILI-D5225F-X","Raw Material","0.15"
"","","","SILI-1202-","Raw Material","0.08"
"","","","AIR-RO--L","Raw Material","0.331"
"","","","SILI-9546-EDC","Raw Material","0.05"
"L-CUSH03-BULK","4","1.0","SUNP-EPU-2X-X","Raw Material","0.02"
"","","","MC3-300-SF","Raw Material","0.02"
