"Korporat Code","Material Type","General Subcategory","Component FG/Korporat Code","Component FG/Material Type","Component FG/General Subcategory","Component REFILL/Korporat Code"
"STIC-BLMPR01RR0-W","Packaging Material","Regular","","","",""
"STIC-BLMPR02RR0-W","Packaging Material","Regular","","","",""
"STIC-BLMPR03RR0-W","Packaging Material","Regular","","","",""
"STIC-BLMPR04RR0-W","Packaging Material","Regular","","","",""
"STIC-BLPE01R0-W","Packaging Material","Regular","","","",""
"STIC-BLPE02R0-W","Packaging Material","Regular","","","",""
"STIC-BLPE03R0-W","Packaging Material","Regular","","","",""
"STIC-BLPE04R0-W","Packaging Material","Regular","","","",""
"STIC-BLPL01R0-W","Packaging Material","Regular","","","",""
"STIC-BLPL02R0-W","Packaging Material","Regular","","","",""
"STIC-BLPL03R0-W","Packaging Material","Regular","","","",""
"STIC-BLPL04R0-W","Packaging Material","Regular","","","",""
"STIC-BLPL05R0-W","Packaging Material","Regular","","","",""
"STIC-BLPL06R0-W","Packaging Material","Regular","","","",""
"STIC-BLPL07R0-W","Packaging Material","Regular","","","",""
"STIC-BLPFLFR01R0-W","Packaging Material","Regular","","","",""
"STIC-BLPFLFR02R0-W","Packaging Material","Regular","","","",""
"STIC-BLPFLFR03R0-W","Packaging Material","Regular","","","",""
"STIC-BLPFLFR04R0-W","Packaging Material","Regular","","","",""
"STIC-BLPFLFR05R0-W","Packaging Material","Regular","","","",""
"STIC-BLPFLFR06R0-W","Packaging Material","Regular","","","",""
"STIC-BLPFLFR07R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRE01R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRE02R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRE03R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRE04R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRL01R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRL02R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRL03R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRL04R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRL05R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRL06R0-W","Packaging Material","Regular","","","",""
"STIC-BLPRL07R0-W","Packaging Material","Regular","","","",""
"STIC-BLPFRLFR01-W","Packaging Material","Regular","","","",""
"STIC-BLPFRLFR02-W","Packaging Material","Regular","","","",""
"STIC-BLPFRLFR03-W","Packaging Material","Regular","","","",""
"STIC-BLPFRLFR04-W","Packaging Material","Regular","","","",""
"STIC-BLPFRLFR05-W","Packaging Material","Regular","","","",""
"STIC-BLPFRLFR06-W","Packaging Material","Regular","","","",""
"STIC-BLPFRLFR07-W","Packaging Material","Regular","","","",""
"STIC-BLTCEC1R5-WRL","Packaging Material","Regular","","","",""
"STIC-BLTWCEC2R4-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTCEC2R5-WRL","Packaging Material","Regular","","","",""
"STIC-BLTWCEC3R4-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTCEC3R5-WRL","Packaging Material","Regular","","","",""
"STIC-BLTWCEC4R4-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTCEC4R5-WRL","Packaging Material","Regular","","","",""
"STIC-BLTCL5R0-WRL","Packaging Material","Regular","","","",""
"STIC-BLTCL6R0-WRL","Packaging Material","Regular","","","",""
"STIC-BLTCL7R0-WRL","Packaging Material","Regular","","","",""
"STIC-BLTWCLF1R4-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTCLF1R5-WRL","Packaging Material","Regular","","","",""
"STIC-BLTWCLF2R4-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTCLF2R5-WRL","Packaging Material","Regular","","","",""
"STIC-BLTCLF3R5-WRL","Packaging Material","Regular","","","",""
"STIC-BLTWCLF4R4-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTCLF4R5-WRL","Packaging Material","Regular","","","",""
"STIC-BLTCRE1R5-W","Packaging Material","Regular","","","",""
"STIC-BLTCRE2R5-W","Packaging Material","Regular","","","",""
"STIC-BLTCRE3R5-W","Packaging Material","Regular","","","",""
"STIC-BLTCRE4R5-W","Packaging Material","Regular","","","",""
"STIC-BLTWCREC14-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTWCREC24-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTWCREC34-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTWCREC44-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTCRL1R5-W","Packaging Material","Regular","","","",""
"STIC-BLTCRL2R5-W","Packaging Material","Regular","","","",""
"STIC-BLTCRL3R5-W","Packaging Material","Regular","","","",""
"STIC-BLTCRL4R5-W","Packaging Material","Regular","","","",""
"STIC-BLTCRL5R0-WRL","Packaging Material","Regular","","","",""
"STIC-BLTCRL6R0-WRL","Packaging Material","Regular","","","",""
"STIC-BLTCRL7R0-WRL","Packaging Material","Regular","","","",""
"STIC-BLTWCRLF14-WCNF","Packaging Material","Regular","","","",""
"STIC-BLTWCRLF44-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLBOW-C12NF","Packaging Material","Regular","","","",""
"STIC-BOTLBSW-C12NF","Packaging Material","Regular","","","",""
"STIC-BOTLBVW-C12NF","Packaging Material","Regular","","","",""
"STIC-BOTLCPMO-PSM1W1","Packaging Material","Regular","","","",""
"STIC-BOTLCPR1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BTLL1R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL2R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL3R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL4R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL5R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL6R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL7R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL8R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL9R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL10R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL11R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL12R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL13R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL14R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL15R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL16R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL17R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL18R2-W","Packaging Material","Regular","","","",""
"STIC-BTLL19R2-W","Packaging Material","Regular","","","",""
"STIC-BOTLL01R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL02R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL03R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL04R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL05R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL06R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL07R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL08R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL09R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL10R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL11R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL12R2-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTLL13R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTMMB20PH-K","Packaging Material","Regular","","","",""
"STIC-BOTMPSRR1-E","Packaging Material","Regular","","","",""
"STIC-BOTMPSGR1-E","Packaging Material","Regular","","","",""
"STIC-BOTMPSMR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTMPSMR1-E","Packaging Material","Regular","","","",""
"STIC-BOTMPSIR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTMPSUR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTMPSAR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BTMMS1R0-ELM","Packaging Material","Regular","","","",""
"STIC-BTMMS2R0-ELM","Packaging Material","Regular","","","",""
"STIC-BTMMS3R0-ELM","Packaging Material","Regular","","","",""
"STIC-BMFPFR11R0-IP","Packaging Material","Regular","","","",""
"STIC-BMFPFR22R0-IP","Packaging Material","Regular","","","",""
"STIC-BMFPFR32R0-IP","Packaging Material","Regular","","","",""
"STIC-BMFPFR33R0-IP","Packaging Material","Regular","","","",""
"STIC-BMFPFR43R0-IP","Packaging Material","Regular","","","",""
"STIC-BMFPFR52R0-IP","Packaging Material","Regular","","","",""
"STIC-BMKLC01R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC01R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC01R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC01R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC02R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC02R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC02R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC02R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC03R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC03R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC03R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC03R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC04R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC04R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC04R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC04R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC05R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC05R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC05R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC05R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC06R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC06R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC06R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC06R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC07R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC07R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC07R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC07R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC08R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC08R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC08R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC08R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC09R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC09R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC09R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC09R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC10R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC10R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC10R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC10R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC11R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC11R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC11R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC11R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC12R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC12R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC12R2-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLC12R3-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCE16R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCE17R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCE18R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCOLSPAR0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCOLSPBR0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCOLSPLR0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCOLSPMR0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCOLSPPR0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCE13R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCE13R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCE14R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCE14R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCE15R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCCE15R1-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCSE16R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCSE17R0-OMG","Packaging Material","Regular","","","",""
"STIC-BMKLCSE18R0-OMG","Packaging Material","Regular","","","",""
"STIC-BOTML01R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML02R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML03R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML04R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML05R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML06R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML07R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML08R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML09R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML10R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML11R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML12R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML13R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML14R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML15R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML16R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML17R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML18R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML19R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BOTML20R1-WCNF","Packaging Material","Regular","","","",""
"STIC-BMTC1R0-E","Packaging Material","Regular","","","",""
"STIC-BMTC2R0-E","Packaging Material","Regular","","","",""
"STIC-BMTC3R0-E","Packaging Material","Regular","","","",""
"STIC-BMTC4R0-E","Packaging Material","Regular","","","",""
"STIC-BMTC5R0-E","Packaging Material","Regular","","","",""
"STIC-BMTC6R0-E","Packaging Material","Regular","","","",""
"STIC-BMLMP1R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMP2R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMP3R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMP4R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMP5R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMP6R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMP7R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMP8R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMP9R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMPFE10R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMPFE11R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMPFE12R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMPFE13R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMPFE14R0-IP","Packaging Material","Regular","","","",""
"STIC-BMLMPFE15R0-IP","Packaging Material","Regular","","","",""
"STIC-BTMBSR0-MOPPSM","Packaging Material","Regular","","","",""
"STIC-BMMB01-MO","Packaging Material","Regular","","","",""
"STIC-BMMB02-MO","Packaging Material","Regular","","","",""
"STIC-BMMB03-MO","Packaging Material","Regular","","","",""
"STIC-BMMB04-MO","Packaging Material","Regular","","","",""
"STIC-BMMB05-MO","Packaging Material","Regular","","","",""
"STIC-BNDMCP01R0-E","Packaging Material","Regular","","","",""
"STIC-BNDMCP02R0-E","Packaging Material","Regular","","","",""
"STIC-BNEMA09R0-W","Packaging Material","Regular","","","",""
"STIC-BNEMA13R0-W","Packaging Material","Regular","","","",""
"STIC-BNEMA16R0-W","Packaging Material","Regular","","","",""
"STIC-BNEMO26R0-W","Packaging Material","Regular","","","",""
"STIC-BNEMO36R0-W","Packaging Material","Regular","","","",""
"STIC-BNEMO46R0-W","Packaging Material","Regular","","","",""
"STIC-BTNLLP2R0-W","Packaging Material","Regular","","","",""
"STIC-BTNLLP3R0-W","Packaging Material","Regular","","","",""
"STIC-BNPCT01R0-MO","Packaging Material","Regular","","","",""
"STIC-BNPCT02R0-MO","Packaging Material","Regular","","","",""
"STIC-BNPCT03R0-MO","Packaging Material","Regular","","","",""
"STIC-BNPCT04R0-MO","Packaging Material","Regular","","","",""
"STIC-BNPCT08R0-MO","Packaging Material","Regular","","","",""
"STIC-BNPMPN20R0-MO","Packaging Material","Regular","","","",""
"STIC-BNPMPN30R0-MO","Packaging Material","Regular","","","",""
"STIC-BNPMPW30R0-MO","Packaging Material","Regular","","","",""
"STIC-BNPMPW33R0-MO","Packaging Material","Regular","","","",""
"STIC-BNPMPW41R0-MO","Packaging Material","Regular","","","",""
"STIC-BOTNCESCR0-WPSM","Packaging Material","Regular","","","",""
"STIC-BOTNCESPR0-WPSM","Packaging Material","Regular","","","",""
"STIC-BTTBSPBR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BTTBSPCR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTPBBR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTPBCBR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTPBCCR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTPBMR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTPBSR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BOTPBVR0-ECNF","Packaging Material","Regular","","","",""
"STIC-BTPLTCR0-MO","Packaging Material","Regular","","","",""
"STIC-BTPLPRR0-MO","Packaging Material","Regular","","","",""
"STIC-BPCCF1R2-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCCF2R2-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCCF3R2-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCCF4R2-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCCF5R2-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCTWC1R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCTWC01R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWC2R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCTWC02R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWC3R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCTWC03R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWC4R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCTWC04R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWC5R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCTWC05R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWC6R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCTWC06R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWC7R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCTWC07R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWC8R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCTWC08R2-MO","Packaging Material","Regular","","","",""
"STIC-PCTWCR1R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-PCTWCR2R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-PCTWCR3R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-PCTWCR4R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-PCTWCR5R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-PCTWCR6R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-PCTWCR7R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-PCTWCR8R1-MOMSF","Packaging Material","Regular","","","",""
"STIC-BPCTWCR01R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWCR02R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWCR03R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWCR04R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWCR05R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWCR06R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWCR07R2-MO","Packaging Material","Regular","","","",""
"STIC-BPCTWCR08R2-MO","Packaging Material","Regular","","","",""
"STIC-BPM01R0-E","Packaging Material","Regular","","","",""
"STIC-BPM02R0-E","Packaging Material","Regular","","","",""
"STIC-BPM03R0-E","Packaging Material","Regular","","","",""
"STIC-BPM04R0-E","Packaging Material","Regular","","","",""
"STIC-BPM05R0-E","Packaging Material","Regular","","","",""
"STIC-BPM06R0-E","Packaging Material","Regular","","","",""
"STIC-BPM06RR0-E","Packaging Material","Regular","","","",""
"STIC-BPM07R0-E","Packaging Material","Regular","","","",""
"STIC-BPM08R0-E","Packaging Material","Regular","","","",""
"STIC-BPM08RR0-E","Packaging Material","Regular","","","",""
"STIC-BPM09R0-E","Packaging Material","Regular","","","",""
"STIC-BPM10R0-E","Packaging Material","Regular","","","",""
"STIC-BPM11R0-E","Packaging Material","Regular","","","",""
"STIC-BPM12R0-E","Packaging Material","Regular","","","",""
"STIC-BPM13R0-E","Packaging Material","Regular","","","",""
"STIC-BTPRTM20LB-MOSM","Packaging Material","Regular","","","",""
"STIC-BTPRTM40MB-MOSM","Packaging Material","Regular","","","",""
"STIC-BTPRTM10L-MOSM","Packaging Material","Regular","","","",""
"STIC-BTPRTM30B-MOSM","Packaging Material","Regular","","","",""
"STIC-BPDMCCC21-MO","Packaging Material","Regular","","","",""
"STIC-BPDMCCC51-MO","Packaging Material","Regular","","","",""
"STIC-BPDMCCN10-MO","Packaging Material","Regular","","","",""
"STIC-BPDMCCN30-MO","Packaging Material","Regular","","","",""
"STIC-BPDMCCN50-MO","Packaging Material","Regular","","","",""
"STIC-BPDMCCW22-MO","Packaging Material","Regular","","","",""
"STIC-BPDMCCW30-MO","Packaging Material","Regular","","","",""
"STIC-BPDMCCW33-MO","Packaging Material","Regular","","","",""
"STIC-BPDMCCW41-MO","Packaging Material","Regular","","","",""
"STIC-BPDMCCW42-MO","Packaging Material","Regular","","","",""
"STIC-BTPEPR0-MOPSM","Packaging Material","Regular","","","",""
"STIC-BPMPF24HC21R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HC31R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HC41R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HC51R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HC62R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HN10R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HN20R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HN30R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HN40R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HN50R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HW12R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HW21R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HW22R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HW30R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HW32R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HW33R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HW41R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HW42R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HW50R0-MO","Packaging Material","Regular","","","",""
"STIC-BPMPF24HW60R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPMPFC21R-MOSC","Packaging Material","Regular","","","",""
"STIC-BPPFC31R0-MO","Packaging Material","Regular","","","",""
"STIC-BPPFC41R0-MO","Packaging Material","Regular","","","",""
"STIC-BPPFC51R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPMPFC62R-MOSC","Packaging Material","Regular","","","",""
"STIC-BTPMPFN10R-MOSC","Packaging Material","Regular","","","",""
"STIC-BPPFN20R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPMPFN30R-MOSC","Packaging Material","Regular","","","",""
"STIC-BPPFN40R0-MO","Packaging Material","Regular","","","",""
"STIC-BPPFN50R0-MO","Packaging Material","Regular","","","",""
"STIC-BPPFW12R0-MO","Packaging Material","Regular","","","",""
"STIC-BPPFW21R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPMPFW22R-MOSC","Packaging Material","Regular","","","",""
"STIC-BPPFW30R0-MO","Packaging Material","Regular","","","",""
"STIC-BPPFW32R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPMPFW33R-MOSC","Packaging Material","Regular","","","",""
"STIC-BTPMPFW41R-MOSC","Packaging Material","Regular","","","",""
"STIC-BTPMPFW42R-MOSC","Packaging Material","Regular","","","",""
"STIC-BPPFW50R0-MO","Packaging Material","Regular","","","",""
"STIC-BPPFW60R0-MO","Packaging Material","Regular","","","",""
"STIC-BTPMTPR0-MOPPWD","Packaging Material","Regular","","","",""
"STIC-BSBLE10R0-MO","Packaging Material","Regular","","","",""
"STIC-BSBLE20R0-MO","Packaging Material","Regular","","","",""
"STIC-BOTPLC01R0-MO","Packaging Material","Regular","","","",""
"STIC-BOTPLC02R0-MO","Packaging Material","Regular","","","",""
"STIC-BOTPLC03R0-MO","Packaging Material","Regular","","","",""
"STIC-BPCFC62R0-MO","Packaging Material","Regular","","","",""
"STIC-BPCFN10R0-MO","Packaging Material","Regular","","","",""
"STIC-BPCFN30R0-MO","Packaging Material","Regular","","","",""
"STIC-BPCFN50R0-MO","Packaging Material","Regular","","","",""
"STIC-BPCFW22R0-MO","Packaging Material","Regular","","","",""
"STIC-BPCFW33R0-MO","Packaging Material","Regular","","","",""
"STIC-BPCFW42R0-MO","Packaging Material","Regular","","","",""
"STIC-BPCFW52R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC1R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC1R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC2R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC2R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC3R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC3R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC4R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC4R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC5R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC5R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC6R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC6R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC7R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC7R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC8R0-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC8R1-MO","Packaging Material","Regular","","","",""
"STIC-BPTMLC9R0-MO","Packaging Material","Regular","","","",""
