Kode Unik,Factory,Kode Item,Kode Bulk,MPQ Olah,MPQ Kemas,% Fase,Rumus Bulk,MPQ Supply,W21/2023,W22/2023,W23/2023,W24/2023,W25/2023,W26/2023,W27/2023,W28/2023,W29/2023,W30/2023,W31/2023,W32/2023,W33/2023,W34/2023,W35/2023,W36/2023,W37/2023,W38/2023,W39/2023,W40/2023,W41/2023,W42/2023,W43/2023,W44/2023,W45/2023,W46/2023,W47/2023,W48/2023,W49/2023,W50/2023,W51/2023,W52/2023,W01/2024,W02/2024,W03/2024,W04/2024,W05/2024,W06/2024,W07/2024,W08/2024,W09/2024,W10/2024,W11/2024,W12/2024,W13/2024,W14/2024,W15/2024,W16/2024,W17/2024,W18/2024,W19/2024,W20/2024,W21/2024,W22/2024,W23/2024,W24/2024,W25/2024,W26/2024,W27/2024,W28/2024,W29/2024,W30/2024,W31/2024,W32/2024,W33/2024,W34/2024,W35/2024,W36/2024,Kode Formula
HBW-ETBWA-W/HBW-ETBWA-BULK,Liquid factory,HBW-ETBWA-W,HBW-ETBWA-BULK,200,686,1,HBW-ETBWA-BULK/1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,649,0,0,649,0,649,0,649,0,649,0,0,649,0,649,0,0,649,0,649,0,649,649,649,649,1298,0,649,0,649,0,649,0,0,649,0,649,0,649,0,649,0,649,HBW-ETBWA-BULK/FF.RND.W990.02
HBW-ETBWAN2-W/HBW-ETBWA-BULK,Liquid factory,HBW-ETBWAN2-W,HBW-ETBWA-BULK,750,"1,527",1,HBW-ETBWA-BULK/2,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,0,0,0,0,1482,0,0,0,0,1482,0,0,0,0,1482,0,0,0,0,1482,0,1482,0,1482,0,0,0,1482,0,0,0,0,1482,0,0,0,0,1482,0,0,HBW-ETBWA-BULK/FF.RND.W990.02
HBW-ETBWB-W/HBW-ETBWB-BULK,Liquid factory,HBW-ETBWB-W,HBW-ETBWB-BULK,200,686,1,HBW-ETBWB-BULK/1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,649,0,0,649,0,649,649,0,649,0,0,649,0,0,649,0,649,0,649,0,649,649,649,649,649,649,0,649,0,649,0,649,0,649,0,649,0,649,0,649,0,649,HBW-ETBWB-BULK/FF.RND.W991.01
HBW-ETBWBN2-W/HBW-ETBWB-BULK,Liquid factory,HBW-ETBWBN2-W,HBW-ETBWB-BULK,600,"1,199",1,HBW-ETBWB-BULK/2,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,1157,0,0,0,1157,0,0,0,1157,0,0,1157,0,0,0,1157,0,0,HBW-ETBWB-BULK/FF.RND.W991.01
HBW-ETBWC-W/HBW-ETBWC-BULK,Liquid factory,HBW-ETBWC-W,HBW-ETBWC-BULK,200,686,1,HBW-ETBWC-BULK/1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,649,0,0,649,0,649,649,0,649,0,0,649,0,0,649,0,649,0,649,0,649,649,649,649,649,649,0,649,0,649,0,649,0,649,0,649,0,649,0,649,0,649,HBW-ETBWC-BULK/FF.RND.W992.01
HBW-ETBWCN2-W/HBW-ETBWC-BULK,Liquid factory,HBW-ETBWCN2-W,HBW-ETBWC-BULK,600,"1,199",1,HBW-ETBWC-BULK/2,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,1157,0,0,1157,0,0,0,0,1157,0,0,0,1157,0,0,0,1157,1157,0,1157,0,1157,0,0,1157,0,0,0,0,1157,0,0,1157,0,0,0,1157,HBW-ETBWC-BULK/FF.RND.W992.01
HBW-ETBWD-W/HBW-ETBWD-BULK,Liquid factory,HBW-ETBWD-W,HBW-ETBWD-BULK,200,686,1,HBW-ETBWD-BULK/1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,649,0,649,649,0,649,0,0,649,0,0,649,0,649,0,649,0,649,649,649,649,649,649,649,0,649,0,0,649,0,649,0,649,0,649,0,649,0,649,HBW-ETBWD-BULK/FF.RND.W993.01
HBW-ETBWDN2-W/HBW-ETBWD-BULK,Liquid factory,HBW-ETBWDN2-W,HBW-ETBWD-BULK,600,"1,199",1,HBW-ETBWD-BULK/2,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,1157,0,0,1157,0,0,0,0,1157,0,0,0,1157,0,0,0,1157,1157,0,1157,0,1157,0,0,1157,0,0,0,0,1157,0,0,1157,0,0,0,1157,HBW-ETBWD-BULK/FF.RND.W993.01
HBW-ETBWE-W/HBW-ETBWE-BULK,Liquid factory,HBW-ETBWE-W,HBW-ETBWE-BULK,200,686,1,HBW-ETBWE-BULK/1,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,649,0,649,0,649,649,0,0,649,0,0,649,0,0,649,0,649,0,649,649,649,1298,649,0,649,0,649,0,649,0,649,0,649,0,649,0,649,0,0,649,HBW-ETBWE-BULK/FF.RND.W994.01
HBW-ETBWEN2-W/HBW-ETBWE-BULK,Liquid factory,HBW-ETBWEN2-W,HBW-ETBWE-BULK,600,"1,199",1,HBW-ETBWE-BULK/2,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,1157,0,0,1157,0,0,0,0,1157,0,0,0,1157,0,0,0,1157,1157,0,1157,0,1157,0,0,1157,0,0,0,1157,0,0,0,1157,0,0,0,1157,HBW-ETBWE-BULK/FF.RND.W994.01
HBW-GBFBCN2-L/HBW-GBFBC-BULK,Liquid factory,HBW-GBFBCN2-L,HBW-GBFBC-BULK,1000,"3,614",1,HBW-GBFBC-BULK/1,3614,0,0,0,0,0,0,0,0,0,0,0,3548,0,0,0,0,0,0,0,0,0,0,0,3548,0,0,0,0,0,0,0,0,0,0,0,0,3548,0,0,0,0,0,0,0,0,0,3548,0,0,0,0,0,0,0,3548,0,0,0,0,0,0,0,0,3548,0,0,0,0,HBW-GBFBC-BULK/FF.RND.L010.00
HBW-HWN1-BD/HBW-HW-BULK,Liquid factory,HBW-HWN1-BD,HBW-HW-BULK,1000,"4,821",1,HBW-HW-BULK/1,4821,0,0,0,0,0,4546,0,0,0,0,0,0,0,4546,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,4546,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,4546,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,4546,0,0,0,0,0,0,0,0,0,HBW-HW-BULK/6
HBW-HWN1B-BD/HBW-HWB-BULK,Liquid factory,HBW-HWN1B-BD,HBW-HWB-BULK,1000,"4,821",1,HBW-HWB-BULK/1,4821,0,0,4440,0,0,0,4440,0,0,0,0,0,4440,0,0,0,0,0,0,4440,0,0,0,0,0,4440,0,0,0,0,0,0,4440,0,0,0,0,0,4440,0,0,0,0,0,0,4440,0,0,0,0,0,4440,0,0,0,0,0,0,4440,0,0,0,0,0,4440,0,0,0,HBW-HWB-BULK/6
HBW-HWN2-BD/HBW-HW-BULK,Liquid factory,HBW-HWN2-BD,HBW-HW-BULK,1000,"3,866",1,HBW-HW-BULK/2,3866,0,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,0,0,HBW-HW-BULK/6
HBW-HWN2B-BD/HBW-HWB-BULK,Liquid factory,HBW-HWN2B-BD,HBW-HWB-BULK,1000,"3,870",1,HBW-HWB-BULK/2,3870,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,0,0,0,0,HBW-HWB-BULK/6
HBW-NDAHHWN2-W/HBW-NDAHHW-BULK,Liquid factory,HBW-NDAHHWN2-W,HBW-NDAHHW-BULK,3000,"11,879",1,HBW-NDAHHW-BULK/1,11879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBW-NDAHHW-BULK/FF.RND.W800.04
HBW-NFSBWN1A-BD/HBW-BW-BULK,Liquid factory,HBW-NFSBWN1A-BD,HBW-BW-BULK,850,"51,002",1,HBW-BW-BULK/5,51002,0,51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBW-BW-BULK/7
HBW-NFSEBW-KA/HBW-EB-BULK,Liquid factory,HBW-NFSEBW-KA,HBW-EB-BULK,73,"4,129",1,HBW-EB-BULK/2,4129,0,0,0,0,0,0,0,0,0,0,0,0,4129,0,4129,4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBW-EB-BULK/FF.RND.K037.00
HBW-NFSGBFBCN2-L/HBW-GBFBC-BULK,Liquid factory,HBW-NFSGBFBCN2-L,HBW-GBFBC-BULK,490,"10,770",1,HBW-GBFBC-BULK/2,10770,0,10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBW-GBFBC-BULK/FF.RND.L010.00
HBW-NFSRBW-KA/HBW-R-BULK,Liquid factory,HBW-NFSRBW-KA,HBW-R-BULK,233,"13,806",1,HBW-R-BULK/1,13806,0,0,0,0,0,0,0,0,0,0,0,0,13806,0,13806,13806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBW-R-BULK/5
HBW-R-KA/HBW-R-BULK,Liquid factory,HBW-R-KA,HBW-R-BULK,1000,"4,648",1,HBW-R-BULK/2,4648,4512,4512,9024,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,0,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,0,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,0,4512,0,4512,HBW-R-BULK/5
HBW-TBWN3A-BD/HBW-TBWA-BULK,Liquid factory,HBW-TBWN3A-BD,HBW-TBWA-BULK,17.2,200,1,HBW-TBWA-BULK/1,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBW-TBWA-BULK/2
HBW-TBWN3C-BD/HBW-TBWC-BULK,Liquid factory,HBW-TBWN3C-BD,HBW-TBWC-BULK,17.2,200,1,HBW-TBWC-BULK/1,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBW-TBWC-BULK/3
HBW-TBWN3D-BD/HBW-TBWD-BULK,Liquid factory,HBW-TBWN3D-BD,HBW-TBWD-BULK,17.2,200,1,HBW-TBWD-BULK/1,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBW-TBWD-BULK/2
HC-HF-W170ML/HC-HF-BULK,Liquid factory,HC-HF-W170ML,HC-HF-BULK,1000,"5,685",1,HC-HF-BULK/1,5685,0,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,5519,5519,5519,0,5519,5519,5519,5519,5519,5519,0,0,5519,HC-HF-BULK/FS.RND.W0019.00
HC-NS-W170ML/HC-NS-BULK,Liquid factory,HC-NS-W170ML,HC-NS-BULK,1000,"5,707",1,HC-NS-BULK/1,5707,11080,5540,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,5540,0,5540,0,5540,0,5540,0,5540,0,0,HC-NS-BULK/FS.RND.W0020.00
HC-P1A2-P2/HC-A2-BULK,Liquid factory,HC-P1A2-P2,HC-A2-BULK,600,385,1,HC-A2-BULK/1,385,0,0,0,0,285,0,0,285,0,0,285,0,0,0,285,0,0,285,0,0,285,0,0,0,285,0,0,285,0,0,285,0,0,285,0,0,0,285,0,0,285,0,0,285,0,0,0,285,0,0,285,0,0,285,0,0,0,285,0,0,285,0,0,285,0,0,0,0,HC-A2-BULK/35
HC-P1A2-P200/HC-A2-BULK,Liquid factory,HC-P1A2-P200,HC-A2-BULK,600,"2,908",1,HC-A2-BULK/2,2908,0,0,0,2808,0,2808,0,0,2808,0,0,2808,0,0,2808,0,2808,0,0,2808,0,0,2808,0,0,2808,0,0,2808,0,0,0,2808,0,0,2808,0,0,2808,0,0,2808,0,0,2808,0,0,2808,0,0,2808,0,0,2808,0,0,2808,0,0,2808,0,0,2808,0,0,0,0,0,HC-A2-BULK/35
HC-P1A2-P450/HC-A2-BULK,Liquid factory,HC-P1A2-P450,HC-A2-BULK,1000,"2,273",1,HC-A2-BULK/3,2273,2173,0,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,2173,0,0,0,0,0,HC-A2-BULK/35
HC-P1F-P2/HC-F-BULK,Liquid factory,HC-P1F-P2,HC-F-BULK,300,150,1,HC-F-BULK/1,150,0,0,0,0,135,0,135,0,0,135,0,135,0,135,0,135,0,0,135,0,135,0,135,0,135,0,0,135,0,135,0,135,0,135,0,0,135,0,135,0,135,0,135,0,0,135,0,135,0,135,0,135,0,0,135,0,135,0,135,0,135,0,0,135,0,0,135,0,HC-F-BULK/34
HC-P1F-P200/HC-F-BULK,Liquid factory,HC-P1F-P200,HC-F-BULK,300,"1,516",1,HC-F-BULK/2,1516,1416,0,0,0,1416,0,0,1416,0,1416,0,1416,0,0,1416,0,1416,0,0,1416,0,1416,0,1416,0,0,1416,0,1416,0,0,1416,0,1416,0,1416,0,0,1416,0,1416,0,0,1416,0,1416,0,1416,0,0,1416,0,1416,0,0,1416,0,1416,0,1416,0,0,1416,0,1416,0,0,0,HC-F-BULK/34
HC-P1F-P450/HC-F-BULK,Liquid factory,HC-P1F-P450,HC-F-BULK,1000,"2,300",1,HC-F-BULK/3,2300,0,0,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,0,HC-F-BULK/34
HM-P1P-P720/HM-P-BULK,Liquid factory,HM-P1P-P720,HM-P-BULK,300,466,1,HM-P-BULK/1,466,0,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,366,0,0,0,0,0,0,HM-P-BULK/50
HM-P1SPA-P720/HM-S-PBULK,Liquid factory,HM-P1SPA-P720,HM-S-PBULK,300,476,1,HM-S-PBULK/1,476,0,0,0,0,376,0,0,0,0,0,376,0,0,0,0,0,376,0,0,0,0,0,376,0,0,0,0,0,376,0,0,0,0,376,0,0,0,0,0,376,0,0,0,0,0,376,0,0,0,0,0,376,0,0,0,0,376,0,0,0,0,0,376,0,0,0,0,0,HM-S-PBULK/35
HS-MHS-MO/HS-MHS-BULK,Liquid factory,HS-MHS-MO,HS-MHS-BULK,300,"1,745",1,HS-MHS-BULK/1,1745,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS-MHS-BULK/FF.RND.M413.02
HSP-P1N1B3N-P200/HSP-N1B3N-BULK,Liquid factory,HSP-P1N1B3N-P200,HSP-N1B3N-BULK,100,533,1,HSP-N1B3N-BULK/1,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,433,0,0,433,0,0,0,433,0,0,433,0,0,0,433,0,0,433,0,0,0,433,0,0,433,0,0,0,433,0,0,433,0,0,0,433,0,0,433,0,0,0,433,0,0,433,0,0,0,0,HSP-N1B3N-BULK/12
HSP-P1N1B3N-P450/HSP-N1B3N-BULK,Liquid factory,HSP-P1N1B3N-P450,HSP-N1B3N-BULK,40,184,1,HSP-N1B3N-BULK/2,184,0,0,0,0,0,0,0,84,0,84,0,84,0,84,0,84,84,0,84,0,84,0,84,84,0,84,0,84,0,84,0,84,84,0,84,0,84,0,84,0,84,84,0,84,0,84,0,84,0,84,84,0,84,0,84,0,84,84,0,84,0,84,0,84,0,84,0,0,HSP-N1B3N-BULK/12
HSP-P1N1G1S-P200/HSP-N1G1S-BULK,Liquid factory,HSP-P1N1G1S-P200,HSP-N1G1S-BULK,100,604,1,HSP-N1G1S-BULK/1,604,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,504,0,0,0,504,0,0,0,504,0,0,504,0,0,0,504,0,0,0,504,0,0,504,0,0,0,504,0,0,0,504,0,0,504,0,0,0,504,0,0,0,504,0,0,504,0,0,0,504,0,0,0,HSP-N1G1S-BULK/FF.RND.P031.04
HSP-P1N1G1S-P450/HSP-N1G1S-BULK,Liquid factory,HSP-P1N1G1S-P450,HSP-N1G1S-BULK,80,170,1,HSP-N1G1S-BULK/2,170,0,0,0,0,0,0,160,0,0,160,0,160,0,0,160,0,160,0,0,160,0,160,0,0,160,0,160,0,0,160,0,160,0,0,160,0,160,0,0,160,0,160,0,0,160,0,160,0,0,160,0,160,0,0,160,0,160,0,0,160,0,160,0,0,160,0,0,0,HSP-N1G1S-BULK/FF.RND.P031.04
HT-P1G-P2/HT-G-BULK,Liquid factory,HT-P1G-P2,HT-G-BULK,1000,618,1,HT-G-BULK/1,618,0,0,0,0,0,0,0,0,518,0,0,0,0,518,0,0,0,0,0,518,0,0,0,0,518,0,0,0,0,518,0,0,0,0,0,518,0,0,0,0,518,0,0,0,0,518,0,0,0,0,0,518,0,0,0,0,518,0,0,0,0,518,0,0,0,0,0,0,HT-G-BULK/63
HT-P1G-P200/HT-G-BULK,Liquid factory,HT-P1G-P200,HT-G-BULK,1000,"5,414",1,HT-G-BULK/2,5414,5256,5256,0,5256,0,5256,0,5256,5256,0,5256,5256,0,5256,0,5256,5256,0,5256,5256,0,5256,0,5256,5256,0,5256,0,5256,5256,0,5256,5256,0,5256,0,5256,5256,0,5256,5256,0,5256,0,5256,5256,0,5256,5256,0,5256,0,5256,5256,0,5256,5256,0,5256,0,5256,5256,0,5256,5256,0,0,0,HT-G-BULK/63
HT-P1G-P450/HT-G-BULK,Liquid factory,HT-P1G-P450,HT-G-BULK,1000,"2,560",1,HT-G-BULK/3,2560,2460,2460,0,2460,0,2460,2460,0,2460,2460,0,2460,0,2460,2460,0,2460,2460,0,2460,0,2460,2460,0,2460,2460,0,2460,0,2460,2460,0,2460,2460,0,2460,0,2460,2460,0,2460,2460,0,2460,0,2460,2460,0,2460,2460,0,2460,0,2460,2460,0,2460,2460,0,2460,0,2460,2460,0,2460,0,0,0,HT-G-BULK/63
HT-P1G1-P2/HT-G1-BULK,Liquid factory,HT-P1G1-P2,HT-G1-BULK,1000,814,1,HT-G1-BULK/1,814,714,714,0,0,714,714,714,0,714,714,714,714,714,714,0,714,714,714,714,714,714,0,714,714,714,714,714,714,0,714,714,714,714,714,714,0,714,714,714,714,714,714,0,714,714,714,714,714,714,0,714,714,714,714,714,714,0,714,714,714,714,714,714,0,714,0,0,0,HT-G1-BULK/44
HT-P1G1-P200/HT-G1-BULK,Liquid factory,HT-P1G1-P200,HT-G1-BULK,1000,"5,291",1,HT-G1-BULK/2,5291,5136,5136,0,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,0,5136,5136,5136,5136,5136,5136,5136,0,5136,5136,5136,5136,5136,5136,5136,5136,0,5136,5136,5136,5136,5136,5136,5136,5136,0,5136,5136,5136,5136,5136,5136,5136,5136,0,5136,5136,5136,5136,5136,5136,5136,0,5136,5136,5136,5136,5136,0,0,0,HT-G1-BULK/44
HT-P1G1-P450/HT-G1-BULK,Liquid factory,HT-P1G1-P450,HT-G1-BULK,1000,"2,416",1,HT-G1-BULK/3,2416,4632,2316,0,2316,2316,2316,0,2316,2316,2316,2316,2316,2316,2316,2316,0,2316,2316,2316,2316,2316,2316,2316,2316,0,2316,2316,2316,2316,2316,2316,2316,0,2316,2316,2316,2316,2316,2316,2316,2316,0,2316,2316,2316,2316,2316,2316,2316,0,2316,2316,2316,2316,2316,2316,2316,2316,0,2316,2316,2316,2316,2316,2316,0,0,0,HT-G1-BULK/44
HT-P1SEL2-P200D/HT-SPAEL-BULK,Liquid factory,HT-P1SEL2-P200D,HT-SPAEL-BULK,50,241,1,HT-SPAEL-BULK/1,241,0,0,0,0,0,0,0,216,0,216,0,216,0,0,216,0,216,0,216,0,216,0,216,0,0,216,0,216,0,216,0,216,0,216,0,0,216,0,216,0,216,0,216,0,216,0,0,216,0,216,0,216,0,216,0,216,0,0,216,0,216,0,216,0,216,0,0,0,HT-SPAEL-BULK/16
HT-P1SEL2-P450/HT-SPAEL-BULK,Liquid factory,HT-P1SEL2-P450,HT-SPAEL-BULK,50,125,1,HT-SPAEL-BULK/2,125,0,96,0,0,0,0,96,0,96,96,0,96,0,96,96,0,96,0,96,96,0,96,0,96,96,0,96,0,96,96,0,96,0,96,0,96,96,0,96,0,96,96,0,96,0,96,96,0,96,0,96,96,0,96,0,96,96,0,96,0,96,96,0,96,0,0,96,0,HT-SPAEL-BULK/16
HT-P1SRL-P200D/HT-SPARL-BULK,Liquid factory,HT-P1SRL-P200D,HT-SPARL-BULK,100,580,1,HT-SPARL-BULK/1,580,0,0,0,0,0,0,0,480,0,0,0,0,480,0,0,0,0,480,0,0,0,0,0,480,0,0,0,0,480,0,0,0,0,480,0,0,0,0,0,480,0,0,0,0,480,0,0,0,0,480,0,0,0,0,0,480,0,0,0,0,480,0,0,0,0,0,0,0,HT-SPARL-BULK/20
HT-P1SRL-P450/HT-SPARL-BULK,Liquid factory,HT-P1SRL-P450,HT-SPARL-BULK,100,304,1,HT-SPARL-BULK/2,304,0,0,204,0,204,204,0,204,204,0,204,204,204,0,204,204,0,204,204,0,204,204,0,204,204,204,0,204,204,0,204,204,0,204,204,0,204,204,204,0,204,204,0,204,204,0,204,204,0,204,204,204,0,204,204,0,204,204,0,204,204,0,204,204,204,0,0,0,HT-SPARL-BULK/20
HT-P1Y1-P2/HT-Y1-BULK,Liquid factory,HT-P1Y1-P2,HT-Y1-BULK,1000,618,1,HT-Y1-BULK/1,618,0,0,0,0,0,518,0,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,0,518,0,0,0,518,0,0,0,518,0,0,0,0,518,0,0,0,0,0,HT-Y1-BULK/FS.RND.P002-VER.01
HT-P1Y1-P200/HT-Y1-BULK,Liquid factory,HT-P1Y1-P200,HT-Y1-BULK,1000,"5,439",1,HT-Y1-BULK/2,5439,5280,5280,0,0,0,0,0,0,5280,0,0,5280,0,0,5280,0,0,0,5280,0,0,5280,0,0,5280,0,0,0,5280,0,0,5280,0,0,5280,0,0,0,5280,0,0,5280,0,0,5280,0,0,5280,0,0,0,5280,0,0,5280,0,0,5280,0,0,0,5280,0,0,5280,0,0,0,HT-Y1-BULK/FS.RND.P002-VER.01
HT-P1Y1-P450/HT-Y1-BULK,Liquid factory,HT-P1Y1-P450,HT-Y1-BULK,1000,"2,430",1,HT-Y1-BULK/3,2430,0,0,0,0,2330,0,0,0,2330,0,0,2330,0,0,0,2330,0,0,0,2330,0,0,0,2330,0,0,0,2330,0,0,0,2330,0,0,0,2330,0,0,2330,0,0,0,2330,0,0,0,2330,0,0,0,2330,0,0,0,2330,0,0,0,2330,0,0,0,2330,0,0,0,0,0,HT-Y1-BULK/FS.RND.P002-VER.01
HWB-EBSSSP-WL/HWB-EBSSSP-BULK,Liquid factory,HWB-EBSSSP-WL,HWB-EBSSSP-BULK,2000,"6,039",1,HWB-EBSSSP-BULK/1,6039,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,5949,0,0,0,0,5949,0,0,0,0,0,0,5949,0,0,0,0,0,5949,0,0,0,0,0,5949,0,0,0,0,0,5949,HWB-EBSSSP-BULK/FF.RND.GR008.02
L-CHC01-MO/L-CHC01-BULK,Semisolid factory,L-CHC01-MO,L-CHC01-BULK,3,596,1,L-CHC01-BULK/1,596,576,0,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,576,0,576,0,576,0,576,0,576,0,576,0,576,0,576,0,0,0,L-CHC01-BULK/FF.RND.M351.04
L-CHC02-MO/L-CHC02-BULK,Semisolid factory,L-CHC02-MO,L-CHC02-BULK,3,596,1,L-CHC02-BULK/1,596,0,0,0,0,576,0,0,576,0,0,0,576,0,0,576,0,0,0,576,0,0,0,576,0,0,576,0,0,0,576,0,0,576,0,0,0,576,0,0,576,0,0,0,576,0,0,576,0,0,0,576,0,0,0,576,0,0,576,0,0,0,576,0,0,576,0,0,0,L-CHC02-BULK/FF.RND.M352.04
