Kode Unik,Product Korporat Code,BoM Lines/Product Template/Korporat Code,BoM Lines/Product Template/Material Type,BoM Lines/Quantity,BoM Lines/Product Unit of Measure,,Tidak ada BOM
L-REMO20-BULK/15,L-REMO20-BULK,WAX-KW8P-X,Raw Material,0.015,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,EMU-NL1P-X,Raw Material,0.09,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,EMU-CTL3-X,Raw Material,0.155,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,PEN-SENSC50-X,Raw Material,0.004,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,EMU-LPNT-X,Raw Material,0.05,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,EMU-SFT3-X,Raw Material,0.03,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,EMU-INDOH100-,Raw Material,0.09,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,WARN-C338--K,Raw Material,0.024791,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,EMU-PS-,Raw Material,0.0885,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,WARN-UNPBRWNL88-X,Raw Material,0.004254,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,WAX-PFRMSW-X,Raw Material,0.06,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,OZO-OZO-,Raw Material,0.07,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,EMU-5418V-X,Raw Material,0.055,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,WARN-C19011-R7CL-K,Raw Material,0.013723,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,WARN-CCCLOC--K,Raw Material,0.025,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,WAX-ABWAX-X,Raw Material,0.0415,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,VITA-DL E-MS,Raw Material,0.001,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,WARN-FW108S-X,Raw Material,0.052,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,PENG-SYM68-X,Raw Material,0.005,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,MWAX-SP19-X,Raw Material,0.0315,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,SFT-S649-X,Raw Material,0.04,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,EXTR-ALVGE-X,Raw Material,0.001,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,PARF-VMR-X,Raw Material,0.001,kg,,
L-REMO20-BULK/15,L-REMO20-BULK,WARN-RED6LM4-X,Raw Material,0.043734,kg,,
L-REMO20-W/5,L-REMO20-W,L-REMO20-BULK,Semi Finished Goods,0.0035,kg,,
L-REMO20-W/5,L-REMO20-W,CONT-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO20-W/5,L-REMO20-W,CAPC-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO20-W/5,L-REMO20-W,STIC-BTEMO20R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO20-W/5,L-REMO20-W,DUS-EMOR0-WIMVG,Packaging Material,1,Pc(s),,
L-REMO20-W/5,L-REMO20-W,STIC-BCEMO20R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO20-W/5,L-REMO20-W,IBOX-12ELRLR1-W,Packaging Material,0.08333,Pc(s),,
L-REMO20-W/5,L-REMO20-W,KB-WLER1-KMK125CF,Packaging Material,0.00694,Pc(s),,
L-REMO21-BULK/20,L-REMO21-BULK,VITA-DL E-MS,Raw Material,0.001,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,WAX-KW8P-X,Raw Material,0.015,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,EMU-CTL3-X,Raw Material,0.155,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,EMU-SFT3-X,Raw Material,0.03,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,EMU-NL1P-X,Raw Material,0.09,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,OZO-OZO-,Raw Material,0.07,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,EMU-LPNT-X,Raw Material,0.05,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,PEN-SENSC50-X,Raw Material,0.004,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,EMU-INDOH100-,Raw Material,0.09,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,WARN-C196619-R6-K,Raw Material,0.020637,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,WARN-GZ0075-X,Raw Material,0.026236,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,TITA-C-STCR5-K,Raw Material,0.079151,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,EMU-5418V-X,Raw Material,0.055,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,WAX-PFRMSW-X,Raw Material,0.06,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,EMU-PS-,Raw Material,0.1198,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,WAX-ABWAX-X,Raw Material,0.0415,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,MWAX-SP19-X,Raw Material,0.0315,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,SFT-S649-X,Raw Material,0.04,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,PENG-SYM68-X,Raw Material,0.005,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,PARF-VMR-X,Raw Material,0.001,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,WARN-UNPBRWNL88-X,Raw Material,0.006176,kg,,
L-REMO21-BULK/20,L-REMO21-BULK,EXTR-ALVGE-X,Raw Material,0.001,kg,,
L-REMO21-W/5,L-REMO21-W,L-REMO21-BULK,Semi Finished Goods,0.0035,kg,,
L-REMO21-W/5,L-REMO21-W,CAPC-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO21-W/5,L-REMO21-W,CONT-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO21-W/5,L-REMO21-W,STIC-BTEMO21R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO21-W/5,L-REMO21-W,DUS-EMOR0-WIMVG,Packaging Material,1,Pc(s),,
L-REMO21-W/5,L-REMO21-W,STIC-BCEMO21R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO21-W/5,L-REMO21-W,IBOX-12ELRLR1-W,Packaging Material,0.08333,Pc(s),,
L-REMO21-W/5,L-REMO21-W,KB-WLER1-KMK125CF,Packaging Material,0.00694,Pc(s),,
L-REMO23-BULK/12,L-REMO23-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,PENG-SYM68-X,Raw Material,0.005,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,PEN-SENSC50-X,Raw Material,0.004,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,MWAX-SP19-X,Raw Material,0.0315,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,TITA--3328EW-K,Raw Material,0.003343,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,PARF-VMR-X,Raw Material,0.001,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,WARN-C338--K,Raw Material,0.022351,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,WARN-C19011-R7CL-K,Raw Material,0.053581,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,EXTR-ALVGE-X,Raw Material,0.001,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,OZO-OZO-,Raw Material,0.07,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,EMU-INDOH100-,Raw Material,0.1,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,WARN-C196619-R6-K,Raw Material,0.032539,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,WARN-ABIO-X,Raw Material,0.002186,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,SFT-S649-X,Raw Material,0.04,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,WAX-ABWAX-X,Raw Material,0.0415,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,EMU-5418V-X,Raw Material,0.055,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,EMU-PS-,Raw Material,0.118,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,WAX-KW8P-X,Raw Material,0.015,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,EMU-NL1P-X,Raw Material,0.1,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,EMU-CTL3-X,Raw Material,0.155,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,WAX-PFRMSW-X,Raw Material,0.06,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,VITA-DL E-MS,Raw Material,0.001,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,EMU-LPNT-X,Raw Material,0.05,kg,,
L-REMO23-BULK/12,L-REMO23-BULK,EMU-SFT3-X,Raw Material,0.03,kg,,
L-REMO23-W/5,L-REMO23-W,L-REMO23-BULK,Semi Finished Goods,0.0035,kg,,
L-REMO23-W/5,L-REMO23-W,CAPC-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO23-W/5,L-REMO23-W,CONT-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO23-W/5,L-REMO23-W,STIC-BTEMO23R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO23-W/5,L-REMO23-W,DUS-EMOR0-WIMVG,Packaging Material,1,Pc(s),,
L-REMO23-W/5,L-REMO23-W,STIC-BCEMO23R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO23-W/5,L-REMO23-W,IBOX-12ELRLR1-W,Packaging Material,0.08333,Pc(s),,
L-REMO23-W/5,L-REMO23-W,KB-WLER1-KMK125CF,Packaging Material,0.00694,Pc(s),,
L-REMO26-BULK/10,L-REMO26-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,WAX-ABWAX-X,Raw Material,0.0415,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,WARN-FW108S-X,Raw Material,0.015,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,EMU-5418V-X,Raw Material,0.055,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,WARN-UNPBRWNL88-X,Raw Material,0.0106,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,WAX-KW8P-X,Raw Material,0.015,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,EMU-NL1P-X,Raw Material,0.09,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,SFT-S649-X,Raw Material,0.04,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,EMU-CTL3-X,Raw Material,0.155,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,PENG-SYM68-X,Raw Material,0.005,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,PARF-VMR-X,Raw Material,0.001,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,TITA--3328EW-K,Raw Material,0.0084,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,WARN-C196619-R6-K,Raw Material,0.0118,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,WAX-PFRMSW-X,Raw Material,0.06,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,EMU-SFT3-X,Raw Material,0.03,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,EMU-LPNT-X,Raw Material,0.05,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,OZO-OZO-,Raw Material,0.07,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,PEN-SENSC50-X,Raw Material,0.004,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,EMU-INDOH100-,Raw Material,0.09,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,MWAX-SP19-X,Raw Material,0.0315,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,VITA-DL E-MS,Raw Material,0.001,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,WARN-COGO--K,Raw Material,0.0702,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,EMU-PS-,Raw Material,0.084,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,WARN-RED6LM4-X,Raw Material,0.052,kg,,
L-REMO26-BULK/10,L-REMO26-BULK,EXTR-ALVGE-X,Raw Material,0.001,kg,,
L-REMO26-W/5,L-REMO26-W,L-REMO26-BULK,Semi Finished Goods,0.0035,kg,,
L-REMO26-W/5,L-REMO26-W,CONT-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO26-W/5,L-REMO26-W,CAPC-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO26-W/5,L-REMO26-W,STIC-BTEMO26R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO26-W/5,L-REMO26-W,DUS-EMOR0-WIMVG,Packaging Material,1,Pc(s),,
L-REMO26-W/5,L-REMO26-W,STIC-BCEMO26R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO26-W/5,L-REMO26-W,IBOX-12ELRLR1-W,Packaging Material,0.08333,Pc(s),,
L-REMO26-W/5,L-REMO26-W,KB-WLER1-KMK125CF,Packaging Material,0.00694,Pc(s),,
L-REMO29-BULK/7,L-REMO29-BULK,EMU-CTL3-X,Raw Material,0.155,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,EMU-NL1P-X,Raw Material,0.1,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,WAX-KW8P-X,Raw Material,0.015,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,EMU-SFT3-X,Raw Material,0.03,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,EMU-LPNT-X,Raw Material,0.05,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,PEN-SENSC50-X,Raw Material,0.004,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,EMU-INDOH100-,Raw Material,0.1,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,OZO-OZO-,Raw Material,0.07,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,WAX-PFRMSW-X,Raw Material,0.0625,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,EMU-PS-,Raw Material,0.1095,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,EMU-5418V-X,Raw Material,0.055,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,WAX-ABWAX-X,Raw Material,0.0415,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,SFT-S649-X,Raw Material,0.04,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,MWAX-SP19-X,Raw Material,0.0315,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,PENG-SYM68-X,Raw Material,0.005,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,VITA-DL E-MS,Raw Material,0.001,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,PARF-VMR-X,Raw Material,0.001,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,EXTR-ALVGE-X,Raw Material,0.001,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,WARN-RED6LM4-X,Raw Material,0.015426,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,WARN-CSW-9000S-K,Raw Material,0.05492,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,WARN-UNPBRWNL88-X,Raw Material,0.004905,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,WARN-R7EL-X,Raw Material,0.005773,kg,,
L-REMO29-BULK/7,L-REMO29-BULK,TITA-C-STCR5-K,Raw Material,0.03898,kg,,
L-REMO29-W/5,L-REMO29-W,L-REMO29-BULK,Semi Finished Goods,0.0035,kg,,
L-REMO29-W/5,L-REMO29-W,CAPC-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO29-W/5,L-REMO29-W,CONT-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO29-W/5,L-REMO29-W,STIC-BTEMO29R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO29-W/5,L-REMO29-W,DUS-EMOR0-WIMVG,Packaging Material,1,Pc(s),,
L-REMO29-W/5,L-REMO29-W,STIC-BCEMO29R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO29-W/5,L-REMO29-W,IBOX-12ELRLR1-W,Packaging Material,0.08333,Pc(s),,
L-REMO29-W/5,L-REMO29-W,KB-WLER1-KMK125CF,Packaging Material,0.00694,Pc(s),,
L-REMO30-BULK/9,L-REMO30-BULK,EMU-NL1P-X,Raw Material,0.1,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,WARN-C338--K,Raw Material,0.037574,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,SFT-S649-X,Raw Material,0.04,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,EMU-SFT3-X,Raw Material,0.03,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,WAX-KW8P-X,Raw Material,0.015,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,EMU-PS-,Raw Material,0.1172,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,OZO-OZO-,Raw Material,0.07,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,WAX-PFRMSW-X,Raw Material,0.06,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,VITA-DL E-MS,Raw Material,0.001,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,WAX-ABWAX-X,Raw Material,0.0415,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,WARN-FW108S-X,Raw Material,0.0046,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,EMU-5418V-X,Raw Material,0.055,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,PENG-SYM68-X,Raw Material,0.005,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,PARF-VMR-X,Raw Material,0.001,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,EXTR-ALVGE-X,Raw Material,0.001,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,WARN-UNPBRWNL88-X,Raw Material,0.003935,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,WARN-GZ0075-X,Raw Material,0.00617,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,EMU-INDOH100-,Raw Material,0.1,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,EMU-CTL3-X,Raw Material,0.155,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,WARN-RED6LM4-X,Raw Material,0.022358,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,TITA--3328EW-K,Raw Material,0.037377,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,MWAX-SP19-X,Raw Material,0.0315,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,WARN-C196619-R6-K,Raw Material,0.002787,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,PEN-SENSC50-X,Raw Material,0.004,kg,,
L-REMO30-BULK/9,L-REMO30-BULK,EMU-LPNT-X,Raw Material,0.05,kg,,
L-REMO30-W/5,L-REMO30-W,L-REMO30-BULK,Semi Finished Goods,0.0035,kg,,
L-REMO30-W/5,L-REMO30-W,CONT-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO30-W/5,L-REMO30-W,CAPC-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO30-W/5,L-REMO30-W,STIC-BTEMO30R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO30-W/5,L-REMO30-W,DUS-EMOR0-WIMVG,Packaging Material,1,Pc(s),,
L-REMO30-W/5,L-REMO30-W,STIC-BCEMO30R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO30-W/5,L-REMO30-W,IBOX-12ELRLR1-W,Packaging Material,0.08333,Pc(s),,
L-REMO30-W/5,L-REMO30-W,KB-WLER1-KMK125CF,Packaging Material,0.00694,Pc(s),,
L-REMO32-BULK/10,L-REMO32-BULK,EMU-CTL3-X,Raw Material,0.155,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,PEN-SENSC50-X,Raw Material,0.004,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,WARN-C338--K,Raw Material,0.059841,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EMU-INDOH100-,Raw Material,0.1,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EMU-LPNT-X,Raw Material,0.05,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,PENG-SYM68-X,Raw Material,0.005,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,OZO-OZO-,Raw Material,0.07,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,PARF-VMR-X,Raw Material,0.001,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EXTR-ALVGE-X,Raw Material,0.001,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,VITA-DL E-MS,Raw Material,0.001,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,WARN-RED6LM4-X,Raw Material,0.013574,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,TITA--3328EW-K,Raw Material,0.037127,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,WARN-C335138--K,Raw Material,0.01055,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,WARN-TOA403-KF,Raw Material,0.029648,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,MWAX-SP19-X,Raw Material,0.0315,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EMU-5418V-X,Raw Material,0.055,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EMU-PS-,Raw Material,0.08126,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,WAX-PFRMSW-X,Raw Material,0.06,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,SFT-S649-X,Raw Material,0.04,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EMU-CTL3-X,Raw Material,0.155,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,PEN-SENSC50-X,Raw Material,0.004,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,WARN-C338--K,Raw Material,0.059841,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EMU-INDOH100-,Raw Material,0.1,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EMU-LPNT-X,Raw Material,0.05,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,PENG-SYM68-X,Raw Material,0.005,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,OZO-OZO-,Raw Material,0.07,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,PARF-VMR-X,Raw Material,0.001,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EXTR-ALVGE-X,Raw Material,0.001,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,VITA-DL E-MS,Raw Material,0.001,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,WARN-RED6LM4-X,Raw Material,0.013574,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,TITA--3328EW-K,Raw Material,0.037127,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,WARN-C335138--K,Raw Material,0.01055,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,WARN-TOA403-KF,Raw Material,0.029648,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,MWAX-SP19-X,Raw Material,0.0315,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EMU-5418V-X,Raw Material,0.055,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,EMU-PS-,Raw Material,0.08126,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,WAX-PFRMSW-X,Raw Material,0.06,kg,,
L-REMO32-BULK/10,L-REMO32-BULK,SFT-S649-X,Raw Material,0.04,kg,,
L-REMO32-W/5,L-REMO32-W,L-REMO32-BULK,Semi Finished Goods,0.0035,kg,,
L-REMO32-W/5,L-REMO32-W,CONT-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO32-W/5,L-REMO32-W,CAPC-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO32-W/5,L-REMO32-W,STIC-BTEMO32R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO32-W/5,L-REMO32-W,DUS-EMOR0-WIMVG,Packaging Material,1,Pc(s),,
L-REMO32-W/5,L-REMO32-W,STIC-BCEMO32R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO32-W/5,L-REMO32-W,IBOX-12ELRLR1-W,Packaging Material,0.08333,Pc(s),,
L-REMO32-W/5,L-REMO32-W,KB-WLER1-KMK125CF,Packaging Material,0.00694,Pc(s),,
L-REMO35-BULK/15,L-REMO35-BULK,EMU-LPNT-X,Raw Material,0.05,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,EXTR-ALVGE-X,Raw Material,0.001,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,MWAX-SP19-X,Raw Material,0.0315,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,WAX-ABWAX-X,Raw Material,0.0415,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,EMU-PS-,Raw Material,0.268566,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,EMU-SFT3-X,Raw Material,0.03,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,WAX-KW8P-X,Raw Material,0.015,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,WAX-PFRMSW-X,Raw Material,0.06,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,EMU-NL1P-X,Raw Material,0.1,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,OZO-OZO-,Raw Material,0.07,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,PEN-SENSC50-X,Raw Material,0.004,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,EMU-INDOH100-,Raw Material,0.1,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,TITA-C-STCR5-K,Raw Material,0.028351,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,WARN-C335138--K,Raw Material,0.016664,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,WARN-C394--K,Raw Material,0.003349,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,VITA-DL E-MS,Raw Material,0.001,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,WARN-R7EL-X,Raw Material,0.014263,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,PEN-PRSVPE-X,Raw Material,0.008,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,PENG-SYM68-X,Raw Material,0.005,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,SFT-S649-X,Raw Material,0.04,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,WARN-C338--K,Raw Material,0.055806,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,EMU-5418V-X,Raw Material,0.055,kg,,
L-REMO35-BULK/15,L-REMO35-BULK,PARF-VMR-X,Raw Material,0.001,kg,,
L-REMO35-W/5,L-REMO35-W,L-REMO35-BULK,Semi Finished Goods,0.0035,kg,,
L-REMO35-W/5,L-REMO35-W,CONT-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO35-W/5,L-REMO35-W,CAPC-EMLRLR0-WRL,Packaging Material,1,Pc(s),,
L-REMO35-W/5,L-REMO35-W,STIC-BTEMO35R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO35-W/5,L-REMO35-W,DUS-EMOR0-WIMVG,Packaging Material,1,Pc(s),,
L-REMO35-W/5,L-REMO35-W,STIC-BCEMO35R1-WCNF,Packaging Material,1,Pc(s),,
L-REMO35-W/5,L-REMO35-W,IBOX-12ELRLR1-W,Packaging Material,0.08333,Pc(s),,
