"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"BO-W1B-W4GR","11","BO-W1B1&2RNFS4G-W","1.0","Pc(s)"
"","","CONT-BOEW-SAN","1.0","Pc(s)"
"","","PS-PVCEESBOR1-WPVC","1.0","Pc(s)"
"","","PLAS-DMEESBO-WPVC","1.0","Pc(s)"
"","","KB-W6040R2-W","0.00833","Pc(s)"
"","","STIC-BOTBOBR1-W","1.0","Pc(s)"
"","","KUAS-BOBKWC-BTS","1.0","Pc(s)"
"L-EMC14-W4GR","8 (NON INLINE)","DUSS-EMLC14H-W","1.0","Pc(s)"
"","","STIC-BOTEMLC14R-0WPS","1.0","Pc(s)"
"","","L-EMC14-BULK","0.004","kg"
"","","IBOX-RRPEMLCR0-W","0.08333","Pc(s)"
"","","KB-WIOTAR1-W","0.00694","Pc(s)"
"","","CAPA-WEMLNSR0-W","1.0","Pc(s)"
"","","BOTO-EMLNSR0-W","1.0","Pc(s)"
"MY-FWFW01-KA","1","FW-FW01-KA","1.0","Pc(s)"
"","","STIC-PAGR1-EM","1.0","Pc(s)"
"","","KB-KAHFBR0-K","0.06667","Pc(s)"
"CM-W2TL1-W150ML","1","CM-W1L-W150ML","1.0","Pc(s)"
"D-TRHIM-W60ML","1","D-W1R1HIM-W60ML","1.0","Pc(s)"
"","","KB-W6040R1-KMM125BF","0.03333","Pc(s)"
"D-W0R-W60MLNP","4","BAL-BROBPPEC-D254W23","1.0","Pc(s)"
"","","CAP-RO60HWRP-PPSW","1.0","Pc(s)"
"","","BOTS-APD60NP-W","1.0","Pc(s)"
"","","D-R1ADP-BULK","0.06","kg"
"D-W0R-W60MLNP","5","D-R1ADP-BULK","0.06","kg"
"","","BOTS-APD60NP-W","1.0","Pc(s)"
"","","CAP-BRO-P-P","1.0","Pc(s)"
"","","BAL-BROBPPEC-D254W23","1.0","Pc(s)"
"DDC-W2TCDN-W20ML","1","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","DDC-CDN-W20ML","1.0","Pc(s)"
"","","KB-WLS20211-KMM125BF","0.02778","Pc(s)"
"CUS-REFC02-W","3","DUS-REFCC02R0-W","1.0","Pc(s)"
"","","KB-WIPSKMMR1-W","0.02083","Pc(s)"
"","","ISPO-IPE4712R0-X","1.0","Pc(s)"
"","","CUS-EFC02-BULK","0.015","kg"
"","","STIC-BREFCC2R0-W","1.0","Pc(s)"
"","","STIC-SEFCCR1-W","1.0","Pc(s)"
"","","CONT-REFCCR0-W","1.0","Pc(s)"
"","","CONT-ICEFCCR0-W","1.0","Pc(s)"
"","","SACH-REFCCR0-W","1.0","Pc(s)"
"","","PUFF-EFCCR0-W","1.0","Pc(s)"
"EB-TBL-W1,14GR","1","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","EB-W1BL-W","1.0","Pc(s)"
"EB-TBR-W1,14GR","1","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","EB-W1BR-W","1.0","Pc(s)"
"EB-W2BR-W","2","EBP-BRR1W-WCS","1.0","Pc(s)"
"EL-ESL-W3,5GR","2","EL-W2ESL-BULK","0.00385","kg"
"","","ELL-STAYWLELW-BP","1.0","Set"
"EL-ESL-W3,5GR","3","CAPA-SLEL-WABS","1.0","Pc(s)"
"","","PLU-BSLEL-WPE","1.0","Pc(s)"
"","","BOTO-SLEL-WPETG","1.0","Pc(s)"
"","","BAL-SSLEL-WSS","1.0","Pc(s)"
"","","EL-W2ESL-BULK","0.0039","kg"
"EL-TB-W1,14GR","1","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","EL-W1B-WTA","1.0","Pc(s)"
"EL-W2ESL-W3,5GR","3","BOTO-SLEL-WPETG","1.0","Pc(s)"
"","","EL-W2ESL-BULK","0.0","kg"
"","","BAL-SSLEL-WSS","1.0","Pc(s)"
"","","PLU-BSLEL-WPE","1.0","Pc(s)"
"","","CAPA-SLEL-WABS","1.0","Pc(s)"
"","","IBOX-12ELEL-WDNF","0.05555","Pc(s)"
"","","KB-WELELR0-KMM125CF","0.00462","Pc(s)"
"EL-W2ESL-W3,5GR","5","KB-WELELR0-KMM125CF","0.00694","Pc(s)"
"","","IBOX-12ELEL-WDNF","0.08333","Pc(s)"
"","","BAL-SSLEL-WSS","1.0","Pc(s)"
"","","DUS-ESLEL-WIM","1.0","Pc(s)"
"","","EL-W2ESL-BULK","0.0035","kg"
"","","BOTO-SLEL-WPETG","1.0","Pc(s)"
"","","PLU-BSLEL-WPE","1.0","Pc(s)"
"","","CAPA-SLEL-WABS","1.0","Pc(s)"
"EL-W2TEOHB-W1GR","2","EL-EOHB-W1GR","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"EL-W2TESG-W2G","1","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","KB-WEGELR0-KMM125CF","0.01851","Pc(s)"
"","","EL-ESG-W2GR","1.0","Pc(s)"
"EL-W2TESG-W2G","3","KB-WEGELR0-KMM125CF","0.01851","Pc(s)"
"","","EL-ESG-W2GR","1.0","Pc(s)"
"EL-W2TESL-W3,5GR","1","EL-W2ESL-W3,5GR","1.0","Pc(s)"
"EL-W2TESL-W3,5GR","2","IBOX-12ELEL-WDNF","0.05555","Pc(s)"
"","","BAL-SSLEL-WSS","1.0","Pc(s)"
"","","PLU-BSLEL-WPE","1.0","Pc(s)"
"","","KB-WELELR0-KMM125CF","0.00462","Pc(s)"
"","","BOTO-SLEL-WPETG","1.0","Pc(s)"
"","","EL-W2ESL-BULK","0.0035","kg"
"","","CAPA-SLEL-WABS","1.0","Pc(s)"
"EL-W2TESL-W3,5GR","3","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","KB-WELELR0-KMM125CF","0.00694","Pc(s)"
"","","EL-ESL-W3,5GR","1.0","Pc(s)"
"EL-W2TESL-W3,5GR","4","CAPA-SLEL-WABS","1.0","Pc(s)"
"","","PLU-BSLEL-WPE","1.0","Pc(s)"
"","","BAL-SSLEL-WSS","1.0","Pc(s)"
"","","IBOX-12ELEL-WDNF","0.05556","Pc(s)"
"","","KB-WELELR0-KMM125CF","0.00463","Pc(s)"
"","","EL-W2ESL-BULK","0.0035","kg"
"","","BOTO-SLEL-WPETG","1.0","Pc(s)"
"ES-C-MOR3,5G","4","ES-PPMC3,5RNFS-MO","1.0","Pc(s)"
"","","STIC-BCPMESCOCR-PW1W","1.0","Pc(s)"
"","","KB-MOLCP-247K150","0.00446","Pc(s)"
"","","DUS-PMESRPMO-I3LG","1.0","Pc(s)"
"","","TRAY-EBRMOR1-PETN","1.0","Pc(s)"
"","","STIC-PMESCOCRPM-PSM1","1.0","Pc(s)"
"TC-W3ELLB1-W12G","10","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
"","","TC-W1C1-BULK","0.012","kg"
"","","STIC-BOTELTWC1-WC","1.0","Pc(s)"
"","","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","PLAS-DMTWCLWNL-D5808","1.0","Pc(s)"
"","","KB-WELTWCB-KMM125CF","0.02778","Pc(s)"
"","","DUS-ELTWC01R2-WILG","1.0","Pc(s)"
"","","CONT-LUMTWCWR1C-HTHS","1.0","Pc(s)"
"L-MLCD-OMG","4","STIC-BMKLC04R2-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-VMKLC04R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","L-MLCD-BULK","0.0035","kg"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"L-MLCD-OMG","1","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","L-MLCD-BULK","0.0035","kg"
"","","STIC-BMKLC04R0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","DUS-MKLCR0-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC04R0-OMG","1.0","Pc(s)"
"L-MLCD-OMG","2","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC04R1-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","L-MLCD-BULK","0.0035","kg"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC04R0-OMG","1.0","Pc(s)"
"L-MLCE-OMG","4","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC05R1-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","L-MLCE-BULK","0.0035","kg"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC05R2-OMG","1.0","Pc(s)"
"L-MLCE-OMG","1","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","STIC-VMKLC05R0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC05R0-OMG","1.0","Pc(s)"
"","","L-MLCE-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","DUS-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"L-MLCE-OMG","2","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC05R1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC05R0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","L-MLCE-BULK","0.0035","kg"
"L-MLCF-OMG","4","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","STIC-VMKLC06R1-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC06R2-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","L-MLCF-BULK","0.0035","kg"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"L-MLCF-OMG","1","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","STIC-VMKLC06R0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC06R0-OMG","1.0","Pc(s)"
"","","L-MLCF-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","DUS-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"L-MLCF-OMG","2","STIC-VMKLC06R1-OMG","1.0","Pc(s)"
"","","L-MLCF-BULK","0.0035","kg"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC06R0-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"L-MLCF-OMG","3","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC06R1-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC06R0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","L-MLCF-BULK","0.0035","kg"
"L-MLCG-OMG","4","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","L-MLCG-BULK","0.0035","kg"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC07R2-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-VMKLC07R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"L-MLCG-OMG","1","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","DUS-MKLCR0-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","L-MLCG-BULK","0.0035","kg"
"","","STIC-BMKLC07R0-OMG","1.0","Pc(s)"
"","","STIC-VMKLC07R0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"L-MLCG-OMG","2","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","L-MLCG-BULK","0.0035","kg"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC07R0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","STIC-VMKLC07R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"L-MLCG-OMG","3","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC07R1-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC07R0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","L-MLCG-BULK","0.0035","kg"
"L-MLCH-OMG","4","L-MLCH-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC08R1-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC08R2-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"L-MLCH-OMG","1","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC08R0-OMG","1.0","Pc(s)"
"","","L-MLCH-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","DUS-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","STIC-VMKLC08R0-OMG","1.0","Pc(s)"
"L-MLCH-OMG","2","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC08R0-OMG","1.0","Pc(s)"
"","","L-MLCH-BULK","0.0035","kg"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","STIC-VMKLC08R1-OMG","1.0","Pc(s)"
"L-MLCH-OMG","3","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-VMKLC08R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC08R0-OMG","1.0","Pc(s)"
"","","L-MLCH-BULK","0.0035","kg"
"L-MLCI-OMG","4","L-MLCI-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC09R1-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC09R2-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"L-MLCI-OMG","1","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","STIC-VMKLC09R0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC09R0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","DUS-MKLCR0-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","L-MLCI-BULK","0.0035","kg"
"L-MLCI-OMG","2","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","L-MLCI-BULK","0.0035","kg"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC09R0-OMG","1.0","Pc(s)"
"","","STIC-VMKLC09R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"L-MLCI-OMG","3","L-MLCI-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC09R1-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC09R0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"L-MLCJ-OMG","4","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC10R2-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","L-MLCJ-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC10R1-OMG","1.0","Pc(s)"
"L-MLCJ-OMG","1","STIC-BMKLC10R0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","DUS-MKLCR0-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","L-MLCJ-BULK","0.0035","kg"
"","","STIC-VMKLC10R0-OMG","1.0","Pc(s)"
"L-MLCJ-OMG","2","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","L-MLCJ-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC10R1-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC10R0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"L-MLCJ-OMG","3","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC10R1-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","L-MLCJ-BULK","0.0035","kg"
"","","STIC-BMKLC10R0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"L-MLCK-OMG","4","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","STIC-BMKLC11R2-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-VMKLC11R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","L-MLCK-BULK","0.0035","kg"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"L-MLCK-OMG","1","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","STIC-VMKLC11R0-OMG","1.0","Pc(s)"
"","","DUS-MKLCR0-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","L-MLCK-BULK","0.0035","kg"
"","","STIC-BMKLC11R0-OMG","1.0","Pc(s)"
"L-MLCK-OMG","2","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC11R0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","L-MLCK-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC11R1-OMG","1.0","Pc(s)"
"L-MLCK-OMG","3","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC11R0-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-VMKLC11R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","L-MLCK-BULK","0.0035","kg"
"L-MLCL-OMG","4","STIC-VMKLC12R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","L-MLCL-BULK","0.0035","kg"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","STIC-BMKLC12R2-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"L-MLCL-OMG","1","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","L-MLCL-BULK","0.0035","kg"
"","","STIC-BMKLC12R0-OMG","1.0","Pc(s)"
"","","STIC-VMKLC12R0-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","DUS-MKLCR0-OMG","1.0","Pc(s)"
"L-MLCL-OMG","2","STIC-VMKLC12R1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC12R0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","L-MLCL-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"L-MLCL-OMG","3","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","STIC-VMKLC12R1-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-BMKLC12R0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","CAPA-MKLCKIMR0-OMG","1.0","Pc(s)"
"","","L-MLCL-BULK","0.0035","kg"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"L-MLCI-OMG","5","STIC-BMKLC09R2-OMG","1.0","Pc(s)"
"","","DUS-MKLCR1-OMG","1.0","Pc(s)"
"","","STIC-VMKLC09R1-OMG","1.0","Pc(s)"
"","","IBOX-RRPMKLCR0-OMG","0.08333","Pc(s)"
"","","KB-NEONR0-OMG","0.00694","Pc(s)"
"","","L-MLCI-BULK","0.0035","kg"
"","","CAPA-MKLCR0-OMG","1.0","Pc(s)"
"","","BOTO-MKLCR0-OMG","1.0","Pc(s)"
"L-CSGC102-MO","3","L-CSGC102-BULK","0.002","kg"
"","","CONT-CSGC2R0-MONF","1.0","Pc(s)"
"","","CAPC-CSGC2R0-MONF","1.0","Pc(s)"
"","","STIC-BTCSGC2R1-MO","1.0","Pc(s)"
"","","DUS-CSGC2R1-MO","1.0","Pc(s)"
"","","IBOX-12MOAR0-D310","0.125","Pc(s)"
"","","KB-MOCC36-257K150","0.02083","Pc(s)"
"M-LNCN1-W","5","DUS-LNC20RLR1-W","1.0","Pc(s)"
"","","M-LNCN-BULK","0.02","kg"
"","","TUBE-LNC20RLPBLR0-W","1.0","Pc(s)"
"","","KB-WLS20R2-KMK125CF","0.02778","Pc(s)"
"MY-RTCRE03-W","4 (INLINE)","PUFF-TWCNBRD545-T","1.0","Pc(s)"
"","","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","GODE-CPTZB-SMD59A-P","1.0","Pc(s)"
"","","CONT-ETWCRLR0-WASBS","1.0","Pc(s)"
"","","TC-PC03-BULK","0.012","kg"
"","","STIC-BTETC3R0-WRL","1.0","Pc(s)"
"","","STIC-PAEBR1-WM","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.03333","Pc(s)"
"","","DUS-ETWC3R1-WRL","1.0","Pc(s)"
"S-USSEC-W","1","STIC-WHTS170-W","1.0","Pc(s)"
"","","CAP-BHFTS170-WPP","1.0","Pc(s)"
"","","KB-W200R1-W","0.04166","Pc(s)"
"","","BOTO-HFTS170R3-W","1.0","Pc(s)"
"","","S-USS-BULK","0.17","kg"
"L-LSCR-EM4.5ML","2","KB-ECR0-KMM125","0.00347","Pc(s)"
"","","L-LSCR-BULK","0.0045","kg"
"","","PLU-BLLS-ELD","1.0","Pc(s)"
"","","BOTO-LLS-EPETG","1.0","Pc(s)"
"","","IBOX-24EC-WD31","0.04167","Pc(s)"
"","","STIC-ILSCR-WPPNF","1.0","Pc(s)"
"","","CAPA-LLS-EAH","1.0","Pc(s)"
"BBC-BBN-EM20ML","1","KB-ECR0-KMM125","0.01666","Pc(s)"
"","","BBC-BBN-BULK","0.02","kg"
"","","STIC-BCBBCN-ECNF","1.0","Pc(s)"
"","","DUS-BBBBC-EILD","1.0","Pc(s)"
"","","TUBE-BBBBC20-E2590","1.0","Pc(s)"
"MY-TCR3LLF02-W","6 (INLINE)","PLAS-DMTWCEWNL-D608M","1.0","Pc(s)"
"","","STIC-BLPL02R0-W","1.0","Pc(s)"
"","","KB-W12X250R1-W","0.02778","Pc(s)"
"","","STIC-PABR1-WM","1.0","Pc(s)"
"","","DUS-LPL02R2-W","1.0","Pc(s)"
"","","GODE-TWC5,4B-SM-P","1.0","Pc(s)"
